puntuacion_rotten,puntuacion_imdb,direccion,guion,argumento,duracion,genero,titulo,id_pelicula
,6.9,-,-,"820 years ago, Mujaka, the lord of werewolves finally visits Raizel after a long journey. But the werewolf Maduk interferes in a war of human plotting some scheme.",37,Accion,noblesse: the beginning of destruction,tt13711458
93,-,Franklin Carpio,Franklin Carpio,"A government agent goes to sell a mysterious package to the Russian Mob, when things suddenly take a turn for the worse.",-,Accion,breathe,tt13751020
93,-,Franklin Carpio,Franklin Carpio,"A government agent goes to sell a mysterious package to the Russian Mob, when things suddenly take a turn for the worse.",-,Accion,breathe,tt13599856
,-,Laurent Bouzereau,Colin Trevorrow,-,-,Accion,ingen innovations,tt13849008
,-,Connor White,Connor White,"With Jon Black in a coma, after being shot for saving her life as a child, Agent Val Calloway goes on a mission to find a missing H-Bomb stolen by the same man that had once kidnapped her, Vinny The Butcher Van Cleef.",19,Accion,swag royale,tt13858044
,-,Amir Ovadia Steklov,"['Avner Cohen', 'Amir Ovadia Steklov']",A poor teenager is trying to get some money to fuel his fathers addiction to gambling by selling lighters. His journey to the Jerusalem Market will shock him and will led him to revenge his father.,4,Accion,hmudi,tt13906464
,-,Gugun Arief,Gugun Arief,"Knowing that his daughter was taken as hostage by an unidentified group, SUBROTO was panic. The group knows the exact amount of money SUBROTO had illegally taken. They ask some money in exactly the same amount as he had taken. In that critical time, GARDA, one of the hostage-takers betrays his group. He plans to help SUBROTO's daughter to escape. But GARDA is asking S... Leer todo",26,Accion,sandera,tt13914472
,-,Smith Co,Smith Co,-,-,Accion,all da videos,tt13932310
,-,"['Séby Ez', 'Max Jones']","['Steve Ditko', 'Max Jones']",-,20,Accion,avenging spider-man,tt13985978
,-,Taj L. Cooper,Sachiko Ishida,"While working late, a young woman on her lunch break encounters strange and bizarre circumstances to fight for her life.",9,Accion,aya's mirage,tt14807330
,-,Luke Schuelke,Luke Schuelke,What happens when you get a new roommate who is never around and then all of a sudden appears with daunting news? 'We are going to DIE!!!'. Do you believe him? Should the roommates believe him? They better because their roommate got himself in trouble with some unforgiving characters that are coming to the house to seek revenge for who knows 'WHAT?'.,13,Accion,what?,tt1507390
59,-,Roane Borger,-,Trailer for a film to never come out; detectives fight an urban legend,1,Accion,blood,tt15133244
,-,Yoni Segal,"['Nadav Avny', 'Yoni Segal']",-,7,Accion,2121,tt15339198
,-,Hannah Beadman,-,-,-,Accion,at the center of the world,tt15450418
,-,Shigehito Kawada,-,"Bell and Aida are scouting the zone around Towasanga, when they're attacked by Mask Squad. Mask is piloting a new unit, a pitch black Phenex.",9,Accion,gundam g no reconguista from the past to the future,tt15509064
,-,Ariel Luque,Ariel Luque,Brunella and Abril try to escape the husband of the woman they murdered. But the thirst for revenge is quenched with blood,-,Accion,dropin (no matarás),tt15681146
,-,Tripp Pickell,-,-,-,Accion,dark cover,tt15686002
,-,"['David Mc', 'Cracken']","['David Mc', 'Cracken']","Robert Oppenheimer, the real-life creator of the atomic bomb, travels back in time to prevent himself from detonating it.",7,Accion,i am become death,tt1609125
-,-,Joshua Durham,"['Joshua Durham', 'John Patrick Hayden']",An aspiring boxer must face the shadows that haunt him before he can step inside the ring.,35,Accion,shadowboxing,tt2252716
,-,Harrell D Williams Sr.Harrell Williams,Harrell D Williams Sr.Harrell Williams,"A young man is hit with the realization that his father is going to remarry a woman who is all wrong for him. He then goes into panic mode, carrying out a dangerous deadly plan to get rid of her.",28,Accion,they lost it,tt2274302
,-,"['Stoyan Nikolaev', 'Rumen Pavlov']","['Stoyan Nikolaev', 'Rumen Pavlov']",Occupational safety manual.,3,Accion,such appetite,tt2273489
26,-,Kevin Bertazzon,Kevin Bertazzon,"Due to an insult, Tsuki must battle Master Kobatzu to the death - if they can stop insulting each other first.",6,Accion,honor,tt2309342
-,-,John Wyatt Dossey,John Wyatt Dossey,A young woman is attacked while Christmas shopping and a bystander comes to her aid.,5,Accion,altruist,tt2339349
,-,Francesco Bovinò,Francesco Bovinò,Professionals criminals are hired by a mysterious organization which considers a duty to put remedy on worldwide corruption and economic decay using extreme measures. The selected group of criminal's task is to eliminate supporters of illegality with the intent to re enter new liquidity of money into market and give oxygen to the international economic system.,6,Accion,"murder, inc. - pilot",tt2354225
,-,Matt Hoyt,Matt Hoyt,"A comedic saga that follows Preston, a disenfranchised Southern Californian, who accepts a job manning a landfill in Antarctica to finish writing his novel free from distractions. Preston soon realizes that life on the icy continent is anything but peaceful and desolate, as Dougie and Knosh guide him through his first days on the job. Written & Directed by Matt Hoyt(T... Leer todo",25,Accion,antarctic... huh?,tt2368328
,7.1,Gary H. Lee,Gary H. Lee,"A powerful multi-national corporation, Aden, must deploy a bounty hunter in order to stop an unseen creature forged from a child's imagination.",10,Accion,aden,tt2436728
-,8.0,"['Reed Clare', 'Mike Donis']",Reed Clare,"It is 50 B.C. A Roman invasion of Celtic lands hangs on the knife's edge of success as the chieftain Ambiorix (REED CLARE) wages war against the Roman general Eydis. A deadly battlefield blow costs Ambiorix the life of his son, Conall, resulting in the unceasing deterioration of his soul and sanity. In his dying moments he is haunted and fractured as he relives the ep... Leer todo",14,Accion,valor's dawn,tt2512808
-,-,Sean Lawless,Sean Lawless,An FBI agent investigates a possible mole leaking out classified information from a Federal Bank.,13,Accion,compromise,tt2557794
,7.4,Fabien Martorell,"['Fabien Martorell', 'Michael Marshall Smith']","Two men meet in a park. It's Christmas Eve. Kane is an assassin, on his way to do a job that means more to him than the usual killings he is paid to do. This time it's personal.",16,Accion,unbelief,tt2555228
,-,Rod Johns,"['Rod Johns', 'Tonci Pivac']",A journalist has been targeted for assassination by an underground organization. The hit woman has a sudden dose of conscience and decides to help him instead.,15,Accion,moral prerogative,tt2649966
,-,Danny Miguel,Danny Miguel,An Ex-federal agent withholds information during a criminal search.,25,Accion,discredit,tt2705484
,-,Daniel Shojaei,"['Robin Barker', 'Daniel Shojaei']",-,-,Accion,breaking the law,tt2705520
,6.8,Gregg Meller,Gregg Meller,"Shot and left for dead by the commune of murderers and thieves who raised him, an 18-year-old pure-bred killer must trek across the lawless desert waste to exact his revenge and rid the world of their evil.",22,Accion,a killer of men,tt2849818
38,-,Gil O'Brien,Gil O'Brien,The Final Table is being robbed.,9,Accion,the final table,tt2908370
,-,Pavan Sharma,"['Pavan Sharma', 'Pranav Sharma']","The witnesses to a horrific high school shooting, sweethearts Jen and Ted are both on the run after having robbed a bank. As they escape the city it becomes obvious that not everything is fine in this perfect love story.",12,Accion,in the pin we trust,tt2912560
,5.3,Bryn Pryor,Bryn Pryor,"Cowboys & Engines is a steampunk western short that stars Richard Hatch (Battlestar: Galactica) and Libby Letlow (Masked Rider). Set in an alternate 1876, Cowboys & Engines follows Cade Ballard, the former Texan ambassador, as he encounters Guinivere Wheeler, a sexy gunslinger and con artist.",7,Accion,cowboys & engines,tt2916024
51,-,"['Gavin Mc', 'Donnell']","['Gavin Mc', 'Donnell', 'Tim Mc', 'Donnell']",A hustler on the run and desperate takes one last job to pay off his debt to a psychotic kingpin. But all is not as it seems in a dog eat dog world.,15,Accion,dog eat dog,tt3035560
,-,"['Ben Adler', 'Carter Baker']",Ben Adler,"Jim is a hit man looking to get out of the game. He is tasked with taking the bosses kid, Tyler, on a job with him, in order to teach him a thing or two.",17,Accion,at the bottom of everything,tt3052598
,-,Mauro Blanco,Mauro Blanco,"Upon regaining consciousness, tainted with blood on her face, Katja, an FBI agent, realizes she was running for her life, after investigating a Russian spy ring. She can't trust anyone, not even the FBI. While trying to put the pieces of the past together, she's cornered into facing two powerful figures and their henchmen. Fear, betrayal and espionage become the last ... Leer todo",18,Accion,crossing shadows,tt3060718
,-,Van Dickranian,"['Arshag Dickranian', 'Van Dickranian']",An errand boy with unrealistic dreams gets more than what he asks for from the mob.,-,Accion,kill to live,tt3064542
,-,Jennifer Jordan,"['David Garver', 'Jennifer Jordan']","The Walking Shadow of Danny O'Shea In the shady and unforgiving world of International crime syndicates men are paid to kill with impunity on a whim. After years of toiling in theater as an underpaid actor, trying to please audiences by acting like someone he was not, Danny O'Shea has found salvation in the seedy underworld of Hit Men for hire. By accessing his most t... Leer todo",28,Accion,the walking shadow of danny o'shea,tt3062906
73,5.2,"['Ryan Unicomb', 'Jordan Bailey']","['Jordan Bailey', 'Ryan Unicomb']","The rise and fall of the worlds first superhero, Guardian.",15,Accion,gifted,tt3083976
,-,Jacob Crumbley,Jacob Crumbley,Two young boys find themselves entangled in a notorious drug gangs' affairs after they witness a robbery gone wrong in their trailer park.,15,Accion,look twice,tt3097870
23,-,Cole Daniel Hills,Cole Daniel Hills,"A zombie meets Ben. They become very close friends, until a new threat comes - the Crows.",25,Accion,dead inside,tt3099338
,-,D.G. Balazs,"['D.G. Balazs', 'Lynn Spidell']","Have you ever gone into a store to make a purchase, only to be accosted by a Clerk that seemed to be there for no other reason than to royally screw up your day?",14,Accion,dark noir,tt3100580
,4.4,Philippe Joly,Philippe Joly,"When the news that the head of the feared Russian organized crime, the Vori v Zakone (Thieves in Law), died in a ferry crash in Hong Kong, reaches his second in command in Moscow, Alexander Orlov rushes to Hong Kong to meet with Hu Wong, the son of the Dragon's head, in order to renegotiate the future collaboration with the Triads in the region. He soon discovers tha... Leer todo",-,Accion,vor,tt3103046
,-,Francisco Escobar,Paul Nandzik,"By the time the uninfected survivors of the zombie apocalypse start to rebuild their lives, their zombie foes evolve into clever and seemingly immortal enemies who not only use guns and set traps, but take slaves as well.",-,Accion,after the infection,tt3110254
,8.1,Akkim Lee,Akkim Lee,Simone (Sissy) is an everyday type of girl...who is learning to be a mixed martial artist. And her first full contact fight will prove to be the challenge of her life.,21,Accion,what it takes,tt3111872
,9.0,Yuri Alves,Yuri Alves,"Dane thought he left his demons and his drug addiction behind him, but his first day out of prison challenges both his promise to go clean and his very survival.",13,Accion,exit road,tt3119328
-,8.9,Jake Thomas Armbruster,Jake Thomas Armbruster,"A godly man has everything taken from him, left questioning his faith and integrity, retaliation seems to be the only way to ease the Animus.",12,Accion,animus,tt3141848
,-,Dan Liu,"['Mc', 'Kay Stewart']","The ""Jets"" chase the ""Sharks"" over a fence and land in... a warehouse! With swords in their hands. And Deadmau5 controls them all!",9,Accion,west side swordy,tt3185554
,-,Joe Pavlo,"['Stuart Barr', 'Andy Mackie']","What if 'Downsizing' was taken literally? A bloody, funny, short action flick exploring that Work, not War is Hell.",12,Accion,downsizer,tt3187484
,-,Lanlin Wong,"['Clark Koelsch', 'Lanlin Wong']","Three Marines out on a recon mission in the Iraq desert in 2006, find themselves in a morale dilemma that leads them to a power struggle between protocol, survival, and morality.",20,Accion,domino 21,tt3197650
-,6.7,Teddy Cecil,Teddy Cecil,One worker sparks a revolution when he attempts to break free of his dystopian underworld.,20,Accion,helio,tt3204164
,6.5,"['Jamie Stanton', 'Liam Tate']","['Jamie Stanton', 'Liam Tate']","Delivering justice, one innocent bystander at a time.",14,Accion,isaac and quincy,tt3209790
,-,Paul Amstone,Paul Amstone,"Garrick Harland has a near death experience that allows him to see ghosts. but there is just one problem, he can't help the spirits he sees. And a new visitor aims to change that.",10,Accion,seeing ghosts,tt3212574
-,7.2,Karel van Bellingen,Karel van Bellingen,"London, 2084. An interstellar migration cop's fateful encounter with a young prostitute leads to a violent shot at redemption.",30,Accion,the leap,tt3213576
,-,"['Patrick Michael Canino', 'Keith Romine']",Patrick Michael Canino,A story of two professional hired killers who are face with a moral dilemma when executing a job. They are two brothers who do not share the same allegiance. One is loyal to his family and the other is loyal to the code he lives his life by. There is love and there is betrayal.,12,Accion,accept not,tt3219414
,-,"['Hilton Belle', 'Romane Orlando Robb']",Hilton Belle,A secret government agency consisting of a group of highly trained females band together to fight the various forces that endanger mankind.,-,Accion,the sisterhood,tt3239698
57,-,Mick Dow,Mick Dow,Footsteps always sound louder when they're behind you.,3,Accion,shortcut,tt3239134
-,-,Eric Ramos,"['Jeff Mc', 'Comsey', 'Eric Ramos']","November 11th, 2041. Nobody celebrates Veteran's Day anymore. Victor Sheppard is an old man in a new world of peace and equality. Millions of people died and the world is a better place, but nobody remembers why. Haunted by his dead comrades. Now in his old, he fights an internal war of guilt, unsure if he will find peace in a warless world.",30,Accion,american terror,tt3269254
,-,Ralph Henriquez,Ralph Henriquez,"A young woman's strength, power and courage are the only things standing between Earth's survival...or its annihilation!",9,Accion,fuerza,tt3282802
,9.3,Todd Sklar,Todd Sklar,-,10,Accion,let's do it,tt3285880
-,-,Matthew Byori Mann,"['Chris Gearhart', 'Chris Gearheart', 'Matthew Byori Mann']","Caught in a war between humans and vampires, Special Officer Michael Phoenix uncovers a conspiracy that forces him to question on which side should he fight.",14,Accion,twiceborn,tt3296586
,-,Julien A. Ansault,Julien A. Ansault,"Roar of engines, contact with metal, smell of oil and petrol fumes... This is the story of 2 champions of stock-car, Turtle and Teddy. They come from the same place, they are the best pilots of the country, and they hate each other. When comes the selection to the Biggest Race, both driven on by there instincts, victory is there only option... But there will be blood ... Leer todo",21,Accion,love race,tt3300428
,-,Kyle Popovich,"['Marco Deufemia', 'Kyle Popovich']","The year is 2020. John's on a revenge streak for the death of his wife. Out to find what she protected most, he must target the man behind this, before the man targets him.",15,Accion,chrome steel,tt3297452
44,7.9,Akiko Izumitani,"['Akiko Izumitani', 'Hunter Woo']","An undercover detective must infiltrate an Asian gang's compound and rescue his kidnapped fiancé. However, the reality is much different than he expected.",15,Accion,the other side,tt3305370
44,7.9,Akiko Izumitani,"['Akiko Izumitani', 'Hunter Woo']","An undercover detective must infiltrate an Asian gang's compound and rescue his kidnapped fiancé. However, the reality is much different than he expected.",15,Accion,the other side,tt4106136
77,5.4,Robin Schmidt,"['Robin Schmidt', 'Simon Wan']","DOG, the local triad 'enforcer' finds himself dying of boredom when he's ordered to keep a derelict building free from intruders but when a wily heroin addict tricks her way into staying he soon finds himself looking at violence in a very different way.",40,Accion,dog,tt3315320
,6.0,Nesrin Bachir,Christian Skibinski,"In the year 1500 AD. A monk mets a peasant in the forest, who is relentlessly pursued by a knight. The peasant begs the monk for help to lead him out of the woods. The odd couple forms an alliance and a dangerous journey into the closest city begins, that seems to promise shelter for them.",15,Accion,die alraune und das schwert,tt3320068
,-,Williams Naranjo,Williams Naranjo,A New Civilization' is a thrilling political drama inspired on Venezuela's controversial 2013 presidential elections.,15,Accion,a new civilization,tt3326040
,8.2,Seung-Hyun Chong,Seung-Hyun Chong,"Taeshik, a 26 years old German-born boy of Korean descent is in turmoil. Despite his Korean upbringing he doesn`t quite identify with the Korean way to be his parents had in mind for him. He remains adrift. His only passion is boxing. But his adversary in the boxring also seems too much to deal with.",25,Accion,steh auf,tt3334082
67,8.4,Uzair Sipra,"['Kashif Akhtar', 'Uzair Sipra', 'Iftikhar Ahmad Usmani']",The hidden awful life of Hong Kong Asylum Seekers and their untold shocking stories.,-,Accion,asylum,tt3335504
,-,"['Royal Jackson', 'Brenda Perryman']","['Roy Mc', 'Mullen', 'Brenda Perryman', 'Jason Topp']",Cynical Detroit television news anchorman Michael Peters crosses an ill-fated path with destiny after voicing his views on the Trayvon Martin story.,18,Accion,in trayvon's footsteps,tt3331338
,-,Jonathan Machado,Jonathan Machado,Society is undergoing great changes.,22,Accion,the shift rising,tt3346916
,-,Mark Anthony Marez,Mark Anthony Marez,"After a Halloween party, Kathleen's prince charming becomes her worse nightmare.",5,Accion,ghost white,tt3347844
-,-,John T. Connor,Chadwick Pelletier,"A man wakes up to find himself buried alive, then recounts his steps on how he got there.",11,Accion,boxed,tt3350686
29,6.4,Ben Ramsey,Philip Daay,"With time winding down towards world-ending devastation, the fate of mankind rests in the hands of Interpol agent Samuel Tharpe.",30,Accion,black salt,tt3374062
,4.1,Jack Hartnett,"['Jack Hartnett', 'Scott Levy']","Plagued with survivor's guilt, an Iraq war veteran turned mercenary stumbles upon a plot to sabotage America's energy independence. Fighting to free the demons in his head, he sets out to eradicate the traitors amongst us.",18,Accion,sovereign,tt3377648
,4.1,Jack Hartnett,"['Jack Hartnett', 'Scott Levy']","Plagued with survivor's guilt, an Iraq war veteran turned mercenary stumbles upon a plot to sabotage America's energy independence. Fighting to free the demons in his head, he sets out to eradicate the traitors amongst us.",18,Accion,sovereign,tt3814846
,-,Paul Joe Johny,"['Travis James Annabel', 'Paul Joe Johny']","A criminal couple who try to pull off a high-profile robbery - but when one partner tries to steal the glory for themselves, the whole plan is turned on its head and everything dominoes into complete chaos.",21,Accion,"run baby, run!",tt3385018
-,8.8,Erin Brown Thomas,Jake Thomas,"When the love of his life threatens to go overseas, Stan, a shy daydreamer, must become the hero of his action movie fantasies to win her heart.",13,Accion,hotwire,tt3412794
,6.9,Osokwe Tychicus Vasquez,"['Mayra Martinez', 'Osokwe Tychicus Vasquez']","One year after the events of Arkham City, Gotham City has found itself in a state of complete disarray. While newly appointed mayor, Quincy Sharp, seeks to capture the remaining inmates of Blackgate, John Blake, now donning the mantle of the Dark Knight, must contend with the diabolical Black Mask and his band of hired mercenaries - a struggle that will bring the youn... Leer todo",8,Accion,batman: arkham knight,tt3421844
,-,Brady Brandwood,-,"A documentary on the heritage of Moonshine in rural North Georgia, with interesting and emotional details told about the lifestyle and techniques used to avoid getting caught by the 'Narks', as well as a first-hand look into the culture, risk, personal pride, and passion poured into the art. One touching and revealing scene at the end sums up the emotional human facto... Leer todo",13,Accion,moonshine heritage,tt3433986
,8.7,Jordan Mears,Jordan Mears,"Raven, a vampire hunter who poses as a prostitute, has spent years searching for the vampire who killed her father when she was just a child. One night, after slaying another vampire, she is kidnapped by a group of people who reveal themselves to be fellow hunters. They require her assistance in finding and killing a deranged scientist turned vampire with plans to des... Leer todo",16,Accion,vampire-killing prostitute,tt3434340
44,6.0,Samuel Jørgensen,"['Ian Fried', 'Samuel Jørgensen', 'Jeremy Pronk']","In the midst of a war between humans and sentient androids, a Delta Force team must battle a dangerous enemy to rescue the US President.",9,Accion,singularity,tt3442982
,9.2,James Kingstone,"['James Kingstone', ""Tim O'Rourke"", 'Sean Ofm']","Mallory Costello wants to change her life. She auditions for ""Becoming Mr. Buyer"" a contest to demonstrate ones particular brand of sociopathy.",-,Accion,becoming mr. buyer,tt3443500
-,7.6,Colin Riendeau,Colin Riendeau,"Jimmy unknowingly buys a prize winning Betta fish in a pet store and plunges into the electrifying and dangerous world of high stakes fish fighting complete with a gun, a kiss, and a kidnapping.",20,Accion,the fish,tt3452020
86,8.0,David Sandberg,David Sandberg,"In 1985, Kung Fury, the toughest martial artist cop in Miami, goes back in time to kill the worst criminal of all time - Kung Führer, a.k.a. Adolf Hitler.",31,Accion,kung fury,tt3472226
,-,"['Evelien Raps', 'Marc Raps']","['Evelien Raps', 'Marc Raps']","In the year 2045, the rulers of District 24 of The Netherlands have cut all connections to the outside world. Their Organization rules with an iron fist and their laws have taken a hard toll on the district's inhabitants. Until one day a young cleaning lady enters the Organization's headquarters to confront both those in power and the ghosts that haunt her own past.",19,Accion,de schoonmaakster,tt3483172
