puntuacion_rotten,puntuacion_imdb,direccion,guion,argumento,duracion,genero,titulo,id_pelicula
,5.6,Muhammet Ali Tutka,"['Ahmet Mete Celik', 'Furkan Govyaprak', 'Taner Kaplan']","Everything was normal until The Dragon comes to the city . 4 guys who saw that attack scared like everyone , but they did not know there was an elder strenght at their place . Somehow they'll find this Elder Strenght and They have to fight with The Mysterious Enemy .",-,Accion,the elder guardians,tt10619672
,-,Stefan Varvaressos-Abdi,Stefan Varvaressos-Abdi,"A party of Dungeons & Dragons players encounter needlessly dangerous situations in their fantasy world due to one of their overly reckless members, Boulder.",10,Accion,roll initiative,tt10626796
,-,Christian Madsen,Christian Madsen,"When a hitman's last day on the job conflicts alongside his annual dinner date with his grandmother, predicaments emerge and the unexpected truth is finally revealed.",26,Accion,dinner with grandma,tt10643474
,-,Michael Antonio,Michael Antonio,A West Side Story brawl takes a dark twist in this over the top fight for honor - or something like that.,-,Accion,night of the living dead girl,tt10680106
,-,Rexilious,"['Ben', 'Tin', 'Ez', 'Rexilious']",-,-,Accion,green lantern's light,tt10687646
,-,Jace Elton,Jace Elton,Batman and Captain America must duke it out to see who the strongest hero is.,4,Accion,batman vs captain america,tt10726286
,-,"['James Mentzinger', 'Andrew Nimetz']","['James Mentzinger', 'Andrew Nimetz']","Reid Upchurch (Dan Fogarty) holds the unusual occupation of a debt collector for an underground loan-shark. While out interrogating an investor, Reid has to make the quick decision whether or not the time for collection has arrived.",-,Accion,here to collect,tt10728896
,-,"['James Mentzinger', 'Andrew Nimetz']","['James Mentzinger', 'Andrew Nimetz']","Reid Upchurch (Dan Fogarty) holds the unusual occupation of a debt collector for an underground loan-shark. While out interrogating an investor, Reid has to make the quick decision whether or not the time for collection has arrived.",-,Accion,here to collect,tt12129782
45,6.8,Ahmet Atalay,"['Ahmet Atalay', 'Leon Tomlinson', 'Christopher Ulaski']","In the near future, a mysterious virus has taken over a large portion of the world's population.Upon contamination, it kills the host within a day. There is no permanent cure, only a temporary serum that resets every 24 hours.Special forces mercenary Noah's young daughter is one ... Leer todo",37,Accion,the cure,tt10763494
45,6.8,Ahmet Atalay,"['Ahmet Atalay', 'Leon Tomlinson', 'Christopher Ulaski']","In the near future, a mysterious virus has taken over a large portion of the world's population.Upon contamination, it kills the host within a day. There is no permanent cure, only a temporary serum that resets every 24 hours.Special forces mercenary Noah's young daughter is one ... Leer todo",37,Accion,the cure,tt12746690
,-,John Redlinger,John Redlinger,"Washed-up writer Roy Frankel sees his dreams dashed when three boneheaded Hollywood execs hijack his biblical adaptation, ""The Gospel of Matthew,"" and turn it into an 'edgier' holy reboot: ""Taipei Jesus.""",-,Accion,taipei jesus,tt10766442
,-,James William,James William,A captain and her A.I. make a desperate attempt to use the last of the medical rescue spaceship's resources to find another life saving energy source.,10,Accion,welkin,tt10778264
,-,Aiman Samat,Aiman Samat,-,-,Accion,eighth wonder,tt10804094
,-,Seth Scruggs,Zachary Vaughn,A scared young woman robs a diner to save her sister who is held hostage by their father.,8,Accion,five minutes,tt10810408
,-,Seth Scruggs,Zachary Vaughn,A scared young woman robs a diner to save her sister who is held hostage by their father.,8,Accion,five minutes,tt12205692
20,-,Tim Earnheart,Tim Earnheart,"A young woman, on her path to success, betrays her best friend and winds up in a deadly game.",17,Accion,nemesis,tt10826534
,-,"['Takaya Lloyd', 'Adam Moses']","['Jacob Dalton', 'Alexandre Dumas', 'Takaya Lloyd']",-,-,Accion,don't f**k with the musketeers,tt10857420
,-,Mark Cheng,Nathan Faudree,"Danny has discovered he's got a brain tumor and it's starting to cause strange hallucinations. It's almost as if he's seeing things normally found in Japanese anime, including some new found abilities. But are they real? No time to figure it now because Danny and his partner Jack... Leer todo",-,Accion,danime,tt10874822
,-,Gabriel Cash,"['Gabriel Cash', 'Nico Toffoli']","The world is under a pandemic attack. A virus is quickly spreading all over the world damaging the central neurons of the human brain. In response, Nations and Corporations have created the Mnemonix",20,Accion,mnemonix: the hive,tt10908210
,-,Junga Song,Junga Song,-,-,Accion,"nuri, the beginning",tt10930816
87,-,-,"['Mark A. Baker', 'Dashiell Combs', 'Bryan Schnitzer']","In a dystopian future, a pair of rogue strangers cross paths after a casino robbery. Through a scuffle, their location is revealed and they must work together to survive the Swarm, a massive fleet of zone protection drones authorized to kill.",-,Accion,swarm,tt10934774
,-,Gk Shathisnair,Gk Shathisnair,"An indescribable connection between a gorgeous teen ""Cinderella Joseph"" and the dumbo ear stunning Siamese fighting fish ""Charlie"" together fight against the fish gamblers along with an assist by Fishery Science student ""Charan"".",43,Accion,aquarist cinderella,tt10953456
,-,Justin Kuhn,Justin Kuhn,A families past trauma is tested in the face of a world that has changed. Can they juggle their want for vengeance with the need to protect their new family.,-,Accion,small gains,tt10955374
,-,Liam Atkinson,"['Ramon', 'Liam Atkinson']",-,-,Accion,liam: the new manager,tt10968850
,8.4,James Campbell,James Campbell,A proof of concept for an upcoming feature film where we'll see the King of Rock 'n' Roll take it upon himself to avenge the death of Martial Arts legend Bruce Lee.,-,Accion,tiger man,tt10972026
,6.4,Jeffrey M. Williams,"['Brandon Carter', 'Jeffrey M. Williams']",A first-time bank robber must escape a heist alongside an unpredictable partner in order to survive.,9,Accion,bring the gun,tt10985744
,-,Justin Connors,Van Manson,-,39,Accion,bloodhunt,tt11005500
,7.1,Henrik Kruse,Henrik Kruse,"Returning home one night, a couple discovers their front door is open. In their kitchen, the couple finds a man with whom they share a broken past.",6,Accion,en ubuden gæst,tt11023892
100,-,David Cheung,David Cheung,"A story of 2 men get into a war with each other, both have their reasons and do what they have to do and will stop at nothing, both show their skills and engage into a hand to hand combat. A fight that leaves them battered and bruised a fight til death, why are they fighting? wat... Leer todo",-,Accion,undercover,tt11027614
,-,Roman Stselkunov,Roman Stselkunov,Molly arrives at the place where she is trying to find her father and the only thing she finds is his watch.,-,Accion,detective okert: prehistory,tt11034126
,-,Mrigank Pandey,Mrigank Pandey,-,-,Accion,the n.a.r.k,tt11052186
48,5.9,Will Niava,Will Niava,A misunderstanding between three lawless boys and a troubled off-duty police officer escalates beyond control when a sudden reversal of power dynamics forces the pack to a point of no return.,12,Accion,zoo,tt11063950
,-,Corey Harrell,Corey Harrell,"After dying on the cross, Jesus Christ enters hell to fight Satan and his demons.",11,Accion,crown of blood,tt11110588
,-,Andreas Jacobsson,Andreas Jacobsson,"An unlicensed doctor is offering his medical services to any criminal in need, while pursuing his own agenda.",44,Accion,primal wounds,tt11125736
,-,Ryan David Rogers,"['Ryan David Rogers', 'Sonia Rogers']","On their way home from a play, Stan and Jen come across a force neither of them ever expected. That being, The Robotic Horseman.",7,Accion,the robotic horseman,tt11126010
,-,Vincent Lecrocq,Vincent Lecrocq,A man must face a killer who keeps coming back to life.,-,Accion,chorus,tt11132048
,-,Nicole M. Brevard,Nicole M. Brevard,-,43,Accion,"good cop, bad cop (city of angels)",tt11156362
,-,-,James Larck,-,15,Accion,a rough day,tt11198130
,-,Bálint Vigh,Bálint Vigh,"A girl goes into a forest, where she will find the biggest mystery of her life.",9,Accion,álmokfutás,tt11200550
,-,Jesse Bentley,-,-,-,Accion,neon scorpio,tt11214314
,9.6,Mickey Finnegan,Mickey Finnegan,"Two mom's seek the perfect Christmas toy for their kids at the local toy store, the only problem is there's only one left.",13,Accion,mom fight,tt11237404
,-,Amit Dhuga,Amit Dhuga,"When his former boss and cousin brother, Mavi, vengefully returns into his life, Akshay, a former gangster, has no choice but to return to the gang life to seek justice and face his past.",30,Accion,prisoner,tt11236072
,-,-,-,Reparto principal,-,Accion,legend of the silver dragon,tt11280746
,-,-,-,"Two high school students, working for government agency AG38 band together to stop an act of extreme ecoterrorism.",-,Accion,the fossil fools,tt11280560
,-,"['Steven La', 'Morte']",-,"When a Bounty Hunter and a Jedi Knight find themselves stranded on an uninhabited planet, they find themselves pitted against each other while trying to retrieve a mysterious Imperial cargo.",-,Accion,balance of the force,tt11280096
,-,"['Joey Bader', 'Scott Tinkham']",Joey Bader,-,-,Accion,amethyst,tt11290068
-,-,Selvir Katich,"['Dave Belvederi', 'Selvir Katich']",-,-,Accion,borders,tt11304770
73,-,"['Daves Jeudy', 'Julio Vasquez']",Daves Jeudy,An elite husband and wife spy team planning to leave the life of espionage behind are suddenly awakened by a ghost from their past bent on revenge.,-,Accion,sleepers,tt11312414
,-,Raven Armando Astone,"['Raven Armando Astone', 'David Charles Dukellis']","Frank Culotta runs this town. His under bosses and footmen run through the streets every year to cause chaos and disorder in a ritual called ""Devil's Night"" This year, however, someone's been making things difficult. Someone with a vendetta. One year ago, Musician Eric Draven and... Leer todo",-,Accion,the devils night (the crow fan film),tt11328100
,-,Loïc Jaquet,Loïc Jaquet,-,-,Accion,états d'arme,tt11335292
,-,Asad Panjwani,Asad Panjwani,-,-,Accion,cheater,tt11337138
,-,Mac Ali,"['Mac Ali', 'Ayuj Consul', 'Jordan Krekorian']","After two years of dating, Hamza's girlfriend, Amy, catches him on a date with another woman, unaware it was a arranged-marriage date set up by his mother. In order to win her back, Hamza must fight off his arranged lover and reveal secrets he never had the heart to share with Am... Leer todo",-,Accion,virgin hamza's revenge,tt11338182
,-,John T. Cansler Jr.,John T. Cansler Jr.,-,28,Accion,black steel,tt11341792
,9.2,Eddie Eniel,Eddie Eniel,A down and out guy has a rare change of fate when a meteorite hits a magnetite rock giving him magnetic powers.,-,Accion,attraction man,tt11342004
,-,"['Josh Relic', 'Travis Thoms']","['Casey Powers', 'Josh Relic']","After finding a map, two adventuring sisters, Hera and Athena, search for the lost gold of a notorious western outlaw. As part of their quest for the gold, they must overcome numerous obstacles to find the hidden treasure of Red Hand Hannity.",18,Accion,sierra sisters: the hunt for red hand's treasure,tt11343142
,8.3,Akash Sunethkumara,Akash Sunethkumara,"When a beautiful stranger enters the cafe, two men decide to battle it out on a chessboard in order to decide who gets to approach her.",9,Accion,the knight out,tt11343676
,8.8,Allan Riggs,Allan Riggs,"A Black Ops mission to kill a terrorist leader in Serbia, starts to have bad outcomes.",17,Accion,operation shell shock,tt11347796
-,9.7,Aaron Dominguez,Aaron Dominguez,"A mob debt collector is stuck in between his profession and his new found passion for stand-up comedy. While trying to manage both, he discovers a new way of operating in the mob world which is unconventional.",-,Accion,with interest,tt11348626
,-,Abe Wise,"['Ranks', 'Abe Wise']","With Chatelodeon now in a schism, along with other groups on the run, they must unite to defeat Hyrule and her group for the last time",-,Accion,the beebproductions movie vi: the final beeb,tt11351690
,-,"['Roxy', 'YTP']","['Roxy', 'YTP']",Charmx and his childhood friend Cap got invited to the beanie realm and was told to stop the almighty gnome.,-,Accion,charmx movie,tt11367030
,-,Alexander Johnson,Alexander Johnson,"A undefeated fighter goes for his 50th win but, runs into some unexpected physical and emotional challenges.",-,Accion,finding chi,tt11368204
,-,Vincent Eclavea Jr.,Jack Ritter,-,13,Accion,kato: a new page,tt11373966
,-,Gavin Rapp,Gavin Rapp,"A Catholic Priest in a blue collar town fights against a local mob boss and diocesan insiders to rid his small town of crime, corruption and abuse.",-,Accion,father frank,tt11383414
,-,Behrouz Bagheri,Behrouz Bagheri,"In today's world, people are being transformed into new slaves by social media and mobile phone addiction and greed for money and fame. What is the way of salvation when we are caught?",20,Accion,this one minute,tt11401246
60,-,David Brubaker,David Brubaker,"What seems to begin as a simple walk through the woods, turns into something much different for Adam and Rick. Are they being followed? Is someone chasing them? They begin to understand that their lives may be in danger; that the person following them means them great harm. They ... Leer todo",-,Accion,hunted,tt11438758
60,-,David Brubaker,David Brubaker,"What seems to begin as a simple walk through the woods, turns into something much different for Adam and Rick. Are they being followed? Is someone chasing them? They begin to understand that their lives may be in danger; that the person following them means them great harm. They ... Leer todo",-,Accion,hunted,tt14494010
,-,Brandon J. Rivers,Brandon J. Rivers,"James Spencer, a famous detective known for his special ability is presented with his biggest case yet to save the mayor's from 2 of the cities biggest terrorist. He realizes time is not on his side to find the mayor's where about. Him and his partner David Beucannon will be push... Leer todo",-,Accion,the visionary,tt11448770
14,-,Brooks Leibee,Brooks Leibee,"A widower, on the run with this eight year old son, narrowly escapes local law enforcement with their lives, an age old secret, and a ruthless pursuer on their trail.",-,Accion,legacy,tt11454114
14,-,Brooks Leibee,Brooks Leibee,"A widower, on the run with this eight year old son, narrowly escapes local law enforcement with their lives, an age old secret, and a ruthless pursuer on their trail.",-,Accion,legacy,tt18271544
,-,Arthur Mah,"['Raoul Bhatt', 'Arthur Mah']","When the payment for the bill goes too far. A universal issue at the end of a meal with family or friends, the uneasy feeling, who pays, a fight engages over who pays the bills for the people we love the most. Follow along Megan as she's taken on a back story of why she shouldn't... Leer todo",15,Accion,battle for the bill,tt11453088
,8.5,Joshua Mabie,"['Joshua Mabie', 'Nik Shaw']",A fanmade remake of the final Agni Kai from Avatar: The Last Airbender.,-,Accion,avatar: agni kai,tt11457850
,5.5,Alex Hardy,"['Alex Hardy', 'Elizabeth Mason']",-,-,Accion,swing for the fences,tt11460626
42,-,"['Jackie Cheng', 'Kevin Ku', 'Nani Ratwatte']",Jackie Cheng,"Jin Kang's partner has been kidnapped by a DrugLord Named Ace. Ace has put her up for ransom and if he does not pay the money, Ace will kill her and come after Jin. So it is up to Detective Jin Kang to get her back from his ex-partner Ace and get past his thugs.",6,Accion,last man standing,tt11465478
42,-,"['Jackie Cheng', 'Kevin Ku', 'Nani Ratwatte']",Jackie Cheng,"Jin Kang's partner has been kidnapped by a DrugLord Named Ace. Ace has put her up for ransom and if he does not pay the money, Ace will kill her and come after Jin. So it is up to Detective Jin Kang to get her back from his ex-partner Ace and get past his thugs.",6,Accion,last man standing,tt13853228
67,-,Ralph Giordano,Lee Graham,A young Boxer pursues his dream of being a contender.,-,Accion,knockout,tt11483002
,-,Daniel L. Rivera,Daniel L. Rivera,-,-,Accion,tnt,tt11496330
,-,"['Alex Denysov', 'Pedro Lopez']",-,-,-,Accion,el panameño,tt11497162
,-,Asaad Salleh,-,-,-,Accion,coriolis,tt11522580
,-,Chris Cupp,Chris Cupp,-,-,Accion,skiptracer,tt11522650
,7.3,Kyohei Yamaguchi,"['Naruhisa Arakawa', 'Ayumi Shimo']","Fleeing from the invasion of her home world, Princess Mabushina recruits four warriors to become the Mashin Sentai Kiramager.",29,Accion,mashin sentai kirameijâ: episôdo zero,tt11522680
,-,Micha Strecker,Micha Strecker,-,5,Accion,strangers,tt11537004
,-,Jacob Hart,Jacob Hart,-,5,Accion,nerf this!,tt11540730
,-,-,-,Reparto principal,-,Accion,shoot first 5,tt11540164
24,-,Ben Bartlett,Ben Bartlett,"AMARA is an engineer working to terraform a hostile planet with her AI companion, TOKO. When an alien threatens their safety, Amara is confined into a suit by the AI that will keep her awake as long as the threat exists. Will they be able to put their differences aside and learn ... Leer todo",11,Accion,awake,tt11543080
,-,Amrik Pabla,"['Amrik Pabla', 'Javier Schialer']",-,9,Accion,assassinators: retribution,tt11548126
,7.1,Alejo Vega,"['Nathaniel Philon', 'Alejo Vega']",-,30,Accion,hand of the pharaohs,tt11547612
68,-,Moritz Sacher,Moritz Sacher,-,-,Accion,bombshell,tt11549248
,-,Mark Heath Howard,Mark Heath Howard,Winter Smoke is an espionage action thriller set in the dead of winter and It's about a black OPS agent called Winter Smoke who surprises her unassuming partner Rick during an International deal for Cyber Intelligence. The deal goes south after Copeland dares to make an Improbabl... Leer todo,-,Accion,winter smoke,tt11553308
45,-,Sean Malady,Sean Malady,"STEVEN is an agent on a mission to rescue his mentor ORACLE after he was captured during a failed mission. Once he is rescued, Steven sets out to finish the mission that Oracle had started and fight against JIMMY and RICO to escape.",7,Accion,infiltration,tt11558178
26,7.5,Simon Pearce,"['Tommy Draper', 'Simon Pearce']","A young British police officer, trapped during civil unrest, must overcome his fears and bias, to save an enemy that could be his only hope.",18,Accion,officer down,tt11560224
,-,"['Anthony s Parker', 'Andrew J. Parker']",Anthony s Parker,-,-,Accion,tribulatio,tt11559450
,-,Darrell Harris,-,"As General Halcrow enjoys a leisurely train ride from New Optain to East City with his wife and two small children, the train is hijacked by several members of the eastern extremist group ""Blue Squad"".",17,Accion,fullmetal alchemist manga dub chapter 4 - battle on the train,tt11567240
,-,Jacob Johns,Deaton Gabbard,"What happens whenever a heist goes wrong? The aftermath of a botched heist at a most unlikely ""safe"" house. Join our characters as they plan out their next move as they attempt to escape the police, get the money they earn, and make it out of all of this craziness...alive.",-,Accion,falling out,tt11579332
,9.8,Tom Lister,Tom Lister,The master thief Jeff Krönkermann is recruited by a mysterious businessman to steal an ancient artefact from an army of clones.,34,Accion,the unethicals,tt11579832
,-,Austin Priester,Austin Priester,-,25,Accion,when,tt11584146
,-,Brian Wilmerding,Jacob Jon Parker,"""Peru"" Ex Agent Bentley is now living in various parts of South America hiding from his past. Special Agent Jay travels to Peru to search for his ex-partner to convince him to come back to America to turn himself in for his crimes. What Agent Jay does not know is Bentley was anti... Leer todo",-,Accion,peru,tt11589162
,-,Jay Nunez,Jay Nunez,-,-,Accion,jennifer: an assassin's tale,tt11589972
,-,Shiminga N. Forney,"['Reign Burton', 'Shiminga N. Forney']",Two former assassins are forced to cooperate with an FBI agent to catch a multifaceted violent criminal that they've done several assassinations for. But things quickly heat up when he realizes one of them is too close to home.,15,Accion,amira 2: retribution,tt11595606
,8.0,Sergey A.,Sergey A.,Angry shark attack Tokyo.,4,Accion,tokyo shark attack,tt11602004
,5.9,Todd Grimes,"['Mark Banker', 'Matt Smith']","In this interactive special, Harold and George need your decision-making skills to stop Krupp from blowing their beloved treehouse to smithereens",37,Accion,captain underpants: epic choice-o-rama,tt11604750
,-,Christian Lora,Christian Lora,"In Cuba 2021, Arnold Palmer, a man of the future, travels back in time to Cuba in the year 2021 to avenge his father's death at the hands of Fidel Castro. Will he achieve his objective? Time will tell.",-,Accion,cuba 2021,tt11609232
,8.1,Miles Jay,-,"Starting with a high-speed taxi sequence, Daniel is constantly recognized as James Bond by surprised locals as he hunts down his missing passport.",2,Accion,daniel craig vs james bond,tt11610250
-,-,Jorge Silva,Jorge Manuel Silva,The family dog is kidnapped and a father goes a long way to bring it back to his family.,28,Accion,chasing paws,tt11616656
,-,"['Cengiz Dallikavak', 'Berk Devrim Özçelebi']","['Cengiz Dallikavak', 'Berk Devrim Özçelebi']",-,10,Accion,reflections: yansimalar,tt11618944
33,7.4,Chris R. Notarile,"['Rob Liefeld', 'Fabian Nicieza', 'Ann Nocenti']",-,-,Accion,domino,tt11631504
,-,Caden Bittle,"['Caden Bittle', 'Ethan Kotas']",After his dog is killed a man seeks revenge in his true form.,-,Accion,milkman,tt11639280
,-,Matt Strelecki,Matt Strelecki,"After rescuing a scientist from a shadowy organization, a black ops agent must make the best choice for the fate of the world.",-,Accion,project titan,tt11650454
8,-,Kevin Barile,-,-,-,Accion,lost souls,tt11658994
,-,Ulas Deger Cetinkaya,"['Ulas Deger Cetinkaya', 'Yaman Aydin Neng']",The city is in great danger. The Mighty Knight returned and Thunder Shock is determined to stop him.,-,Accion,thunder shock: return of the mighty knight,tt11663522
-,-,"['Austin Bitikofer', 'Jermaine Nix']","['Austin Bitikofer', 'Jermaine Nix']",-,-,Accion,ashes to ashes,tt11674660
,-,"['Austin Bitikofer', 'Mavrick Vo']",-,-,1,Accion,mortal kombat - stunt/fight choreography behind the scenes clip,tt11674734
,-,David Ghilardi,David Ghilardi,-,-,Accion,feed the fish!,tt11674548
83,-,Jake Segelbaum,Jake Segelbaum,"In order to save his friend, one man is forced to enter the dark underbelly of the world of bananas.",9,Accion,bananas,tt11679336
,7.8,Tony Cole,Tony Cole,"The paths of a former mob assailant on the run and a vengeful man cross in freezing Metalingus, with the city's underworld not far behind.",9,Accion,running blind,tt11680832
,-,Megan Powell,Megan Powell,-,-,Accion,too slow,tt11685152
,-,Kelly Weaver,Kelly Weaver,"Mr. Green and Ms. Maroon are ordered to have a therapy session since they are no longer dating and are fighting constantly. While on an assignment, Mr. Green pays Ms. Maroon and her team a visit but it's not what Ms. Maroon thinks. The Syndicate Operatives are sent out to work an... Leer todo",10,Accion,the syndicate: reignite,tt11694390
,-,Kelly Weaver,Kelly Weaver,"Mr. Green and Ms. Pacific are assigned a missing child case while Mr. Green is having to deal with a recent event in his life. Hoping that his work will help him take some stress off of his mind, Mr. Green and Ms. Pacific infiltrate a human trafficking plant.",13,Accion,the syndicate: assassin's blues,tt11694030
,-,David Franciscus,David Franciscus,"A divorced cop works up the courage to do a comedy set to impress the bartender, but when a pair of crooks decide to rob the place - it's his time to really shine, with a little help from Jesus.",-,Accion,open mike knight,tt11695818
,-,Zac King,Zac King,A young soldier treks through enemy territory to deliver a message to the nearest American military base with the help of a mysterious Sergeant.,-,Accion,heroes never die,tt11703038
,6.3,Anna Chazelle,Anna Chazelle,"Sloane is a survivor in a post-apocalyptic world, She is being pursued by a creature that presents itself in different guises.",10,Accion,narrow,tt11702532
,-,Ventura Brothers,Ventura Brothers,-,-,Accion,circus silence,tt11704504
,-,-,-,Reparto principal,3,Accion,levels,tt11707830
,-,-,-,Reparto principal,3,Accion,levels,tt13464756
,-,Ruden Bard,Ruden Bard,Archibald Mayer's mission is to talk to some people named on his given lists and to tell them what his clients can't officially say for reasons of their own.,-,Accion,repeat after me,tt11705292
,-,Michael Speigner,"['Roshaun Akeem Page', 'Michael Speigner']","Special Agent Mallen, a Playboy, reluctantly accepts an assignment to escort a teenage girl to a safe house, only to find the mission to be more challenging than he thought when he's forced to deal with an angry teenager and a determined assassin.",-,Accion,the huntress,tt11712840
44,-,Danny Miller,Danny Miller,-,2,Accion,singularity,tt11722278
,10.0,Alexis Rosinsky,-,"Elixir, the disarming young YouTuber, known for being the ""Naruto Runner"", goes on a scary adventure and learns how to defend himself with the help of Tiger's boxing Gym in Los Angeles.",-,Accion,don't run,tt11724288
,-,"['Ronnie L. Cleary', 'Rena Mac', 'Monegle']","['Ronnie L. Cleary', 'Rena Mac', 'Monegle']",-,3,Accion,what lies ahead part iii,tt11723620
,-,"['Rena Mac', 'Monegle']","['Ronnie L. Cleary', 'Rena Mac', 'Monegle']",-,3,Accion,what lies ahead part i,tt11723526
