titulo,anio,puntuacion,id
Floodhouse,2004,-,tt0380364
El 7º día,2004,,tt0380736
Le silence,2004,-,tt0380710
P.S.,2004,55,tt0380609
Ils se marièrent et eurent beaucoup d'enfants,2004,,tt0381270
Blinded,2004,-,tt0379185
Oyster Farmer,2004,56,tt0379918
Red Rose,2004,73,tt0379956
Njaan Salperu Raman Kutty,2004,-,tt0378451
Les fautes d'orthographe,2004,,tt0381292
Melinda and Melinda,2004,51,tt0378947
"The Tulse Luper Suitcases, Part 3: From Sark to the Finish",2004,,tt0379561
Pyme (sitiados),2004,,tt0379948
Ae Fond Kiss...,2004,,tt0380366
"No sos vos, soy yo",2004,,tt0378453
Henry's Dream,2004,,tt0380414
Mrs. Stevens Hears the Mermaids Singing,2004,-,tt0378393
What Is It?,2005,,tt0118141
Corpse Bride,2005,,tt0121164
Shooting Vegetarians,2005,67,tt0146272
The Prodigy,2005,29,tt0160706
Eve's Preyer,2005,,tt0187838
Berlin Nights,2005,,tt0195551
Thousands of Miles,2005,,tt0196155
Death-Defying Acts,2005,,tt0195565
Firecracker,2005,49,tt0204322
Ripley Under Ground,2005,37,tt0219171
Last Mountain,2005,,tt0234084
Water,2005,91,tt0240200
Silent Men,2005,,tt0242882
In Memory of My Father,2005,75,tt0251744
Johnny Virus,2005,20,tt0263495
Heaven's Neighbors,2005,,tt0279121
Pomegranate,2005,,tt0279683
Garúa,2005,,tt0283354
Havoc,2005,45,tt0285175
Lava Lounge,2005,,tt0289275
Corazón voyeur,2005,,tt0288484
Iluminados por el fuego,2005,,tt0288569
Rent,2005,47,tt0294870
The Keeper: The Legend of Omar Khayyam,2005,41,tt0294806
Going Shopping,2005,41,tt0295605
The Civilization of Maxwell Bright,2005,69,tt0299135
Second-Hand,2005,,tt0302189
Love Thy Neighbor,2005,39,tt0304356
Better Days,2005,97,tt0308028
Terror Island,2005,17,tt0310022
Tracks,2005,43,tt0310243
Callback,2005,67,tt0315354
Constellation,2005,0,tt0315431
Break a Leg,2005,67,tt0315323
Because of Winn-Dixie,2005,55,tt0317132
El viento,2005,,tt0318765
Thumbsucker,2005,71,tt0318761
Dar de nuevo,2005,,tt0319250
Kingdom of Heaven,2005,40,tt0320661
Blodsbröder,2005,,tt0321463
El fuego y el soñador,2005,,tt0322346
Clon,2005,,tt0321722
Sabah,2005,,tt0325191
Gaijin - Ama-me Como Sou,2005,,tt0325444
Her Name Is Carla,2005,44,tt0326367
The Great Raid,2005,38,tt0326905
My Suicidal Sweetheart,2005,39,tt0328121
Taj Mahal: An Eternal Love Story,2005,60,tt0328503
The Perfect Catch,2005,43,tt0332047
L'est de la brúixola,2005,,tt0336392
Runt,2005,67,tt0337122
Mirror Wars: Reflection One,2005,32,tt0337678
The Inner Circle,2005,50,tt0337646
Dot.Kill,2005,17,tt0337610
Keep Your Distance,2005,21,tt0337656
Nowhere Man,2005,43,tt0338294
The Trouble with Men and Women,2005,33,tt0337735
Antikörper,2005,,tt0337573
Daltry Calhoun,2005,7,tt0339642
Shopgirl,2005,,tt0338427
Strike the Tent,2005,,tt0339743
Dear Wendy,2005,37,tt0342272
Krush,2005,,tt0342640
Manderlay,2005,50,tt0342735
Hostage,2005,35,tt0340163
Halva sanningen,2005,,tt0342504
Unleashed,2005,66,tt0342258
Self Medicated,2005,,tt0341569
Need,2005,,tt0342823
The PianoTuner of EarthQuakes,2005,,tt0342882
The Lost City,2005,79,tt0343996
Äideistä parhain,2005,,tt0343221
Halfway Decent,2005,,tt0345370
Mangal Pandey: The Rising,2005,,tt0346457
Les gens honnêtes vivent en France,2005,,tt0347056
Road,2005,40,tt0347884
Asylum,2005,36,tt0348505
An Unfinished Life,2005,52,tt0350261
Zwarte zwanen,2005,,tt0350374
Netaji Subhas Chandra Bose: The Forgotten Hero,2005,,tt0349878
Cinderella Man,2005,80,tt0352248
Tweek City,2005,38,tt0351885
Will Unplugged,2005,,tt0353008
Solopgang,2005,,tt0354034
Lords of Dogtown,2005,55,tt0355702
The Game of Their Lives,2005,26,tt0354595
The Illustrated Family Doctor,2005,47,tt0355563
The Ballad of Jack and Rose,2005,47,tt0357110
Perro amarillo,2005,,tt0357005
The Family Stone,2005,52,tt0356680
Boogeyman,2005,13,tt0357507
Ipanema,2005,,tt0356747
Walk the Line,2005,82,tt0358273
Have You Seen Clem,2005,,tt0359389
Standing Still,2005,40,tt0360016
Silence Becomes You,2005,36,tt0359984
Brooklyn Battery,2005,,tt0359243
El jardín de las hespérides,2005,,tt0361767
The Record Deal,2005,,tt0361400
King Kong,2005,84,tt0360717
Happy Endings,2005,55,tt0361693
Monobloc,2005,,tt0362873
Hermanas,2005,,tt0362718
Duma,2005,95,tt0361715
Bewafaa,2005,60,tt0363472
Lovesick,2005,98,tt0363778
Lustre,2005,100,tt0363779
The Jealous God,2005,,tt0363713
Bigger Than the Sky,2005,12,tt0363504
Neo Ned,2005,67,tt0364556
Le promeneur du Champ de Mars,2005,,tt0364301
The Unknown,2005,13,tt0364616
Después del mar,2005,,tt0365117
The Upside of Anger,2005,74,tt0365885
Las mantenidas sin sueños,2005,,tt0365479
Lickin' the Quits: A Slice of American Culture,2005,,tt0365437
Syriana,2005,73,tt0365737
The Myth,2005,20,tt0365847
Revolver,2005,15,tt0365686
Lethal,2005,20,tt0366711
The Squid and the Whale,2005,92,tt0367089
The Greenan Tapes,2005,,tt0368095
The Jacket,2005,44,tt0366627
Géminis,2005,67,tt0366544
Sorstalanság,2005,,tt0367082
Crab Orchard,2005,,tt0368662
Hallesche Kometen,2005,,tt0367788
Elizabethtown,2005,28,tt0368709
Walking on the Sky,2005,29,tt0369048
Separate Lies,2005,72,tt0369053
Bal-Kan-Kan,2005,,tt0369258
Dinner with an Assassin,2005,-,tt0369366
Window Theory,2005,26,tt0371405
Bocce Balls,2005,,tt0372799
Beneath Still Waters,2005,9,tt0371572
Stay,2005,26,tt0371257
Adam & Steve,2005,54,tt0372122
Iowa,2005,15,tt0372346
La monja,2005,,tt0371853
Batman Begins,2005,85,tt0372784
The Zodiac,2005,27,tt0371739
Shooting Livien,2005,58,tt0371212
Grace,2005,15,tt0372942
Where the Truth Lies,2005,41,tt0373450
Cinema Aspirinas® e Urubus,2005,,tt0373760
The Wendell Baker Story,2005,40,tt0373445
Underclassman,2005,6,tt0373416
Angel in the Moon,2005,,tt0373682
Casa de Areia,2005,,tt0373747
Köshpendiler,2005,,tt0374089
Turetskiy gambit,2005,,tt0374298
Remedy,2005,33,tt0375008
It Was Raining That Night,2005,,tt0374781
Shadows in the Sun,2005,25,tt0376181
Little Chicago,2005,,tt0374826
Anniyan,2005,90,tt0376127
On the One,2005,,tt0374923
White Noise,2005,64,tt0375210
Slow Burn,2005,9,tt0376196
Racing Stripes,2005,35,tt0376105
Black,2005,71,tt0375611
Colour Me Kubrick: A True...ish Story,2005,,tt0376543
Piggy Banks,2005,,tt0378565
Vida y color,2005,,tt0376304
Schneeland,2005,,tt0378715
The Californians,2005,19,tt0377043
Hollywood Flies,2005,36,tt0377070
Erosion,2005,40,tt0377864
Three,2005,17,tt0377309
Proof,2005,62,tt0377107
Don't Come Knocking,2005,43,tt0377800
Target of Opportunity,2005,29,tt0378854
Capote,2005,89,tt0379725
Winter Passing,2005,40,tt0380817
Ghosts Never Sleep,2005,,tt0379341
The Good Humor Man,2005,46,tt0382053
Back in the Day,2005,58,tt0380201
The Works,2005,,tt0379033
Otra vuelta,2005,,tt0379917
Goal!,2005,,tt0380389
Une aventure,2005,23,tt0380834
The Last Sign,2005,24,tt0381361
Pogled sa Ajfelovog tornja,2005,,tt0380635
Stealaway,2005,,tt0381621
Oliver Twist,2005,61,tt0380599
Unbridled,2005,100,tt0381678
Aquitania,2005,,tt0381017
Pretty Persuasion,2005,33,tt0381505
Vet hard,2005,,tt0382365
Vers le sud,2005,,tt0381690
Hide and Seek,2005,12,tt0382077
La historia del baúl rosado,2005,,tt0382081
Heights,2005,63,tt0382073
Trois couples en quête d'orages,2005,,tt0381667
Rosario Tijeras,2005,81,tt0382271
Things to Do Before You're 30,2005,23,tt0382382
Look Both Ways,2005,76,tt0382806
Ég veled!,2005,,tt0382877
Dark Water,2005,47,tt0382628
Little Fish,2005,90,tt0382810
Dallas Pashamende,2005,,tt0382627
Life of the Party,2005,39,tt0382717
Die Bluthochzeit,2005,,tt0382572
Vom Suchen und Finden der Liebe,2005,,tt0383041
Sueño,2005,43,tt0383648
Cry Wolf,2005,,tt0384286
A Coat of Snow,2005,,tt0383274
Hooligans,2005,,tt0385002
La Última Luna,2005,,tt0383066
Missing in America,2005,71,tt0384699
The White Countess,2005,50,tt0384686
How the Garcia Girls Spent Their Summer,2005,79,tt0385006
Trouble with Sex,2005,-,tt0384847
Police Beat,2005,73,tt0383965
La mujer rota,2005,,tt0385106
Swimmers,2005,83,tt0384573
Mouth to Mouth,2005,54,tt0383518
The Dying Gaul,2005,51,tt0384929
Cielo e terra,2005,,tt0383991
Lonesome Jim,2005,60,tt0385056
Crash Landing,2005,28,tt0385622
Chay-e talkh,2005,,tt0384875
The Weather Man,2005,60,tt0384680
Fainaru fantajî sebun adobento chirudoren,2005,,tt0385700
Inside Out,2005,37,tt0386534
Avant l'oubli,2005,,tt0386301
Pure,2005,72,tt0386733
Duck,2005,50,tt0386421
The River King,2005,37,tt0386751
Opbrud,2005,,tt0386565
The Constant Gardener,2005,83,tt0387131
Loverboy,2005,18,tt0388213
In Her Shoes,2005,74,tt0388125
Bee Season,2005,44,tt0387059
Paha maa,2005,,tt0388318
River Queen,2005,40,tt0388377
Aurora Borealis,2005,69,tt0387037
Batalla en el cielo,2005,,tt0387055
The Iris Effect,2005,30,tt0387358
Prime,2005,50,tt0387514
Caché,2005,89,tt0387898
Alma mater,2005,,tt0388703
Killing Cupid,2005,,tt0389073
The Circle,2005,62,tt0388837
Anklaget,2005,,tt0388727
O Signo do Caos,2005,,tt0389377
"Va, vis et deviens",2005,,tt0388505
Brokeback Mountain,2005,88,tt0388795
The Greatest Game Ever Played,2005,63,tt0388980
Deck Dogz,2005,71,tt0389911
A Lot Like Love,2005,41,tt0391304
Edison,2005,11,tt0389957
Waqt: The Race Against Time,2005,71,tt0390614
Budjenje iz mrtvih,2005,,tt0389823
"Horcón, al sur de ninguna parte",2005,,tt0390100
A Perfect Fit,2005,35,tt0391397
Adam and Eve,2005,,tt0391728
The Signs of the Cross,2005,,tt0391452
Three Dollars,2005,61,tt0391493
Confess,2005,22,tt0391877
Mozart and the Whale,2005,,tt0392465
Deep Rescue,2005,,tt0393199
Coach Carter,2005,64,tt0393162
The Nickel Children,2005,67,tt0393529
Brick,2005,80,tt0393109
Leef!,2005,,tt0393423
Forty Shades of Blue,2005,61,tt0395543
Bye Bye Blackbird,2005,38,tt0395488
Truce,2005,71,tt0395795
Time of Change,2005,,tt0395787
3 Needles,2005,34,tt0395424
Le courage d'aimer,2005,,tt0395553
Little Men,2005,97,tt0395197
The Pacifier,2005,21,tt0395699
Willenbrock,2005,,tt0396273
House of 9,2005,36,tt0395585
Maman Last Call,2005,,tt0396116
Bab'Aziz,2005,,tt0395461
North Country,2005,70,tt0395972
Opium Royale,2005,,tt0395692
States of Grace,2005,82,tt0395561
Dangerous Crosswinds,2005,,tt0396550
Kisna: The Warrior Poet,2005,61,tt0396690
Shadowboxer,2005,17,tt0396857
FAQs,2005,50,tt0396587
Ice Princess,2005,52,tt0396652
The King,2005,58,tt0396688
Smile,2005,79,tt0397103
Memoirs of a Geisha,2005,36,tt0397535
Man to Man,2005,61,tt0397530
La esperanza,2005,,tt0397413
Game Over,2005,80,tt0397436
The Skeleton Key,2005,37,tt0397101
A fény ösvényei,2005,,tt0397857
Derailed,2005,21,tt0398017
Obaba,2005,53,tt0397582
Down in the Valley,2005,52,tt0398027
"Stress, Orgasms, and Salvation",2005,,tt0398346
Special Ed,2005,20,tt0398340
Assault on Precinct 13,2005,59,tt0398712
Rumor Has It...,2005,,tt0398375
Die Spur im Schnee,2005,,tt0399006
Nordeste,2005,,tt0398664
Duane Hopwood,2005,55,tt0398982
Ambulancen,2005,,tt0400156
Sum of Existence,2005,-,tt0399706
Bag det stille ydre,2005,,tt0400201
Mei ren yi jiu,2005,,tt0399048
End of the Spear,2005,42,tt0399862
Je préfère qu'on reste amis,2005,35,tt0399222
Lord of War,2005,62,tt0399295
A History of Violence,2005,88,tt0399146
The Ice Harvest,2005,47,tt0400525
Die blaue Grenze,2005,,tt0400237
Lepel,2005,45,tt0400598
Chanthupottu,2005,-,tt0400186
Brooklyn Lobster,2005,47,tt0401591
Dancing in Twilight,2005,71,tt0401516
Fierce People,2005,24,tt0401420
Tamara,2005,32,tt0401815
Xiang ri kui,2005,,tt0401808
C.R.A.Z.Y.,2005,100,tt0401085
Say Uncle,2005,16,tt0401385
Beowulf & Grendel,2005,50,tt0402057
Chok-Dee,2005,,tt0402102
The Big White,2005,30,tt0402850
L'empire des loups,2005,,tt0402158
De kleine ijsbeer: Het geheimzinnige eiland,2005,,tt0401559
The Great New Wonderful,2005,73,tt0402230
East of Sunset,2005,,tt0402064
Unge Andersen,2005,,tt0402710
At Last,2005,0,tt0402808
The New World,2005,63,tt0402399
Casanova,2005,45,tt0402894
Supercross,2005,,tt0403016
Chaos,2005,57,tt0402910
Last Days,2005,,tt0403217
Les mauvais joueurs,2005,,tt0404535
State Property 2,2005,14,tt0403537
The Sisterhood of the Traveling Pants,2005,82,tt0403508
La migra,2005,,tt0405157
The Notorious Bettie Page,2005,58,tt0404802
Silicon Valley,2005,94,tt0403503
Solkongen,2005,,tt0403522
El camino del diablo,2005,,tt0404850
Nordkraft,2005,,tt0403360
Roll Bounce,2005,66,tt0403455
The Ape,2005,26,tt0403848
Everything Is Illuminated,2005,66,tt0404030
The Exorcism of Emily Rose,2005,45,tt0404032
Chasing Ghosts,2005,36,tt0403933
Rosas rojas... rojas,2005,,tt0405281
Sametoví vrazi,2005,,tt0406194
E ridendo l'uccise,2005,,tt0404003
Nearing Grace,2005,48,tt0406097
Loggerheads,2005,74,tt0406038
The Deal,2005,21,tt0405861
Barfuss,2005,,tt0405743
Stestí,2005,,tt0406098
Weiße Stille,2005,,tt0406332
"The Prize Winner of Defiance, Ohio",2005,60,tt0406158
A Year and a Day,2005,,tt0406359
The Chumscrubber,2005,37,tt0406650
Dobro ustimani mrtvaci,2005,,tt0406711
Lorelei,2005,90,tt0406941
La sombra del sahuaro,2005,,tt0407214
Transamerica,2005,77,tt0407265
Le survenant,2005,,tt0407230
Krev zmizelého,2005,,tt0406914
Sílení,2005,,tt0407236
Our Very Own,2005,42,tt0407095
The Sisters,2005,29,tt0407205
Satellite,2005,71,tt0408162
Príbehy obycejného sílenství,2005,,tt0408120
Voksne mennesker,2005,,tt0408318
Raul - Diritto di uccidere,2005,,tt0408133
The Mistress of Spices,2005,11,tt0407998
Lost in the Wash,2005,,tt0408340
Munich,2005,78,tt0408306
Knetter,2005,,tt0408302
Alex,2005,,tt0409678
Wrong Turn,2005,40,tt0408852
Flightplan,2005,37,tt0408790
Come Away Home,2005,63,tt0409838
New Town Original,2005,,tt0409081
Les poupées russes,2005,,tt0409184
The King Maker,2005,8,tt0410162
White Nights,2005,46,tt0409480
Shabd,2005,47,tt0409527
La noche del hermano,2005,,tt0410381
Marilyn Hotchkiss' Ballroom Dancing & Charm School,2005,,tt0409034
Resurrection: The J.R. Richard Story,2005,,tt0410516
Lying in Bed,2005,,tt0410275
La petite Chartreuse,2005,,tt0410445
On a Clear Day,2005,69,tt0410400
Oublier Cheyenne,2005,,tt0410410
Hustle & Flow,2005,82,tt0410097
Broken Flowers,2005,87,tt0412019
The Mighty Celt,2005,71,tt0410320
The Dark,2005,40,tt0411267
Tideland,2005,30,tt0410764
Yatna,2005,,tt0410922
Mi Mejor Enemigo,2005,,tt0410316
Tre giorni di anarchia,2005,,tt0410806
Slingshot,2005,12,tt0410626
All the Invisible Children,2005,71,tt0411098
Black Days,2005,,tt0411168
Breakfast on Pluto,2005,58,tt0411195
Being Cyrus,2005,76,tt0412308
Burt Munro: The World's Fastest Indian,2005,,tt0412080
Como mariposas en la luz,2005,,tt0411242
L'annulaire,2005,,tt0411117
De battre mon coeur s'est arrêté,2005,,tt0411270
Anthony Zimmer,2005,63,tt0411118
WTC View,2005,57,tt0412044
Desolation Sound,2005,38,tt0412639
Mrs. Henderson Presents,2005,68,tt0413015
Durch diese Nacht sehe ich keinen einzigen Stern,2005,,tt0412843
Orlando Vargas,2005,,tt0413078
The War Within,2005,71,tt0414344
What's Bugging Seth,2005,-,tt0414675
A porcelánbaba,2005,,tt0414135
Pride & Prejudice,2005,87,tt0414387
Der grosse Schlaf,2005,,tt0415022
Souled Out,2005,,tt0413295
Az igazi Mikulás,2005,,tt0414142
Sulanga Enu Pinisa,2005,,tt0413358
Greener Mountains,2005,64,tt0415877
Heart of the Beholder,2005,83,tt0415838
Me and You and Everyone We Know,2005,82,tt0415978
Beed-e majnoon,2005,,tt0415607
Believers Among Us,2005,,tt0415651
Puritan,2005,32,tt0413172
Kinamand,2005,,tt0414195
Les yeux clairs,2005,70,tt0413509
37 og et halvt,2005,,tt0414796
River's End,2005,63,tt0416041
Dus,2005,64,tt0415768
The Unseen,2005,40,tt0413422
Off Screen,2005,65,tt0414200
Vinterkyss,2005,,tt0415023
Wassup Rockers,2005,37,tt0413466
Boy s tenyu,2005,,tt0415678
Para que no me olvides,2005,,tt0416101
Pobeg,2005,,tt0416119
Amu,2005,82,tt0414713
Azucena,2005,,tt0414845
The Quiet,2005,22,tt0414951
Marock,2005,62,tt0415147
Man of God,2005,92,tt0415143
Match Point,2005,77,tt0416320
Lemming,2005,72,tt0415932
American Gun,2005,39,tt0416471
Hate Crime,2005,6,tt0415833
Red Doors,2005,64,tt0415234
Crazylove,2005,56,tt0416658
God Wears My Underwear,2005,,tt0416778
Dishdogz,2005,52,tt0416688
Don't Tell,2005,25,tt0417077
Room,2005,69,tt0417096
Belhorizon,2005,,tt0417479
Le temps qui reste,2005,,tt0417189
Confession,2005,71,tt0417550
Kontakt,2005,80,tt0417552
12 and Holding,2005,,tt0417385
9th Company,2005,69,tt0417397
Les mots bleus,2005,,tt0417071
L'avion,2005,,tt0417453
Two for the Money,2005,22,tt0417217
Judíos en el espacio (o por que es diferente esta noche a las demás noches),2005,,tt0417826
Hank Williams First Nation,2005,40,tt0417736
Factotum,2005,74,tt0417658
The Hangman,2005,44,tt0417735
Little Athens,2005,40,tt0417907
Cruel But Necessary,2005,,tt0418612
Quando sei nato non puoi più nasconderti,2005,,tt0418091
The Promise,2005,,tt0417976
Adams æbler,2005,,tt0418455
Manuale d'amore,2005,74,tt0417944
Die Hitlerkantate,2005,,tt0417755
Neverwas,2005,14,tt0418004
Un año sin amor,2005,,tt0418484
La maison de Nina,2005,73,tt0418847
Lie with Me,2005,50,tt0418832
Chromophobia,2005,31,tt0419641
Rounding First,2005,,tt0419099
Hijas de su madre: Las Buenrostro,2005,,tt0419610
My Brother... Nikhil,2005,,tt0419992
Unkenrufe,2005,,tt0420289
Steal Me,2005,,tt0421250
Shooting Dogs,2005,85,tt0420901
Treasure n tha Hood,2005,33,tt0421262
Adam Meets Eve,2005,,tt0420484
Turning Green,2005,42,tt0420978
Schläfer,2005,,tt0420886
Revati,2005,,tt0420123
Portrait of Eve,2005,,tt0420085
El sueño del regreso,2005,,tt0420941
El aura,2005,,tt0420509
Ma quando arrivano le ragazze?,2005,65,tt0417930
Master i Margarita,2006,,tt0110476
Seven Days of Grace,2006,,tt0136517
Viúva Rica Solteira Não Fica,2006,,tt0166871
Children of Men,2006,92,tt0206634
False Prophets,2006,,tt0260042
.45,2006,,tt0259822
Love Is the Drug,2006,60,tt0266732
Mothers and Daughters,2006,18,tt0275258
Obsluhoval jsem anglického krále,2006,,tt0284363
Chile 672,2006,,tt0288476
Down the Road,2006,,tt0296604
An Existential Affair,2006,,tt0302545
Bobby,2006,47,tt0308055
Statistics,2006,,tt0311862
Humko Tumse Pyaar Hai,2006,,tt0314186
30 Days,2006,,tt0321858
Loving Annabelle,2006,77,tt0323120
"Arrivederci amore, ciao",2006,,tt0325011
Neil's Party,2006,,tt0328179
Jeonjaeng geu ihu,2006,,tt0329239
Detroit,2006,20,tt0337609
Sweet Deadly Dreams,2006,,tt0339756
Meteoro,2006,,tt0339382
Open Window,2006,20,tt0345228
The Good Shepherd,2006,56,tt0343737
Tajnata kniga,2006,,tt0350183
Freedomland,2006,24,tt0349467
Day of Wrath,2006,25,tt0353357
Der Liebeswunsch,2006,,tt0353667
Year One,2006,14,tt0354131
The Science of Sleep,2006,70,tt0354899
Darklovestory,2006,,tt0359353
Agua,2006,,tt0358924
Stvar srca,2006,,tt0361786
10th & Wolf,2006,,tt0360323
Ne le dis à personne,2006,,tt0362225
The Deep and Dreamless Sleep,2006,,tt0362993
Whirlygirl,2006,42,tt0364745
Art School Confidential,2006,36,tt0364955
Shortbus,2006,69,tt0367027
Sea of Dreams,2006,43,tt0367567
Stalin,2006,72,tt0366180
Mi fiesta de casamiento,2006,,tt0368863
Lirkod,2006,,tt0370893
Rampage: The Hillside Strangler Murders,2006,,tt0373900
Libertas,2006,,tt0373999
Tristan + Isolde,2006,,tt0375154
Stripped Down,2006,,tt0378816
Anime veloci,2006,,tt0377904
A-List,2006,,tt0377320
The Naked Ape,2006,,tt0381053
Love Comes to the Executioner,2006,50,tt0383478
Jindabyne,2006,65,tt0382765
Aimee Semple McPherson,2006,,tt0384798
Ask the Dust,2006,35,tt0384814
El destino,2006,,tt0385757
Glory Road,2006,55,tt0385726
The Black Dahlia,2006,32,tt0387877
Ghost Hunters: Point of Contact,2006,,tt0386486
Matti,2006,26,tt0390245
Click,2006,34,tt0389860
Zwartboek,2006,,tt0389557
Le temps des porte-plumes,2006,,tt0391488
Bekarov Yikre Lekha Mashehu Tov,2006,,tt0391788
Valley of Flowers,2006,73,tt0392883
Forget About It,2006,18,tt0393297
Sportman van de Eeuw,2006,,tt0393813
Sk8 Life,2006,,tt0395269
Alatriste,2006,17,tt0395119
Catch and Release,2006,22,tt0395495
Perfume: The Story of a Murderer,2006,59,tt0396171
Egyetleneim,2006,,tt0396575
Backwaters,2006,,tt0396476
Eight Below,2006,73,tt0397313
My Bollywood Bride,2006,31,tt0397551
The Celestine Prophecy,2006,4,tt0398842
The Last Drop,2006,21,tt0398029
Grad Night,2006,,tt0399110
Avril,2006,,tt0399497
Open Season,2006,49,tt0400717
"Paris, je t'aime",2006,86,tt0401711
A Good Year,2006,26,tt0401445
Bumer: Film vtoroy,2006,,tt0402874
Sólo Dios sabe,2006,,tt0402505
Americanese,2006,,tt0402763
Running Scared,2006,41,tt0404390
Perfect Creature,2006,36,tt0403407
Rang De Basanti,2006,89,tt0405508
The Absence of Light,2006,,tt0405632
A Scanner Darkly,2006,68,tt0405296
Even Money,2006,24,tt0404163
Little Children,2006,80,tt0404203
Maria an Callas,2006,,tt0404222
All the King's Men,2006,12,tt0405676
Southland Tales,2006,41,tt0405336
Das Leben der Anderen,2006,,tt0405094
Vestido de Noiva,2006,,tt0405445
The House,2006,97,tt0406850
The Guardian,2006,37,tt0406816
Full Grown Men,2006,44,tt0407814
The Departed,2006,91,tt0407887
A herceg haladéka,2006,,tt0407867
Az élet vendége: Csoma-legendárium,2006,,tt0407702
Elsa Letterseed,2006,,tt0408740
Cargo,2006,19,tt0409793
Last Sunset,2006,,tt0409962
Only the Brave,2006,49,tt0410403
Taxidermia,2006,81,tt0410730
The Alibi,2006,,tt0409681
A través de tus ojos,2006,,tt0410056
The Lake House,2006,35,tt0410297
Threat,2006,,tt0410757
Thanks to Gravity,2006,-,tt0410751
Tall Trees,2006,,tt0411935
Cactuses,2006,,tt0411204
Delirious,2006,83,tt0412637
Half Light,2006,29,tt0412798
Chaos,2006,57,tt0412572
The Hawk Is Dying,2006,30,tt0412808
The Fountain,2006,53,tt0414993
Fuera del cielo,2006,,tt0415964
Barnyard,2006,,tt0414853
Peregon,2006,,tt0416111
Shifted,2006,,tt0416219
Sehnsucht,2006,,tt0416213
300,2006,61,tt0416449
La fiamma sul ghiaccio,2006,,tt0416737
Jadesoturi,2006,,tt0416871
Idlewild,2006,47,tt0417225
Behind the Smile,2006,,tt0417477
Gymnaslærer Pedersen,2006,,tt0417046
Annapolis,2006,10,tt0417433
Dreamland,2006,67,tt0417614
Klimt,2006,32,tt0417871
Der rote Kakadu,2006,,tt0418115
The Novice,2006,43,tt0418020
En soap,2006,,tt0419146
El carnaval de Sodoma,2006,,tt0419626
Princess,2006,57,tt0419073
Baabul,2006,71,tt0419468
Mere Jeevan Saathi,2006,,tt0418880
Infamous,2006,74,tt0420609
Christmas at Maxwell's,2006,-,tt0420550
Opal Dream,2006,69,tt0420835
The Virgin of Juarez,2006,40,tt0418294
5up 2down,2006,,tt0418451
Living the Dream,2006,0,tt0417909
"Find Her, Keep Her",2006,,tt0420265
A Prairie Home Companion,2006,81,tt0420087
Flags of Our Fathers,2006,76,tt0418689
Goldene Zeiten,2006,,tt0418657
Les oiseaux du ciel,2006,,tt0418985
Holly,2006,64,tt0419815
Memory,2006,14,tt0418879
Believe in Me,2006,60,tt0419491
Little Fugitive,2006,40,tt0418835
Find Me Guilty,2006,63,tt0419749
"Sexo, amor y otras perversiones",2006,,tt0419396
Psychopathia Sexualis,2006,23,tt0419081
Offscreen,2006,62,tt0418982
Stranger Than Fiction,2006,73,tt0420223
Chloe's Prayer,2006,,tt0419639
Zooey,2006,38,tt0419286
The Marine,2006,17,tt0419946
Mezcal,2006,78,tt0419963
Screaming Blue Murder,2006,,tt0421244
Alpha Male,2006,,tt0421116
The Survivors,2006,9,tt0421539
Man About Town,2006,38,tt0420757
Gridiron Gang,2006,43,tt0421206
The Gold Bracelet,2006,,tt0421061
The Guatemalan Handshake,2006,,tt0422366
Intellectual Property,2006,,tt0422479
Hard Scrambled,2006,71,tt0422399
Fur: An Imaginary Portrait of Diane Arbus,2006,33,tt0422295
Moreno & tystnaden,2006,,tt0422764
Marie Antoinette,2006,57,tt0422720
La piste,2006,,tt0422963
Sonhos de Peixe,2006,,tt0423232
The Oh in Ohio,2006,23,tt0422861
El Cortez,2006,29,tt0423372
Sherrybaby,2006,76,tt0423169
Lucky Number Slevin,2006,52,tt0425210
Emmas Glück,2006,,tt0424992
Vadakkum Nathan,2006,,tt0425610
American Blend,2006,,tt0425478
Bristol Boys,2006,59,tt0424867
Karla,2006,0,tt0424938
Pope Dreams,2006,63,tt0425359
God's Waiting List,2006,20,tt0425069
Tre,2006,26,tt0425558
Little Box of Sweets,2006,50,tt0425198
Whitepaddy,2006,,tt0425648
The Garage,2006,77,tt0424107
Heavens Fall,2006,63,tt0425094
Mini's First Time,2006,54,tt0425253
In,2006,,tt0426490
The Hard Easy,2006,35,tt0425087
Omaret yakobean,2006,,tt0425321
Les filles du botaniste,2006,,tt0425985
Fifty Pills,2006,33,tt0426462
Outsourced,2006,76,tt0425326
Unspoken,2006,,tt0426613
Drømmen,2006,,tt0425235
Inside,2006,35,tt0425132
The Pleasure Drivers,2006,15,tt0425357
The Book of Revelation,2006,69,tt0424863
Copying Beethoven,2006,28,tt0424908
Jimmy en Judy,2006,,tt0425151
Candy,2006,47,tt0424880
Johnny Was,2006,46,tt0426501
Alpha Dog,2006,55,tt0426883
In ascolto,2006,,tt0427461
Hollywoodland,2006,68,tt0427969
Five Fingers,2006,55,tt0428541
The Legend of Lucy Keyes,2006,24,tt0428765
Wild Tigers I Have Known,2006,67,tt0430768
Hollywood Dreams,2006,39,tt0431124
Il caimano,2006,,tt0429727
Shaadi Karke Phas Gaya Yaar,2006,,tt0430589
Toute la beauté du monde,2006,,tt0429187
The Death of Poe,2006,,tt0430001
Así del precipicio,2006,52,tt0429609
