puntuacion_rotten,puntuacion_imdb,direccion,guion,argumento,duracion,genero,titulo,id_pelicula
,-,Christelle Younes,Christelle Younes,"Samir wakes up one day in his coffin attending his own funeral. On this day, he is gifted to see, hear what is going on around him and also hear the people's thoughts which will help him remember the tragic accident that led to his death.",21,Comedia,"samir, sheikh el chabeb",tt10235872
-,-,Hannah Passmore,"['Harry Anderson', 'Hannah Passmore']",An eccentric loner seeks friendship in the form a gold fish. Problems arise when he inflicts his worst traits onto his new companion.,3,Comedia,fish,tt10240958
,-,Korey Smallwood,Korey Smallwood,-,14,Comedia,retales pilot presentation,tt10267252
,-,Frank Sanders,Frank Sanders,-,5,Comedia,true homies,tt10269802
,-,Aris Koulaidis,"['Nick Chanakoulas', 'Aris Koulaidis']",-,-,Comedia,santa's hunger,tt10274250
,-,U.V. Eranna,-,-,-,Comedia,nindu chandrudu,tt10281676
,-,Aris Koulaidis,-,-,-,Comedia,fat men in skirts,tt10282690
,-,Christopher Faust,"['Christopher Faust', 'Diego Florentino']","Vitor, famous as a kid for starring a toothpaste commercial, has a date with a girl from his past.",23,Comedia,garoto propaganda,tt10299778
24,-,"['Benoit Chaslerie', 'Sébastien Tulard']","['Benoit Chaslerie', 'Sébastien Tulard']","Marc and Chris start a discussion about the female sex in an underground car park. Marc teaches Chris how to seduce women. Chris, for his part, remains dubious about his friend's claims.",6,Comedia,loser,tt10308562
,-,Patrick Willems,Patrick Willems,Two news reporters reveal the big story of a popular teen drama.,4,Comedia,big news for adolescent canines!,tt10318806
,7.9,Bennet Silverman,Bennet Silverman,"4 friends descend on a log cabin for a weekend of fun, but an ominous sexually frustrated presence resides within.",3,Comedia,handjob cabin,tt10346304
,5.4,Ryan Sage,Ryan Sage,-,-,Comedia,celebrity apprentice: pillow fight,tt10365828
-,-,Sunil Goswami,Sunil Goswami,"If a scruffy looking young man starts following you around on the streets of you London, you do need to be careful and give the alarm. But then, are things always as they seem?",5,Comedia,face value,tt10364546
,-,Anastasia Zorin-Machado,"['Anastasia Zorin-Machado', 'Vinicius Zorin-Machado']",-,-,Comedia,"dude, seriously?",tt10368654
,7.6,Davo Hardy,Davo Hardy,-,11,Comedia,the lives we lead: bloopers & outtakes,tt10385162
,-,Joren Cull,"['Joren Cull', 'Dan Dillabough']",Salem and Chris sell stolen children to get money to see a movie.,6,Comedia,salem & chris & eternity,tt10392234
,-,Joren Cull,Joren Cull,"Timothy is a dying boy with one final Christmas wish, for people to hire Joren Cull for illustration and animation work.",3,Comedia,timothy's christmas wish,tt10392138
-,-,Raghu Peddu,Raghu Peddu,-,-,Comedia,mission possible,tt10391258
,-,Jason Harriman,Jason Harriman,-,-,Comedia,siegfried's cooking adventures - colombian casserole 1.1,tt10394974
,-,Jason Harriman,-,-,-,Comedia,siegfried cooking adventures - perfect mash 1.3,tt10395056
,-,Joshua Lindschau,"['Chaylea', 'Joshua Lindschau']","Family is not just blood, family is made. That's how it was for a teenage boy and his foster sister. Something pushed him over the edge and he couldn't handle it, his sister couldn't let him do it alone.",13,Comedia,oops!! we kill ourselves,tt10395916
,-,"['Cheron Bey', 'Glenn Mc', 'Bride Jr.']","['Glenn Mc', 'Bride Jr.']",-,10,Comedia,change clothes,tt10396048
,-,"['Glenn Mc', 'Bride Jr.']","['Glenn Mc', 'Bride Jr.']",-,-,Comedia,black white sketch show,tt10396114
,-,Karen Kawas,Karen Kawas,"The seven deadly sins meet in hell's most infamous cafe: Dante's coffee. They need to concoct a plan to start World War III because the world needs cleansing and sacrifice. During the meeting, they must agree on which one of them will be the one kick starting the event. Will anger drive a world leader to kill dozens of innocents? Will greed make the markets crash? Or ... Leer todo",-,Comedia,el café de dante,tt10409562
,-,Zachary Marc Kaplan,Zachary Marc Kaplan,"The fates of two high-school seniors, one an underachiever and the other an overachiever, are determined by a soda machine.",8,Comedia,strange ways,tt10411710
,-,Farhad Mohsin,Shakir Hossain,-,-,Comedia,freestyle v1.0,tt10411852
,6.4,Kyrie Irving,Kyrie Irving,Uncle Drew is down in Miami putting in work and settling old scores.,7,Comedia,uncle drew: chapter 4,tt10414010
,-,Patrick Alen,-,-,-,Comedia,aka tunka,tt10432290
,-,"['A.Z. Chandler', 'Samuel Dinkowitz']",Samuel Dinkowitz,Life is both crashing down and lifting up for Richard,4,Comedia,butterfly dick,tt10448668
,-,Radomir Jordanovic,"['Radomir Jordanovic', 'Andrew Noonan', 'Mick Powers']","An aged Peter Pan and his reluctant, alcoholic accomplice, Tinkerbell, accidentally go to the wrong house and abduct two women to take to Neverland. Neverland is a broken, horrible place where all the Lost Boys have been killed or turned into pirates.",15,Comedia,you are the pan: neverland's greatest victory,tt10477396
,-,Estuardo Erik,Ausar A. English,-,3,Comedia,avirex,tt10478510
,-,Dave Urlakis,Dave Urlakis,"Jerry's Pizza really screwed up this guy's order. Like, a lot.",3,Comedia,pizza mistake,tt10480766
,-,Alex Nichols,-,-,3,Comedia,bet white people awards,tt10480554
,-,Jeremy Stark,Katie Novotny,This season on the Real World you're in for a twister of fun... A spin on the Real World with a dash of the Wizard of Oz.,2,Comedia,real world: oz,tt10477086
,-,Quinn Wilson,Emily Williams,Consider AAU - America's alma mater.,1,Comedia,any american university,tt10477102
,-,Quinn Wilson,Will Meinen,"With the help of Katie L. and Derek, you might make it through Lolla without wandering into a wormhole.",3,Comedia,6 tips to get through lollapalooza,tt10480622
,-,Quinn Wilson,Don Watts,-,4,Comedia,netflix - continue watching?,tt10480164
,-,-,-,Reparto principal,2,Comedia,personal injury lawyer lawyer,tt10480200
,-,Alex Nichols,Alex Nichols,"Are you a dude who hates moving? Then try out Angry Girlfriend Movers. You'll be matched with an Angry Girlfriend who won't just help you out, she'll throw you out.",2,Comedia,angry girlfriend movers,tt10480130
,-,Maria Halvorsen,"['Marita Edvina Lorentzen', 'Marius Sorli Finnstun']",-,5,Comedia,pwned,tt10488084
,-,Tero Peltoniemi,Tero Peltoniemi,Two girls compete at a gym until a show-off guy comes in.,1,Comedia,gym dance,tt10492746
,-,Kail Grösser,-,-,1,Comedia,stop motion jesus,tt10504932
72,-,Darren R.L. Gordon,Darren R.L. Gordon,-,4,Comedia,the hunter,tt10508908
,-,Thomas H. James,Thomas H. James,"A short film made by students and for students. A comedy exploration of the Roman Emperor, Caligula and his life.",7,Comedia,"caligula, the movie 2",tt10529544
,7.0,Randy Rainbow,Randy Rainbow,Music video for Randy Rainbow's The Kim Davis Cell Block Tango.,3,Comedia,the kim davis cell block tango,tt10545060
,-,"['Hazel Hayes', 'Sammy Paul']","['Hazel Hayes', 'Sammy Paul']",-,-,Comedia,sexy torture chamber,tt10545268
,-,Peter Boiadzhieff,-,-,-,Comedia,peter boiadzhieff bid for president,tt10558384
,-,Johann Lorillon,Johann Lorillon,-,2,Comedia,je suis un cadeau de la vie,tt10574656
72,-,Hayley Sheppard,Hayley Sheppard,-,-,Comedia,doodlebug,tt10579478
54,-,Collin Lockett,Collin Lockett,"Craig, a teenager lost to the cesspools of high school unpopularity, is given a chance to upgrade socially at the expense of his best friend.",7,Comedia,flashback,tt10584522
,-,Felipe Pilotto,Felipe Pilotto,A man sees his life ruined by his own uncontrollable thoughts - Meanwhile the woman of his dreams calls him to full life.,-,Comedia,a cartola,tt10589802
21,-,Radomir Jordanovic,"['Radomir Jordanovic', 'Irvin Steele']",-,7,Comedia,tooken,tt10613340
,-,Justin Youngs,"['Radomir Jordanovic', 'Justin Youngs']",-,1,Comedia,cats 'n cookys,tt10613388
,-,Florian Schmidt-Convey,"['Markus Giefing', 'Florian Schmidt-Convey']",-,-,Comedia,l'atelier,tt10619418
,-,"['Drew Bromley', 'Greysen Davis']","['Drew Bromley', 'Greysen Davis']","Two Hunters try to kill a victim when they encounter one, which they both succeeded in.",-,Comedia,the killer drown,tt10626634
,-,Dany Campos,Dany Campos,-,5,Comedia,el método existencial,tt10635638
,-,"['Bienve Ferro', 'Nakor Santamaría']",-,"Mikel, a young easily influenced, is tempted to spend a night of crazy revelry, before his commitment not to do so to go the next morning a job interview in good condition.",4,Comedia,beste patxaran bat,tt10666026
,-,Lucas Echikson,Lucas Echikson,"A drunk man is challenged to a game of rock, paper, scissors where the loser dies.",4,Comedia,"rock, paper, death!",tt10670284
,-,Lucas Echikson,Lucas Echikson,A boy goes on a quest for good food.,5,Comedia,the quest for good food,tt10670294
,-,Lucas Echikson,Lucas Echikson,"When a boy finds strange notebook in his backyard, he's tormented by something called The Head Demon.",3,Comedia,the head demon,tt10670272
,-,Tadas Vidmantas,Tadas Vidmantas,Young man accidentally finds God's phone number. The very next morning he calls him to ask an important question.,3,Comedia,question for god,tt10694388
50,-,Jeremiah Budin,Jeremiah Budin,-,-,Comedia,robbery,tt10723154
,-,Will Storie,-,-,-,Comedia,parent trap,tt10735210
,-,Marie Moore,"['Michael Laughton', 'Marie Moore', 'Sammy Moore']",-,-,Comedia,nuclear blackout,tt10751778
54,-,-,-,Ver la información de la producción en IMDbPro,-,Comedia,feed the fish,tt10767862
,-,Robert Ramos,Robert Ramos,-,-,Comedia,no story,tt10767838
100,-,Inbar Horesh,-,"Three sons as three queens portraying their three mothers - reveal the various facets of their lives in a political-comic documentary which exposes the tensions between drag performance and real life. Elias, Aviram and Oz are a trio of Jerusalemite drag- queens who perform together in underground queer parties called ""Jerusalem is Burning"". But as Oz has decided to le... Leer todo",40,Comedia,crossing,tt10783148
,-,Piotr Matwiejczyk,Piotr Matwiejczyk,-,13,Comedia,dresik,tt10789956
,-,Piotr Matwiejczyk,Piotr Matwiejczyk,-,10,Comedia,po drugiej stronie,tt10791592
,-,Piotr Matwiejczyk,Piotr Matwiejczyk,-,18,Comedia,dresik na emigracji,tt10790982
,-,Piotr Matwiejczyk,Piotr Matwiejczyk,-,19,Comedia,dresik i dwa pedaly,tt10797940
,6.6,T.J. Misny,Paul Gale,-,-,Comedia,the truth about meeting women,tt10803812
31,-,Vahagn Karapetyan,Vahagn Karapetyan,-,-,Comedia,the neighbors,tt10810402
,-,"['Zack Bornstein', 'Adam Wagner']","['Zack Bornstein', 'Adam Wagner']",-,-,Comedia,if the earth treated us the way we treat the earth,tt10814336
,-,Daniel Kupsa,-,-,-,Comedia,síla klacku,tt10832068
,-,Jonny Fleet,"['Jonny Fleet', 'Kelly Mc', 'Gee']","A group of Mormons wake up to a zombie apocalypse, only to discover that zombies won't attack them if they're drunk.",16,Comedia,zombooze,tt10832818
,-,-,Adam Weinrib,-,-,Comedia,adam weinrib at runnin' on empty,tt10837014
,-,-,Dan Carroll,-,-,Comedia,superstitious cubs fans,tt10836614
,-,Kym Oeser,"['Arial Elkin', 'Alejandro Japkin', 'Kym Oeser']","When faced with a choice, this poor man doesn't know what to do.",5,Comedia,pliegues cualitativos,tt10843778
,-,Darya Perelay,Darya Perelay,-,3,Comedia,bonjour,tt10856466
,-,Jonay Escarbajal,Jonay Escarbajal,-,-,Comedia,tenemos un plan,tt10858138
,-,Ethen Lerose,-,"A man attempts to find the pages of the ""Phone Man"", but at what cost?",4,Comedia,who was phone man?,tt10868734
48,-,Patrick Jorgenson,Patrick Jorgenson,"Two old cohorts reunite once again in their waning age to get back into ""the game"" one last time.",-,Comedia,back in the game,tt10871602
,-,Minti Anirudh Mishra,Minti Anirudh Mishra,-,-,Comedia,ada - 3,tt10894184
,7.6,Gustav Johansson,Gustav Johansson,"When you say, ""Just a minute,"" what do you really mean? In this Vogue.com original short, directed by Gustav Johansson, the actress is called to set from her dressing room, but isn't remotely ready. Watch to see just how long she can stretch out 60 seconds.",-,Comedia,just a minute,tt10896024
,-,Shawn Adeli,-,-,-,Comedia,hocus broke-us,tt10901982
,-,-,Rachel Joravsky,-,-,Comedia,jenny in the city: a snapchat story,tt10915512
,-,Peter Kelly,Rachel Joravsky,-,-,Comedia,bad cribs,tt10915524
99,-,Peter Kelly,Rachel Joravsky,-,-,Comedia,anarchy tv,tt10915506
,-,Conrad Mericoffer,Conrad Mericoffer,"Victor Rebengiuc is an unknown actor from Bucharest. He is called to audition for a ""miracle lotion"" commercial. A satire about the actors' problems in Romania.",12,Comedia,casting call,tt10935440
,-,Mercedes Sierra,Mercedes Sierra,-,-,Comedia,abre fácil,tt10948292
,-,Craig Mooneyham,Kasey James,-,15,Comedia,my bully,tt10949646
96,-,Inbar Horesh,Inbar Horesh,"Inbar takes a taxi from Jaffa to Tel Aviv central bus station. Everyday conversation with the driver raises many questions, some of which were hidden beneath the surface.",5,Comedia,taxi,tt10954270
,-,José Pablo Celorico,-,"Supermaca is a superhero from Seville that got her powers after ingesting cleaning products at work, and her life will change drastically after receiving an eviction order.",-,Comedia,supermaca,tt10956896
,-,Omar Khaled,Omar Khaled,-,5,Comedia,alien tale,tt10990192
,-,Thomas Moody,Thomas Moody,Spoof documentary about a poor young man named Peter who takes us on a tour of the town and shows us what he does every day.,13,Comedia,benefits hartlepool,tt10990162
-,-,Preston Michael Simpson,Preston Michael Simpson,"Two friends meet on campus for lunch, but one cannot pay.",2,Comedia,lunch break,tt10994822
,-,Sterling Vaughn Jewell,Sterling Vaughn Jewell,-,1,Comedia,ticket sales,tt10994802
,-,Adam Sacks,Benjamin Apple,-,-,Comedia,cut to,tt11044044
,-,Jonathan van Tulleken,-,-,2,Comedia,date #1: heart,tt11051696
,-,"['Jesús Abad', 'Guillermo Escobedo']","['Jesús Abad', 'Guillermo Escobedo']",-,10,Comedia,old ladies attack,tt11054008
94,-,Alec Cohen,"['Jeremiah Budin', 'Jasmine Pierce']",-,-,Comedia,pillow talk,tt11070058
,-,Will Storie,Jeremiah Budin,-,-,Comedia,country song,tt11070066
,-,Jeremiah Budin,Jeremiah Budin,-,-,Comedia,podcast cube,tt11070054
,-,Nasos Gatzoulis,"['Connor Lloyd Crews', 'Nasos Gatzoulis']",Three friends get into very intense fights in middle school until a very nasty accident happens.,11,Comedia,action kids,tt11096442
,-,Matthew Rinker,"['Andrew Cardy', 'Raleigh Jones', 'Katie Knowles']",-,-,Comedia,office case,tt11106306
,-,Joseph Yates,Joseph Yates,"The lead actor is stoned, the director has an obsessive crush on the actress, and this weird guy from Craigslist won't stop handing out his headshots. What could go wrong?",8,Comedia,jim's fry joint,tt11112146
,-,Daniel Montanarini,-,-,6,Comedia,shamewich,tt11115288
,-,Chris Principe,-,-,-,Comedia,poop shoes,tt11151526
,-,"['Andrew Chapman', 'Mark Mc', 'Intyre']",Andrew Chapman,Two down and out fanboys have their ultimate fantasy come true. They get to LIVE in a STAR WARS Universe. Turns out it sounds a lot like Star Wars but isn't what they expected.,-,Comedia,bar wars,tt11171500
-,-,Adam Pedersen,"['Steven Patoine', 'Adam Pedersen', 'Ryan Visser']",A young priest finds himself trapped in a woman's house after a long night of drinking and is torn between discovering how he ended up in her house.,7,Comedia,dear lord,tt11171628
,-,Fabrizio Talavera Hentschel,Francisco Landa,-,-,Comedia,cancion de amor,tt11191400
,-,Alicia Gracia,Alicia Gracia,-,9,Comedia,en transito,tt11199508
86,-,-,"['Shane Cubis', 'Ashleigh Hanley']","After eight and a half years, today is Mike Pritchard's last day at Hunt Publishing. With magazine readership dwindling by the day, Mike has landed a much sought after job in the company's digital division. As is tradition, his co-workers make him a farewell card and collect money for a gift. Mike's farewell card is being passed around - but is anyone sad to see him g... Leer todo",7,Comedia,farewell,tt11206514
,-,Carly Usdin,Jocelyn Guest,-,-,Comedia,too full to f***,tt11212908
,-,Juan Carlos Salazar,Juan Carlos Salazar,A couple at a restaurant can't decide if it's a waiter or a waitress.,4,Comedia,la cuenta porfavor,tt11230546
,-,-,Ekaitz Cruz,-,-,Comedia,o.k. correo,tt11258006
,-,Charles Kudla,Charles Kudla,-,5,Comedia,seeing stephen,tt11261204
,-,Lavene Gass,-,"Have you ever been lost in the throes of love? The best love is self-love. Consciously Unconscious explores love - the good, the bad and the ugly. Kendra Blake must overcome her fears of not being loved and throw herself full into her poetry writing. She deals with cheating, lying all while trying to express herself though the pen and the pad.",9,Comedia,consciously unconscious,tt11279320
-,-,Alessandro Tamburini,"['Alessandro Tamburini', 'Ciro Zecca']",-,20,Comedia,camper,tt11287052
,-,P.J. Kotze,P.J. Kotze,-,-,Comedia,ooms,tt11283008
,-,Pablo González,Pablo González,Politics is the best way to consolidate a friendship in today's Spain.,-,Comedia,un plato y un vaso,tt11305728
,-,Matthew Shapiro,Graham Beckett,-,-,Comedia,kobe,tt11308934
,-,Daniel Riser,Eric Crepeau,"Sirious Business, a comedy about friendship and Siri: A raging gamer gets in a fight with his best friend via Siri, he must come to terms with the fact that he might just be an A-Hole.",-,Comedia,sirious business,tt11311930
80,-,Indranil Banerjee,Indranil Banerjee,the chase is about the pursuit of a very well-planned pick pocketing incident that happens in a busy railway station in India.,6,Comedia,the chase,tt11324232
,-,Andrew Kiker,Andrew Kiker,Cybershell slowly plays Sonikku adobenchâ (1998).,12,Comedia,#agds (awful games done slowly 2015: sonic adventure),tt11363960
,-,"['Pawel Sarbinowski', 'Piotr Zukowski']",Pawel Sarbinowski,-,23,Comedia,malarz,tt11377558
,-,-,"['Katie Hartman', 'Ben Jaeger-Thomas', 'Evan Kaufman']",-,42,Comedia,gypsy danger noir,tt11384294
,-,Esteban Alfaro,"['Esteban Alfaro', 'Laura Camila Cortés', 'Francisco Mejía']",-,-,Comedia,chryzantéma,tt11393142
,-,Michal Bernas,Michal Bernas,-,-,Comedia,johnny & mary,tt11421356
,-,Joseph Péloquin-Hopfner,-,-,4,Comedia,deux gars s'essayent... à la pêche,tt11432282
,9.0,Sélim Gribâa,Sélim Gribâa,"Hsan, an unemployed man in his fifties, has been looking for work for quite some time, but without success. On his wife's insistence, he decides to go and see Ammar, a local politician, to ask for help. Ammar agrees to find him a job under one condition: that he paints his house purple - the color of the ruling party, adding a splash of color amid the uncertaim of the... Leer todo",30,Comedia,loun el-barka,tt11445406
,-,Travis Bain,Travis Bain,An arrogant photographer on a blind date experiences the meal from hell when he discovers that African tribal curses are not to be taken lightly.,8,Comedia,little nippers,tt11473726
,-,-,-,Ver la información de la producción en IMDbPro,-,Comedia,future guy,tt11493822
,-,Jamille van Wijngaarden,"['Joeri Kloppert', 'Jamille van Wijngaarden']",-,14,Comedia,the wild wild west,tt11506546
,-,-,-,Ver la información de la producción en IMDbPro,-,Comedia,bambai nagariya,tt11520534
,-,Wei Shen,Wei Shen,Woman trying to convince her long-absent husband that she's pregnant with the son of God.,3,Comedia,annunciation,tt11542054
,-,Jade Joray Robbins,"['Jade Joray Robbins', 'Jrake Robbins']",-,14,Comedia,the morning ritual,tt11558668
,-,Marvin Tolentino,Marvin Tolentino,-,6,Comedia,quiero ser como raditz,tt11575412
43,-,Pepe Martínez,Pepe Martínez,-,-,Comedia,café,tt11575522
,-,Marvin Tolentino,"['Joaquín Alvez', 'Javier Laorden', 'John Peña']",-,14,Comedia,test de cooper,tt11580000
,-,Juniper Ymonde,Juniper Ymonde,A vampire named Draculalala walks around and does some questionable silly things.,5,Comedia,draculalala - to be continental,tt11580404
,-,Orion Lyman,Orion Lyman,"Two men determined to create a film refuse to be held back by local bathhouse film restrictions, and instead set out to turn their own edit bay into a sauna of their own. Antics ensue.",6,Comedia,trapped in the edit bay,tt11595612
,3.6,Dan Eckman,"['Dan Eckman', 'Meggie Mc', 'Fadden', 'D.C. Pierson']",-,-,Comedia,the boy who couldn't sleep and never had to,tt11643404
,-,Tom Titulaer,Torgeir Blok,-,-,Comedia,onverwacht,tt11646996
,-,Marina Moretti,"['Marina Moretti', 'Clara Zamith']","Cecília and Marcelo have a date to celebrate their two years anniversary. In a world where the internet says when, how and where people are, they struggle to be at the same bar at the same time.",25,Comedia,presente,tt11650544
63,-,James Schuler,James Schuler,A disastrous job interview goes from bad to worse as this odd-couple becomes glued to each other.,4,Comedia,glue,tt11656698
,-,Yujun Chen,Yujun Chen,-,4,Comedia,help me clean up,tt11663138
24,-,Tameka Fox,"['Yujun Chen', 'Tameka Fox']",-,3,Comedia,the dilemma,tt11663278
,-,James Schuler,James Schuler,"Roommates Red and Brown look forward to the ""awesomest getaway ever!"" when Brown insists they bring his really weird brother along. Red's not going for it.",4,Comedia,what about green?,tt11674708
,-,Erik Boccio,Bob Harper,-,-,Comedia,homeboys: my first tag,tt11691374
,-,Bob Harper,Bob Harper,-,-,Comedia,8 millimeter daydream,tt11691472
,-,Michael J. Allen,Michael J. Allen,-,-,Comedia,3 guys in a room (talking about suicide),tt11695954
,-,John Holleman,Emily Smith,-,-,Comedia,no-r,tt11697578
,-,Manu Cabrera,Manu Cabrera,-,10,Comedia,tormenta de verano,tt11703418
-,-,Nabila Rahmani,-,-,14,Comedia,desafio,tt11735920
,-,"['Chris De', 'Witt']","['Chris De', 'Witt']",Two women find out that all ride shares are not created equal.,5,Comedia,guber: a redneck ride share,tt11741664
,-,Sammy Bates,Kenny Bates,-,1,Comedia,high (mi)stakes,tt11759424
,-,Rodrigo Durán,Rodrigo Durán,-,2,Comedia,mudanzas,tt11758316
,-,"['Lorenzo Ci', 'Ruben Quasi']","['Lorenzo Ci', 'Esmeralda Elizalde', 'Laia Farrera']","In a Southern European, formerly industrial colony, an international group of politically active filmmakers is working on a documentary in order to discover more about the economical problems plaguing the continent.",27,Comedia,a colony,tt11802008
-,-,-,-,Reparto principal,2,Comedia,movie night,tt11807944
,-,Alberto Sastre,"['Manu Cabrera', 'Gemma Calatayud', 'Hector Cañizares']",-,-,Comedia,quién te viste y quién te ve,tt11810824
-,-,Sam Fuhrer,Sam Fuhrer,-,-,Comedia,money shot,tt11827158
,-,Adam Russell Vires,"['Andrew Brantley', 'Jeromy Ko', 'Ronnie Sang']",Two friends are in for the ride of their lives when a mysterious package arrives at their doorstep.,7,Comedia,the unwrappening,tt11844874
,-,Joe Staehly,Allory Anderson,-,20,Comedia,high priority,tt11847446
,-,Casey Nicholas Price,-,College students celebrate the season and the end of a semester at a house party.,-,Comedia,drunken personalities,tt11847568
-,-,Jay Buim,"['Jay Buim', 'Rachel Gayle Webster']","Born to Love You is a musical portrait of a New Jersey dreamer who spends the day musing about his life's purpose or lack thereof. This short emerged from a collaboration with musical artist Nedelle Torrisi to feature her music in a short documentary-style music video. The concept of the music video was expanded to create this short film, which screened in New York at... Leer todo",11,Comedia,born to love you,tt11865012
,-,Shawn Schepps,Mace Lombard,-,-,Comedia,hobo handyman,tt11866642
,-,-,"['Andrew Mc', 'Burney']",Comedy/drama about a man's struggle to live a worthwhile life after his long-term partner leaves him.,7,Comedia,melancomedy presents: between two ghosts,tt11877526
,-,Pierre Sabrou,Morgan Rouxel,"To François, every decision is impossible. But his everyday life is going to change when he'll find the solution to all his dilemmas : the Indecisive will play is life - at heads or tails .",5,Comedia,l'indécis,tt11872850
,-,Brandon Lamont Hughes,Brandon Lamont Hughes,-,-,Comedia,african vampires eddie murphy,tt11884012
,9.3,Price James,Darren Cullen,-,-,Comedia,action man: battlefield casualties,tt11967906
85,-,Zachary Hunsinger,Zachary Hunsinger,"The story involves Adam, Ryan, David, and Evan, who are bored, have nothing to do, until the new kid on the block named Zach, who's fun creative and imaginative decides to do a game night. What follows results one bizarre and memorable night.",9,Comedia,game night,tt11986982
-,-,Carlo Barbalucca,"['Fabrizio Cafaro', 'Simona Palmieri']",-,22,Comedia,bella mia,tt12010150
,-,Sterling E. Smith,Jason Bromley,"Officer Lutz and Officer Winkle are two clueless detectives investigating a recent attack by Freddy Krueger himself. As they question the only living witness, their questions come off as more offensive than productive",10,Comedia,freddy gets fingered,tt12015852
,-,Carlo Barbalucca,"['Carlo Barbalucca', 'Pino Barbalucca']",-,-,Comedia,elide,tt12013764
,-,Damon Packard,Damon Packard,-,23,Comedia,john carpenters corpse,tt12048026
,-,"['Fleur & Manu', 'Fleur Fortune']",-,A never ending day : A man goes into his bank and has his loan application turned down again and again - until everything becomes mad.,-,Comedia,skrillex: doompy poomp,tt12055194
,-,Victor Català,Victor Català,-,3,Comedia,matapasiones,tt12061788
,-,Jesse van Olderen,Jesse van Olderen,-,-,Comedia,de overval,tt12090088
,-,James Wooldridge,James Wooldridge,-,-,Comedia,sr. chevre,tt12092622
,-,Ketchup Freeland,Ketchup Freeland,"Our heroine and Stella are best friends forever, discussing global politics and how they're gonna deal with it. That is till Stella gives the deuces and a basic bitch moves in - with all the strain and all the pain, will rage consume our heroine?",12,Comedia,technicolor angst,tt12123316
