puntuacion_rotten,puntuacion_imdb,direccion,guion,argumento,duracion,genero,titulo,id_pelicula
,-,-,-,Ver la información de la producción en IMDbPro,-,Accion,shin nihon no shuryo,tt12839586
,-,-,-,Ver la información de la producción en IMDbPro,-,Accion,shin nihon no shuryo 3,tt12846196
,-,Alonso O. Lara,-,-,-,Accion,el amigo de pueblo,tt12887258
,7.8,Marcus Warren,Marcus Warren,A dangerous game of cat and mouse begins when aspiring young soccer players Dan and Steve bribe their way into a premier league football stadium to play in an illicit underground match one fateful night. Sudden Death has a new meaning!,74,Accion,kick-sudden death,tt12905998
-,-,Alonso O. Lara,-,-,-,Accion,el señor de la tahoe,tt12914376
,-,Alonso O. Lara,"['Noel Flores', 'Rosa Flores']",-,-,Accion,the shadow of the chief-la sombra del jefe,tt12922404
-,-,"['Danny Torres', 'Matthew Dyer']",Matthew Dyer,"After crossing the US border, two undocumented immigrants must run for their lives while being hunted by two vigilante minutemen.",72,Accion,mano a mano,tt1293805
,-,Ye Yuan,Zhang Ya-Min,"This is a crazy drag racing movie that makes people adrenal gland rise. Cool refitted cars, beautiful models with blonde hair, and blue eyes, accompanied by racing masters from all over the world.",-,Accion,wild speed,tt12975634
-,7.9,Ryan Dunlap,"['Dustin Ballard', 'Ryan Dunlap']","When his wife is killed, Oliver's world turns monochrome from Achromatopsia - the inability to see color. In comes Rachel, a femme fatale offering hope in return for a deadly favor, plunging Oliver into a world of crime run by Gavin Calhoun, dodging the murderous Jamison & uncovering secrets left by his late father-in-law, Jonathon Cole in the hopes of answering a hau... Leer todo",105,Accion,greyscale,tt1321390
8,4.6,Roland Joffé,"['Ajey Jhankar', 'Roland Joffé']",-,109,Accion,the lovers,tt1321869
,-,Hiroyuki Kawasaki,-,-,-,Accion,takeda kunoichi ninpo den chiyome,tt13247670
23,-,Meto Ege,Meto Ege,A dedicated Inspector and an undercover cop are working together to bring down a triad formed by four Jail brothers.,105,Accion,phantom,tt13275834
23,-,Meto Ege,Meto Ege,A dedicated Inspector and an undercover cop are working together to bring down a triad formed by four Jail brothers.,105,Accion,phantom,tt3469244
,9.0,Meto Ege,Meto Ege,"Acun lives in seclusion with his wife. But when his wife was murdered, he fell into anger and sadness. He looks for the murderer and actually tracks him down with the help of his old friend Markes and avenges his wife. In the meantime, however, Markes had a partnership agreement with Acun that Acun had previously rejected. Now the two businessmen have other problems u... Leer todo",95,Accion,das spiel beginnt,tt13276500
,-,-,-,Ver la información de la producción en IMDbPro,-,Accion,schalke vs eintracht frankfurt,tt13393900
,-,-,-,Ver la información de la producción en IMDbPro,-,Accion,copa del rey fifth round real madrid vs atletico madrid,tt13394100
26,6.3,Alan Taylor,"['Laeta Kalogridis', 'Patrick Lussier', 'James Cameron']",-,126,Accion,terminator genisys,tt1340138
,-,-,-,Ver la información de la producción en IMDbPro,-,Accion,seattle sounders fc vs portland timbers,tt13471910
,8.6,Patryk Wawer,-,"Steve spawns in a Minecraft world. He gets the essentials. He collects materials, makes a new home, has adventures, and gets new friends. Then a problem rises from the dark... Will Steve and his friends find a way to save the Overworld?",62,Accion,lego minecraft movie,tt13504668
,-,-,"['Gustavo Cardozo', 'Marianna di Lorenzo']","Jack Preston was working undercover to take down a coalition of organized crime, arms dealers and politicians. When his cover was blown they tortured and beheaded him. Now his son, Daniel, has risked his life to find the truth. His relationships with a Senator's son and a detective bring answers closer... but they also bring blood and compromise",-,Accion,risk for honor,tt1363134
-,8.0,Richard Ryan,"['Michael Marcelin', 'Richard Ryan']","Fortune 500 Man is a tale of one young man's dream to be the CEO of a fortune 500 company and his roller coaster journey to achieving his dream. Small town, top collegiate, business savvy Brad Jankens enters the big city to get his start at an established company. After being rejected many times he encounters a few neighborhood knuckle heads sent by major business own... Leer todo",90,Accion,fortune 500 man,tt1365458
-,5.1,John Edward Lee,"['John Edward Lee', 'Daniel Zirilli']","The true story, based on a Deathbed Confession, about what really happened to Frank Morris and the Anglin brothers who escaped from Alcatraz Prison in 1962. They made it- but what happened next is shocking. Investigated by the US Marshals.",93,Accion,alcatraz prison escape: deathbed confession,tt1379712
43,6.9,Ron Howard,"['Charles Leavitt', 'Rick Jaffa', 'Amanda Silver']",-,122,Accion,in the heart of the sea,tt1390411
97,8.1,George Miller,"['George Miller', 'Brendan Mc', 'Carthy', 'Nick Lathouris']",-,-,Accion,mad max: fury road,tt1392190
,6.3,Dong-yeob Shin,Dong-yeob Shin,"Jung-jin is a criminal profiler and Yoo-min is a detective. They are called to the special investigation headquarter for a secret meeting, where they receive an order to take down the untouchable boss of a criminal organization.",104,Accion,chi-oe-beob-gwon,tt13985940
,7.0,Mashti Allan,-,"Jeremiah is a lonely demigod, so one day he decides to grant two bitter enemies abilities that will change their lives forever. Chaos ensues when the two men will sacrifice anyone and anything to become more powerful than one another. Jeremiah The Giver sits back as the two men destroy the universe.",98,Accion,jeremiah the giver,tt14111120
,-,Li Changxin,-,"A high school student playing online games all night long, is taken to a mysterious game workshop. In a virtual game base he is then involved in a cruel game battlefield of a time war between SWAT troops and evil forces.",-,Accion,on line,tt14565530
80,-,Juan Carlos Martin,Ramón Barba Loza,-,94,Accion,el rapto,tt14758364
,4.6,Milos Twilight,Milos Twilight,-,-,Accion,the dalhia knights,tt1494817
,-,Enrique Murillo,Enrique Murillo,-,94,Accion,la troca más perrona,tt14992794
9,4.3,Josh Trank,"['Jeremy Slater', 'Simon Kinberg', 'Josh Trank']",-,100,Accion,fantastic four,tt1502712
,-,Umesh Ghosh,-,"A relaxing vacation turns into a terrifying juncture for eight people as they find themselves trapped in the woods and haunted down by strange, horrible and unprecedented forces. It is about their struggle to survive by any means possible.",-,Accion,khawoi - the danger zone,tt15043976
,-,S. Mahendar,"['Parridhi Jaiswal', 'Ajay Kumar']",a story of women who helps women in distress and solves problems between couples.,-,Accion,mahakaali,tt15067436
,3.8,"['Zebediah De Soto', 'Krisztian Majdik']","['Warren Davis IIZebediah De Soto', 'David Reuben Schwartz']",A group of survivors trapped in a New York apartment fight to stay alive against legions of zombies.,62,Accion,night of the living dead: darkest dawn,tt1512222
,-,David Impelluso,David Impelluso,-,-,Accion,lawless world,tt15421154
59,5.7,-,-,"Animated series adapted from the original book, Halo: The Fall of Reach. It's an explanation and backstory of the shaping and creation of Spartan 117, The Master Chief.",64,Accion,halo: the fall of reach,tt15440968
,9.4,Edinei Nunes Nelma Leal Daiky Lorrane Manoel Assis,"['Edinei Nunes', 'Welle Felipe de Araujo']",-,-,Accion,a filha do governador (2015/1),tt15496402
,-,Pascal Amanfo,"['Akosua Agyei', 'Dayan Fields']","The story revolves around a Narcotics Investigative Unit (NIU) agent (Adjetey Anang) trained regularly by the Drug Enforcement Administration (DEA) of the United States. On returning from one of such trainings, he is met with a case of a lady arrested for drug trafficking. With his past experience with drugs and how it once led his brother to an untimely death, he is ... Leer todo",103,Accion,cartel the genesis,tt15568978
,-,Ghasem Arab,Mohamad Jalali,"plaque the story is about reza, a boy who has a sick mother and has to pay for his mothers surgery. he is forced to steal with his other friend and faces many challenges. reza(Ali Tajdary)is the main character in the story",90,Accion,ploque,tt15618484
,-,-,-,Reparto principal,-,Accion,sv werder bremen vs vfl wolfsburg,tt15655068
,-,Nikesh Khadka,-,-,-,Accion,runna bhanthe(i won't cry),tt15672114
,6.3,Earl Nanhu,Stephen Wallis,"Love, Guns & Christmas is a dark comedy about two men in the witness protection program. After a few years in hiding, they sneak back into town for Christmas to see their friends while dodging the mafia and the police whose protection they will lose if caught.",83,Accion,"love, guns & christmas",tt1573475
28,4.9,Valeri Milev,"['Michael Hurst', 'Bruce Payne']","It's been 5 years since the Re-Animates outbreak that wiped out 85% of the world's population. Within a few cities, the Re-Animates have been segregated into ""zones"" and are policed by the R-Division of the QUASI S.W.A.T. Unit.",88,Accion,re-kill,tt1612319
18,5.9,Breck Eisner,"['Cory Goodman', 'Matt Sazama', 'Burk Sharpless']",-,106,Accion,the last witch hunter,tt1618442
28,5.3,"['Lana Wachowski', 'Lilly Wachowski']","['Lilly Wachowski', 'Lana Wachowski']",-,127,Accion,jupiter ascending,tt1617661
,7.2,Guy Ritchie,"['Guy Ritchie', 'Lionel Wigram', 'Jeff Kleeman']",-,116,Accion,the man from u.n.c.l.e.,tt1638355
78,8.0,Alejandro G. Iñárritu,"['Mark L. Smith', 'Alejandro G. Iñárritu', 'Michael Punke']",-,156,Accion,the revenant,tt1663202
20,4.5,Hector Echavarria,Hector Echavarria,"Juan de los Santos, a former undercover cop from Paraguay, once ready to take down the biggest drug cartel in Latin America, has lost everything; his wife and kids brutally murdered on a cold dark night and with them, his will to live. Juan, himself didn't survive unscathed; on that cold night he took two bullets, one still in his heart, the other one damaging a part ... Leer todo",79,Accion,no way out,tt1683919
36,5.3,David Hackl,"['Guy Moshe', 'J.R. Reher']",-,94,Accion,into the grizzly maze,tt1694021
57,5.0,Julius Onah,"['Julius Onah', 'Mayuran Tiruchelvam']","A Lower East Side bartender becomes entangled in a murder mystery involving a desperate woman, a missing drug dealer and the scion of a powerful investment firm.",90,Accion,the girl is in trouble,tt1706625
44,6.3,Christopher Landon,"['Carrie Lee Wilson', 'Emi Mochizuki', 'Christopher Landon']",-,93,Accion,scouts guide to the zombie apocalypse,tt1727776
26,5.4,Kyle Newman,John D'Arco,-,96,Accion,barely lethal,tt1731701
100,4.6,Jeremiah Kipp,"['Pedro Ondrush', 'Joe Pisani', 'Frank Wihbey']","A combat veteran, with serious psychological damage, stalks campers and hunters in the woods.",76,Accion,the sadist,tt1757901
81,3.9,Eric Petey,Eric Petey,A recently promoted cop's lavish new lifestyle is jeopardized when the central computer system that governs his futuristic city pins him for a murder he didn't commit. Now he must return to the ruins he once called home in order to prove his innocence.,98,Accion,helix,tt1764355
47,6.7,John Erick Dowdle,"['John Erick Dowdle', 'Drew Dowdle']",-,103,Accion,no escape,tt1781922
60,7.3,Antoine Fuqua,Kurt Sutter,-,124,Accion,southpaw,tt1798684
32,6.8,Neill Blomkamp,"['Neill Blomkamp', 'Terri Tatchell']",-,-,Accion,chappie,tt1823672
89,4.7,Jeff Ridout,"['Zefred Ansaldo', 'Steven Nijjar', 'Mark Poyser']","150 Years ago The British (Queen) took something that's doesn't belong to them. It's priceless, it's pride, it's dignity. Today, He wants it back at all cost.",110,Accion,the last king,tt1830848
15,6.9,Edris Ne,Edris Ne,"A day comes in life when suddenly one finds oneself standing at the crossroads, not knowing which is the path that destiny has laid out in the journey forward. Such a fateful day came in the life of Rahim, an ex-convict, now reformed and leading a normal life as an immigrant cab driver in North America with the only love of his life - his teenage daughter Salma. His c... Leer todo",87,Accion,crossroads,tt1848834
88,6.6,"['Jean-Loup Felicioli', 'Alain Gagnol']",Alain Gagnol,-,84,Accion,phantom boy,tt1856057
,9.2,Donna Roman Hernandez,Donna Roman Hernandez,"Upon his release from prison, a New Jersey mob boss Joe Tullo seeks revenge against his corrupt Detective Sergeant cousin and an Internal Affairs Police Lieutenant when they betray his crime family.",-,Accion,crossing blood lines,tt1869348
-,7.1,William González,"['Marco Antonio Lopez', 'William González', 'Matilde Rodriguez']","In 1948 the partisan violence whips the Colombian countryside. Liberals and Conservatives face up to death. South of the country in Tolima, conservative official forces brutally kill several liberal farmers, among them the husband of Rosalba Velasco. The young woman, mother of a two years old child, witnesses the massacre and suffers a psychic process of depersonaliza... Leer todo",93,Accion,la sargento matacho,tt1894486
-,-,John Lands,Daniel Lafrentz,"A motley crew of badasses from every deadly discipline are gathered for what, at first glance, appears to be a reality show with the largest cash prize in history on the line. But when contestants start disappearing and returning along with all manner of monstrous creature it becomes clear that this is no ordinary reality show - and that one of their number may not be... Leer todo",-,Accion,monster hunters,tt1927086
,7.1,Eric Bugbee,"['Eric Bugbee', 'Bob Massey', 'Kevyn Bashore']",A self-focused BMX dirt rider aspires to become the next stunt champion and is forced to mentor a troubled teen.,98,Accion,heroes of dirt,tt1934172
,6.9,João Leitão,"['Nuria Leon Bernardo', 'João Leitão']",Follows Portugal's first fascist superhero: the ultra patriotic Captain Falcon!,106,Accion,capitão falcão,tt1941478
,6.5,Francis Lawrence,"['Peter Craig', 'Danny Strong', 'Suzanne Collins']",-,137,Accion,the hunger games: mockingjay - part 2,tt1951266
,6.4,Brad Bird,"['Damon Lindelof', 'Brad Bird', 'Jeff Jensen']",-,130,Accion,project t,tt1964418
-,4.5,"['Al Franklin', 'Pamela J. Richardson']","['Amina Ali', 'Al Franklin', 'Glenn Plummer']","A diva actress is murdered on a set film. Meanwhile, the city's blood supply is mysteriously being depleted. Dets. Mike Hung and Sasha Colfax go undercover to crack the toughest mystery of their lives in a vampire-infested studio.",96,Accion,teeth and blood,tt1991199
60,6.7,K.V. Anand,"['K.V. Anand', 'D. Suresh', 'A.N. Balakrishnan']","Madhu, an animator, gets thoughts about her past life, but her psychiatrist believes it to be a figment of her imagination. Madhu happens to meet Ashwin, the man she was in love with in her past life.",154,Accion,anegan,tt2002868
67,5.4,Marcello Zamarripa,Marcello Zamarripa,One man. One night. A home invasion. From hell.,86,Accion,the cain complex,tt2040534
25,3.9,Christian Sesma,"['Cecil Chambers', 'Christian Sesma']",-,82,Accion,awol-72,tt2048865
95,7.3,Gavin Hood,Guy Hibbert,-,102,Accion,eye in the sky,tt2057392
11,5.3,Ericson Core,"['Kurt Wimmer', 'Rick King', 'W. Peter Iliff']",-,114,Accion,point break,tt2058673
-,4.4,Mauricio De Aguinaco,Mauricio De Aguinaco,Graffiti artist Tren and his girlfriend Drama are a young couple who spend their lives in a nightclub where they dance-fight with other crews. The world around them is full of drugs and violence. What does destiny hold for them?,96,Accion,aerosol,tt2065868
,4.7,Dustin James Leighton,Dustin James Leighton,"The year was 1973, Justin Thomas Wilson was hunting the fallen with an ax and a shotgun. Sam, his young disciple, documented their adventures with the first 8mm camera ever to record sound. The story begins but the battle rages on.",94,Accion,just the vampire hunter,tt2066900
,5.0,Shinji Higuchi,"['Hajime Isayama', 'Tomohiro Machiyama', 'Yûsuke Watanabe']",-,98,Accion,shingeki no kyojin,tt2072230
45,6.3,Paco Cabezas,Max Landis,-,95,Accion,mr. right,tt2091935
48,8.0,John Jillard Sr.Andrey Nikiforov,"['John Jillard Sr.Andrey Nikiforov', 'Andy J. Stein']","The story begins with Johnny, a loving husband and father. After losing his young daughter and his own parents in a devastating car crash, he must also reconcile his wife walking out on him when the grief is too much for her to face, as it alters his life forever. While trying to hide his pain he joins the Army. After serving his country, Johnny returns home, only to ... Leer todo",65,Accion,battle,tt2094769
-,3.5,Y.V.S. Chowdary,"['Y.V.S. Chowdary', 'Sreedhar Seepana']",An aspiring dancer joins a Jamaican college and teams up with a local in order to win a dance competition. She meets the two-time winner who creates horrible obstacles for her.,168,Accion,rey,tt2100613
-,4.5,Alec Asten,Joseph Young Jr.,"Orphan, con artist, crime boss, millionaire, Diamond Ruff has seen it all. Seemingly in control, his next big job has deadly consequences.",82,Accion,diamond ruff,tt2111292
18,5.6,Chris Columbus,"['Tim Herlihy', 'Timothy Dowling', 'Patrick Jean']",-,105,Accion,pixels,tt2120120
,5.7,"['Murat Derman', 'Chris Roche']","['Cyril Raffaelli', 'Rahmi Turan', 'Abdullah Turhan']",-,-,Accion,kara murat: mora'nin atesi,tt2118662
49,6.1,Brad Peyton,"['Carlton Cuse', 'Andre Fabrizio', 'Jeremy Passmore']",-,114,Accion,san andreas,tt2126355
18,6.5,Tarsem Singh,"['Àlex Pastor', 'David Pastor']",-,117,Accion,self/less,tt2140379
42,5.9,Gavin O'Connor,"['Brian Duffield', 'Anthony Tambakis', 'Joel Edgerton']",-,98,Accion,jane got a gun,tt2140037
-,8.5,"['Vincent Mc', 'Lean']","['Vincent Mc', 'Lean']","A gritty tale about two odious drug dealers, Sal and Mitch, on a mission to find their stolen cocaine. Follow them on their pursuit, as they leave behind a disturbing path of Chaos, Death and Destruction.",45,Accion,bad guys,tt2149598
43,5.8,Laron Austin,"['Martin L. Kelley', 'Eddie Davis Singleton']",-,104,Accion,blackhats,tt2157103
29,4.7,"['Maclain Nelson', 'Stephen Shimek']","['Maclain Nelson', 'Stephen Shimek']","An evil wizard, Lord Tensley, seeks the hand and heart of the beautiful princess, Lady Ennogard. When she refuses, he locks her away and releases a deadly dragon, which he controls, to terrorize the land. He vows that, until she accepts his love, his dragon will destroy all who dare display any sign of love throughout the kingdom. Desperate to end the tyranny, she sen... Leer todo",122,Accion,dragon warriors,tt2170369
50,5.8,Levan Bakhia,"['Levan Bakhia', 'Adrian Colussi', 'Lloyd S. Wagner']",-,105,Accion,landmine goes click,tt2186848
59,6.6,Jaume Collet-Serra,Brad Ingelsby,-,114,Accion,run all night,tt2199571
,4.5,Ashok Gaekwad,Rumi Jaffery,"Present day, A cab driver lives a tough life. He meets an old friend and they remember the good old days.",-,Accion,do chehre,tt2197895
0,5.8,Aejaz Gulab,Nilesh Girkar,A retired policeman returns to his job to fight a crime wave that was once responsible for leaving his son without a mother.,106,Accion,ab tak chhappan 2,tt2202086
79,4.4,Anthony O'Brien,"['Steve Allrich', ""Anthony O'Brien"", 'Colin Ossiander']","In the wild, snow covered gold fields of Alaska, two brothers embark on a journey to collect a bounty in a desperate attempt to save their home: but what they find along the way is more than they bargained for.",81,Accion,the timber,tt2215673
,3.8,Lukasz Barczyk,Lukasz Barczyk,"Steeped in wonder and mystery, HISZPANKA (Influenz) tells the story of a group of clairvoyants committed to restoring the Polish state as World War One dwindles to an end. Gathered inside a hotel room for a special séance, the magi use their power to save Jan Paderewski, the legendary pianist and symbolic leader of a successful patriotic uprising. At the same time, a ... Leer todo",127,Accion,hiszpanka,tt2229201
,3.1,Drazen Baric,Damien Slevin,"Five friends, up north for three days, one creature ... NO CHANCE !",80,Accion,gitaskog,tt2229952
31,5.6,Simon West,William Goldman,-,92,Accion,wild card,tt2231253
26,2.8,"['Matthew Bennett', 'Sasha Moric']","['Matthew Bennett', 'Matthew Campea', 'Sasha Moric']","John 'Concrete' Hong has one night to fight his way across a violent city and rescue the one he loves. After eviction from their apartment, John and Bethany Hong are forced to live on the streets of Union, a violent city where street gangs control the lower blocks. When John journeys to the bottom of the city to find work, the WCC gang corners him. After fighting his ... Leer todo",78,Accion,11 blocks,tt2236358
,-,Fernando A. Mico,-,Elite assassin Miko returns to complete one last mission.,90,Accion,ever after: resurrection,tt2250418
-,6.0,Elliot Diviney,"['Adam Diviney', 'Elliot Diviney']","A group of mysterious villains known as ""The Alliance"" sets a trap for the Taxpayer. They imprison him, torture him, and make plans to publicly crucify him. Local janitor Richard Randolph rounds up retired Superheroes, and hatches a plan to rescue the Taxpayer. The villains stage a public rally, where many citizens come to watch the Taxpayer's crucifixion. The heroes ... Leer todo",94,Accion,american rescue squad,tt2261983
41,6.4,Jon Cassar,"['Brad Mirman', 'Tari']",-,90,Accion,forsaken,tt2271563
,-,Avone Keene,Rob Ho,"Louis Fay returns from Hong Kong to honor his Father's wish of looking after the Family Business, which is the target of a Criminal Kingpin.",-,Accion,landlord: time to pay the rent,tt2274284
,5.5,Predrag Stojic,Marko Krstic,"Petar Lubarda, a young medical student, leads a secret life as one of the best drivers of ""Serbian Roulette"" - illegal street-races taking place during nighttime in downtown Belgrade. His older brother Mihajlo, once a top driver of ""Roulette"" himself, now a renowned anesthesiologist, gets involved in a maze of blackmail, conspiracy and revenge, when a former childhood... Leer todo",76,Accion,off,tt2279199
,3.9,Magda M. Olchawska,Magda M. Olchawska,Together with her team of close collaborators Anna works tirelessly risking her own life to unravel dark secrets behind a major trafficking ring.,65,Accion,anna and modern day slavery,tt2282390
-,6.6,Terry Allen,"['Samuel Thomas', 'Terry Allen']",A young man becomes a target when he accidentally discovers who is behind a string of murders.,99,Accion,someone to carry me,tt2293626
,-,Zack Hosseini,Zack Hosseini,"A teenager finds himself in the midst of a monster's onslaught of terror in his small town. As he and his friends try to survive, he must battle something much scarier in the process - young love.",48,Accion,one stormy night,tt2293638
14,4.1,Theo Avgerinos,"['Beau Martin Williams', 'Matt Funke']",-,89,Accion,americons,tt2293060
26,5.8,Werner Schumann,Carlos L. Vogt,A hitman of the Russian mafia has just been diagnosed with terminal cancer; he is sent to Berlin to pick up the watch Yuri Gagarin wore on his first flight into space. But many people have to be eliminated to get the watch.,92,Accion,absolution,tt2298240
26,5.8,Werner Schumann,Carlos L. Vogt,A hitman of the Russian mafia has just been diagnosed with terminal cancer; he is sent to Berlin to pick up the watch Yuri Gagarin wore on his first flight into space. But many people have to be eliminated to get the watch.,92,Accion,absolution,tt3503840
,7.4,S. Shankar,"['A.N. Balakrishnan', 'Swanand Kirkire', 'S. Shankar']",A deformed hunchback kidnaps a bride on the day of her marriage and holds her hostage while his connection to her and his targets is revealed in a series of flashbacks that unfold as he starts seeking revenge.,188,Accion,i,tt2302966
10,2.5,Tony Jopia,"['Andy Davie', 'Michael Dale', 'Tony Jopia']","From the Director of 'DEADTIME' and 'Zombie Harvest' comes Crying Wolf! They're Hungry, Hairy and ready to hunt you down! The comedy horror Crying Wolf tells the story of strange and weird goings on in a little English village called Deddington. The gruesome death of local girl Charlotte by a rabid monster causes alarm and revulsion - before desperate reporters, crazy... Leer todo",91,Accion,crying wolf,tt2308583
-,4.4,Willy Ortlieb,"['D.T. Carney', 'Willy Ortlieb']","Five City slickers go on a weekend hunting trip that they will never forget, if they come out alive. Being on the wrong side of a property line can be deadly, especially when your standing in the middle of a southern family feud.",103,Accion,trespass into terror,tt2310918
80,7.1,Kayvon Derak Shanian,Kayvon Derak Shanian,"The life of Fumio Demura, the greatest karate master of a generation.",80,Accion,the real miyagi,tt2313306
-,4.5,John Reign,"['John Reign', 'Eric Wojtanik']","A sadistic and brutal killer who distorts the scriptures to suit his own self serving madness teams up with a run-away drifter who bows to his every command, both for love and for fear of her own life.",82,Accion,bullets for jesus,tt2315144
14,3.8,Brett Piper,Brett Piper,"A young girl steals her dad's growth experiment infused grapes and feeds them to a pet crab. Years later, the now gigantic crustacean attacks the town!",80,Accion,queen crab,tt2319456
