puntuacion_rotten,puntuacion_imdb,direccion,guion,argumento,duracion,genero,titulo,id_pelicula
,-,Ravi Bhushan,-,-,154,Drama,baaj gayeel danka,tt11012302
,-,Aslam Sheikh,Aslam Sheikh,-,160,Drama,aurat khilona nahi,tt11012568
,-,Rk Shukla,-,-,134,Drama,baagi bhaile sajna hamar,tt11012222
,-,Jagdish A. Sharma,K Manoj Singh,-,122,Drama,lagi nahi chhute rama,tt11012374
,-,Prashant Jammuwala,-,-,142,Drama,pandit ji batai na biyah kab hoi 2,tt11012438
,-,Sujit Kumar,-,-,154,Drama,jaan tere liye,tt11012366
,6.7,Frank Lotito,"['Anjul Nigam', 'Paul Quinn', 'Gregory Scott Houghton']",-,102,Drama,good ol' boy,tt1105355
,-,Subba Rao Gosangi,-,-,163,Drama,pyar ke bandhan,tt11091804
,5.2,Kenji Hanyû,-,A female office worker grows tired of her popular and attractive colleague's love affairs. She releases explicit footage of the on-goings at the office.,80,Drama,ribenjiporuno love is dead,tt11102352
,-,Kwezi Kaganda,"['John Bosco Kyabaggu', 'Musa Luswata']",-,63,Drama,situka,tt11107896
,-,Aleksandr Muratov,-,-,-,Drama,dostali!,tt11110572
,-,Tran Trung Dung,Hà Anh Thu,-,85,Drama,siêu quây lên chùa,tt11120720
,-,Tuan Vu Dinh,Trinh Luu Dieu Thuy,-,100,Drama,trên dinh núi phía tây,tt11122188
81,-,Fortune Ejim Kezi,-,-,-,Drama,the wind,tt11123618
,-,Rongguang Yu,-,-,-,Drama,du long zhi zi gao de rong,tt11137824
,-,Yang Zhen,Xianming Meng,-,-,Drama,hai ou lao ren,tt11151648
,-,"['Yu Pan', 'Dasheng Zheng']","['Yu Pan', 'Bin Wu']",-,-,Drama,shi zhi shuang tian xiao jiao,tt11151640
,-,Parag Patil,"['S.K. Chauhan', 'Rakesh Tripathi']",-,142,Drama,prashasan,tt11157430
,-,Yue Miao,-,-,-,Drama,re gan mian de wei dao,tt11151642
,7.5,Feroz Kader,"['Feroz Kader', 'Syamnuriezmil']","Aleeya Azmeen willingly went to London with her boyfriend five years ago only to get dumped by him in the end. Things became worse when she was thrown out of London's college. Left with nothing, she had no choice but to return to Malaysia. But how will she explain what has happened to her family and friends? A fated meeting at Heaththrow airport with Zariel Daniel, wh... Leer todo",124,Drama,suamiku encik perfect 10!,tt11199300
,6.2,Faisal Ishak,Alfie Palermo,"Directed by Faisal Ishak, the film is the sequel to the first ""Juvana"", it focuses more outside of school ground as Daim and the gang have graduated from Wira Bakti High School.",98,Drama,juvana 2,tt11202174
,-,Xuan Cuong,"['Van Le', 'Le Van Thao']",-,94,Drama,duong xuyên rung,tt11212918
-,7.0,"['K.C. Amos', 'Dale Stelly']","['K.C. Amos', 'Dale Stelly']",-,-,Drama,tamales and gumbo,tt1125931
,-,Sunil Agesar,Dnyanesh Alkute,-,-,Drama,nayayaam,tt11295976
-,-,Manjul Thakur,-,-,135,Drama,vijaypath,tt11317534
,6.7,Roberto Girault,"['Olivia Núñez', 'Juan Ignacio Peña', 'Roberto Girault']","A group of people dedicated to make the people dreams come true. An old man requests their service to make the dream of his wife come true. They have to act as her grandson and his wife, because she wants to see him again as her last wish.",90,Drama,ilusiones s.a.,tt11321422
,-,-,-,Reparto principal,-,Drama,tholipata,tt11337868
72,6.0,Natalie Portman,"['Natalie Portman', 'Amos Oz']","The story of Amos Oz's youth, set against the backdrop of the end of the British Mandate for Palestine and the early years of the State of Israel. The film details the young man's relationship with his mother and his beginnings as a writer, while looking at what happens when the stories we tell become the stories we live.",95,Drama,a tale of love and darkness,tt1135989
50,-,Joanna O'Connor,Joanna O'Connor,"Summer Light's take on Fyodor Dostoyevsky's psychological classic with just three actors. Dostoyevsky said that 'life is in ourselves and not in the external'. 'Crime and Punishment' is a compelling study on what can happen to a person whose focus becomes deeply negative. Watch for the characters that bring him light, for their compassion and resilience, and for Rasko... Leer todo",136,Drama,crime & punishment,tt11427292
,-,Hemantha Kumar,Hemantha Kumar,-,-,Drama,3 1/2,tt11428338
,-,Guga Coelho,Guga Coelho,-,90,Drama,a saga da alma de um poeta,tt11432384
,-,-,Tapan Mukherjee,-,-,Drama,phire aasboi,tt11435266
86,-,Wyatt Steacy,-,"Perception follows the lives of three young unlikely best friends after high school, J.C, Mason and Seth. The three learn a lot about friendship and more about life as they deal with their individuals struggles of bullying, drug addiction and abuse at home. Somehow through all of this, they manage to find time to laugh and enjoy life together.",115,Drama,perception,tt11452700
75,-,Yosuke Yamashita,"['Kôji Segawa', 'Yosuke Yamashita']","When mutilated body parts are found by the riverside in a small town and the search for a serial killer begins, an elementary school boy believes the actual culprit is a big white crocodile and sets about building a trap for it.",80,Drama,maboroshi,tt11487704
,-,Yasumasa Konno,Yasumasa Konno,-,95,Drama,yuki ka no nemuri,tt11487646
,-,Mari Kawakita,"['Mari Kawakita', 'Kazune Okada']",-,63,Drama,matsuri no hajimari,tt11487732
-,6.2,Sanjeev Kumar Rajput,-,"Blood Relation is an Indian 2015 film, starring Jitendra Chahar, Divyanshi Bhadauriya, Sunny Thakur and is directed by Sanjeev Kumar Rajput.",-,Drama,blood relation,tt11519590
,-,Jorge Mencos,"['Everest Landa', 'Jorge Mencos']",-,-,Drama,atarraya,tt11610704
,-,Peter Watkins-Hughes,Peter Watkins-Hughes,"When a low-level cocaine dealer has his stash stolen and is forced into debt, he finds himself befriending a cocky and naive teenager to help pay off his overheads and shift a new batch of product.",-,Drama,the good drug dealer,tt11618320
,8.3,Jay Sukmo,"['Johansyah Jumberan', 'Sam Maulana']","Sam Maulana (Muhadkly Acho), Sobari (Ajun Perwira), Ajeb (Abdur Arsyad) promised to graduate together. But, it turned out that only Sam had not yet completed the final project (thesis).",107,Drama,catatan akhir kuliah,tt11634350
,-,Darasen Richards,"['Niran Aderogba', 'Conscian Morgan']","A classic story of grass to grace, Dare, must battle the powers that be, while grappling with the politics of the financial sector as he rises through the ranks to rival his former masters.",90,Drama,getting rich in lagos,tt11633108
,7.1,Guntur Soeharjanto,Cassandra Massardi,"Carrie (Mentari De Marelle) now is a tour guide in her favorite city, Verona. However, the past continues to chase him. Suddenly he got a mysterious letter from Romeo, who invited him to meet in Venice during the Carnivale event.",82,Drama,ldr 2: where is my romeo,tt11644516
,7.1,Guntur Soeharjanto,Cassandra Massardi,"Carries (Mentari De Marelle) dream to go to Verona, Juliet's city residence, has been answered. From childhood, Carrie had fallen in love with the story of Romeo and Juliet. Carrie believes, there must be a Romeo for her.",90,Drama,ldr,tt11644484
,6.1,Ardy Octaviand,"['Nataya Bagya', 'Ardy Octaviand']",Three men have something in common: womanizer and no respect for women. Their lives change when they meet with a woman who condemned their behavior. They search for redemption that brings them to the reality that they have never imagined.,86,Drama,3 dara,tt11644582
,7.2,Raymond Handaya,"['Raymond Handaya', 'Away Martianto', 'Hilman Mutasi']","After rescuing a nursing home from bomb threats, Gito (Deddy Mahendra Desta) and Rojak (Judika Sihotang) became acquainted with Abdur (Abdur Arsyad). They met again when they were given the task of fostering prospective firefighters, under the leadership of Commander Dicky (Bucek Depp).",99,Drama,si jago merah 2: air & api,tt11646308
,6.7,Hestu Saputra,"['Aguk Irawan M.N.Rahabi Mandra', 'Ainun Najwa']",A designer falls in love with a graduate student in Yogyakarta.,119,Drama,air mata surga,tt11646202
,-,Jack Dalton,"['Jack Dalton', 'Sammie Dibbern']","Mortalitus has climbed back to power. Now, Elizabeth Tucker must join the remaining Conservators and uncover the secrets of the past in order to battle against Mortalitus and his growing army of Dark Spirits in the Sacred Realm.",164,Drama,conservators iii: light & darkness,tt11658440
,7.1,Claudio Caligari,"['Claudio Caligari', 'Giordano Meacci', 'Francesca Serafini']","Vittorio and Cesare are brothers for life, but their friendship is put to the test in their search for wealth.",103,Drama,non essere cattivo,tt1167611
54,7.0,Jean-Marc Vallée,Bryan Sipe,-,101,Drama,demolition,tt1172049
46,6.4,Ken Kwapis,"['Michael Arndt', 'Bill Holderman', 'Bill Bryson']",-,104,Drama,a walk in the woods,tt1178665
,9.6,Awi Suryadi,"['Priesnanda Dwisatria', 'Fauzan Indra Adisuko', 'Agnes Danovar']","For Rasya, nothing matters more than following the track laid down by his father: be good in school, get into a good college, be a good civil servant. That is the way to happiness and anything else are merely distractions. However, after one misadventure to a red-light district and chance meeting with a free-spirited sex worker named Eva, Rasya begins to question his ... Leer todo",106,Drama,bidadari terakhir,tt11786202
,-,Wisnu Adi,"['Priesnanda Dwisatria', 'Rio Sutanto', 'Ichwan Persada']",-,119,Drama,miracle: jatuh dari surga,tt11792570
,-,Oguz Gözen,Incilay Özdemir,-,85,Drama,yagmurlu gecede,tt11828530
,-,Carlos Amorales,Carlos Amorales,-,-,Drama,el no me mires,tt11905236
,9.0,Werner Fritsch,Werner Fritsch,-,-,Drama,faust sonnengesang ii,tt11923952
,5.2,Chae Gil Byoung,-,Twenty year-old Ki-Chan lives alone with his father. One day his stepmother comes to live with them. She tries to be friendly with Ki-Chan but he approaches her as a woman and after that Their relationship turns into something dangerous.,95,Drama,jeolmeun eomma 3,tt11941248
,-,"['Samantha García', 'Emanuel Montijo']",Anett Oros,-,-,Drama,intermitencia,tt12065418
,-,Parameshwar,Parameshwar,"A group of four friends live life on their own terms and spend a major part of their lives in a tea stall. However, a local gangster wreaks havoc in their lives.",155,Drama,maamu tea angadi,tt12083958
80,-,Pauline Harris,Karen Brown,-,45,Drama,the mark,tt12106108
,-,Jared Goudsmit,"['Eli Boshara', 'Jared Goudsmit', 'Sam Puryear']",A mysterious ethicist hires a blunt representative to help four troubled teens.,47,Drama,the ethicist,tt12145728
,-,Celia de Wolff,Paul Dodgson,-,45,Drama,the mermaid of zennor,tt12194020
-,-,Pablo de Antuñano,José Luis Trejo,"Genaro Basurto is a good employee in his position as a financial advisor, at 45 he discovers that he is trapped in the monotony of work and family. Realizing that his life is slowly slipping away from him, he meets Nina, a beautiful young woman, outgoing, cheerful and with a desire to live without ties to something or someone, quite the opposite of how his life has be... Leer todo",-,Drama,la huésped,tt12203758
,8.2,G.A. Villafuerte,G.A. Villafuerte,-,72,Drama,"awra: taong mapanira, isip ay sira!",tt12205876
52,-,Liza Rachenko,-,A young girl accidentally hears a conversation between two FBI agents and discovers that she might be the only one who holds the key to saving the United States from an atomic bomb.,-,Drama,the eavesdropper,tt12206996
,-,Roosevelt Jackson,Roosevelt Jackson,-,-,Drama,life according to rasheada,tt12212028
-,-,Declan Clarke,Declan Clarke,-,-,Drama,the most cruel of all goddesses,tt12209634
,-,Mustafa Boukertas,"['Oudjana Hammou', 'Hachehouch Nacer']",-,-,Drama,tisret nimazouar,tt12217756
65,6.5,Stephen Herek,"['David Paterson', 'Katherine Paterson']",12-year-old wisecracking Gilly Hopkins finds herself shuffled from foster home to foster home until she meets Maime Trotter.,99,Drama,the great gilly hopkins,tt1226766
80,-,Andrew Proctor,William Shakespeare,"Scotland PLC is the most financially powerful business firm in the country. Under the governing rule of Queen Duncan, who through the corporate victories of Macbeth and Banquo, stands unopposed after quelling a civil dispute within the company. She now grants Macbeth a promotion to, Thane of Cawdor however, he has already been informed of this proclamation by three we... Leer todo",105,Drama,macbeth,tt12291542
,4.8,Glenn Chan,David L. Chang,-,70,Drama,two boys and a mermaid,tt12321728
,5.5,"['K.C. Amos', 'Dale Stelly']","['K.C. Amos', 'Alonzo Douglas']","Runaway Tracy is snatched from a dangerous L.A. neighborhood by sadistic thugs while searching for her homeless boyfriend. Her police detective mom races against time to rescue Tracy from the big money, high crime world of sex trafficking.",91,Drama,mercy for angels,tt1232828
-,8.3,Elanor Togliatti,-,Omar Ney is a 200-year-old sorcerer doing good works for humanity. He is powerful; but can he fend off great challenges to his purpose here and meet his destiny before his time on earth runs out?,-,Drama,the sorcerer,tt1235203
,-,-,-,Reparto principal,-,Drama,urban street,tt12354112
,-,Mahendra Gour,Murari lal Pareek,"Mero Badloo film is based on portrays a drug mafia in Rajasthan. in this movie, Mahendra Gaur Is the lead actor and director of this movie. this movie launched only in Rajasthan cinemas.",-,Drama,mero badloo,tt12385772
,7.2,"['Harold Reitman', 'Bernard Salzmann']",Harold Reitman,"When Rachel Lehrer (Darby Stanchfield of ABC's hit TV show ""Scandal""), a young girl challenged with undiagnosed Asperger's Syndrome (ASD), leaves her overprotective parents for the freedom of college at prestigious Somerton Tech University, her hopes for a future in the field of mathematics are high. Instead, her college life is turned upside down by a two-faced roomm... Leer todo",90,Drama,the square root of 2,tt1238846
-,4.6,Rouzbeh Heydari,Jamshid Heydari,"A young couple named Maryam and Saeed, with minimal facilities and income, live the first eight months of life with difficulty and without financial support. Saeed is looking for a good job, but he is having problems",90,Drama,together again,tt12438950
20,5.4,Cameron Crowe,Cameron Crowe,-,105,Drama,aloha,tt1243974
,8.0,Jhulan Krishna Mahanta,"['Dharmajyoti Baruah', 'Jhulan Krishna Mahanta', 'Rontu Mahanta']",A small group of friends through their upstream journey along the Brahmaputra in a small ship from the smallest to the largest river island.,111,Drama,nodi mathu boi,tt12438732
-,-,Otto Schenk,-,-,149,Drama,fidelio,tt12440298
,-,Xu Hongjun,Min Cui,-,98,Drama,ju zi de tian kong,tt12525282
,-,Joel Lamangan,"['Ricky Lee', 'Joel Lamangan']",Sekyu (The Guard) is a story about an ordinary and simple man who tries to live with his family in a less complicated manner but within the bounds of what is right and correct despite the temptation of doing otherwise.,105,Drama,sekyu,tt12531626
-,-,Toni Te,G.A. Villafuerte,-,93,Drama,haplos,tt12542218
42,5.9,Mika Kaurismäki,"['Michel Marc Bouchard', 'Linda Gaboriau']",-,106,Drama,the girl king,tt1254322
,-,Sergei Borchukov,-,-,-,Drama,za chuzhie grekhi,tt12554822
,-,Mozhgan Bayat,Mozhgan Bayat,-,84,Drama,child of earth,tt12582634
,-,Jilani Saâdi,-,"On tour, Ali, the singer and Chiraz, the dancer, as they travel Tunisia, they open the way to their forbidden love, but their relationship must remain secret, Ali is married and father of a child, he deceives his wife who stayed in Tunis. The illegitimate couple is torn on all sides.",105,Drama,dans la peau,tt12631950
,-,Yoon Dong-Hwan,Yoon Dong-Hwan,-,79,Drama,dogpa,tt12644794
,3.9,Seok-ho Kyeong,-,-,94,Drama,hasugjib,tt12670892
,5.7,Kapil Chazhoor,Radhakrishnan,-,-,Drama,kerala today,tt12676122
56,-,Kasper Faulkner Lewis,Kasper Faulkner Lewis,-,-,Drama,pimp,tt12721150
,-,Dhamma Surya,Sidharth Sahebrao Hiwrale,-,145,Drama,bhima cha wagh,tt12747860
-,6.0,Craig Richards,Mark Donnell,"With The endless availability of information over the internet, it has turned the business sour and dealerships are closing their doors nationwide. Now the sleazy car dogs are going to use any kinky way to fire up some sales by any means possible.",92,Drama,extremely used cars: there is no hope,tt1276953
-,-,Alonso O. Lara,"['Angie Chavez', 'Faustino Martinez']",-,-,Drama,el trailer de la muerte,tt12882728
24,6.4,Afonso Poyart,"['Sean Bailey', 'Ted Griffin']",-,101,Drama,solace,tt1291570
-,-,"['Danny Torres', 'Matthew Dyer']",Matthew Dyer,"After crossing the US border, two undocumented immigrants must run for their lives while being hunted by two vigilante minutemen.",72,Drama,mano a mano,tt1293805
,6.3,Ali Ghavitan,Ali Ghavitan,Sara and her son Amir live in dry and harsh mountains and face hardship and obstacles while trying to preserve their coal mine.,82,Drama,aseman-e abi-e madaram,tt12952294
,-,Ernesto Solis,-,-,-,Drama,longe demais não é suficiente,tt12958080
,-,Sameer Athalye,-,Based on life of Shepard community the hardships they face in today's fats growing modern life with cast and creed discrimination.,-,Drama,dhangarwada,tt12976154
,-,K. Munisankar,-,-,-,Drama,kizhakke udhiththa kaadhal,tt13005126
,-,K.S. Vijayabalan,K.S. Vijayabalan,-,121,Drama,vettaiyadu,tt13005130
,-,Ali Akbar,-,-,-,Drama,appavi kateri,tt13005138
,-,Raghavendra,-,-,145,Drama,vishayam veliye theriya koodadhu,tt13005094
,3.8,Senthil Sel Am,Senthil Sel Am,-,119,Drama,thiru.vi.ka.poonga,tt13005074
,-,Sri Arun,-,-,-,Drama,thavarana pathai,tt13010680
,-,Agni,Agni,-,118,Drama,manitha kadhal alla,tt13010664
,-,Vincent Jayaraj,-,-,-,Drama,aroopam,tt13010646
,-,Jayantan,-,Patra tells the story of an innocent youth who gets caught between the politics of two gangsters and how smartly he overcomes the same. This is an action-thriller that promises an explosive climax.,110,Drama,patra,tt13010676
-,-,Vinubharati,-,-,143,Drama,mooch,tt13010694
,-,Mani Bharathi,Mani Bharathi,-,125,Drama,vethu vaettu,tt13010712
-,-,Annadurai,M.S. Anna Durai,-,113,Drama,k3,tt13010684
,-,Konda Rajesh,-,-,-,Drama,mandodari,tt13010654
,-,K. Bhaskar,-,-,128,Drama,kaala kattam,tt13010704
-,-,Yuki Kuwazuru,Yuki Kuwazuru,"This is a story of brothers in Japan. The younger brother hires a girl to help the disabled older brother with jacking off, but when both of them fall in love with the helper.",62,Drama,(not) perfect human,tt13017652
,-,M.D. Sukumaran,M.D. Sukumaran,"Kathamma elopes with her lover Sakthi, against the wishes of her parents and they settle in a hilly village, Nagamala. They live happily and make a livelihood as dhobis. Sakthi's elder brother Selvam comes to live with them. This is followed by tragic incidents in their life. Sakthi gets killed in an uncanny circumstance and Kathamma is forced to marry his brother Sel... Leer todo",132,Drama,kathamma,tt13045380
