puntuacion_imdb,direccion,guion,argumento,duracion,genero,titulo,anio
5.3,Alexa Sheehan,Alexa Sheehan,"Young Natty is an aspiring writer who works at a video store. As he writes in his time between customers, his hero/nemesis comes to life before him living out the stories that he has created.",41,Accion,videodome rent-o-rama,2010
-,Sunoki Yang,Sunoki Yang,"'Swan Lake' ballet performed by water drops on a lake in the middle of the night, where are they from? Princess Odette who turned into a white swan by magic, changes into woman in the moonlight. When Prince Siegfried sees Odette among the herd of swans in the lake, he falls in love with her. However, Odile, a black swan, tries to pull the lovers apart and Odette is ab... Leer todo",4,Accion,burning stage,2010
8.6,Jason Hawkins,"['Michael De Palma', 'Jason Hawkins']",An undercover cop tries to rip off a drug dealer in order to pay the ransom for his wife.,15,Accion,yardbyrds,2010
6.0,Jeremy Helal,Jeremy Helal,"What starts out as a simple heist, ends up being much more.",16,Accion,headwound,2010
-,Devon Lyon,"['Kevin E. Curry', 'Scott Bernard Nelson']","A documentary filmmaker, inspired by Rob Reiner and ""This is Spinal Tap,"" follows a group of women who believe they are superheroines as they infiltrate an arch-villain's lair.",8,Accion,gamma girls alpha force & the vapor ray of mayhem,2010
6.2,L. Gabriel Gonda,L. Gabriel Gonda,"In the Old West, a vampire-hunting gunslinger must confront his ex-lover, the leader of a coven of vampire prostitutes.",13,Accion,tex: vampire hunter,2010
7.2,Suda 51,Suda 51,-,9,Accion,no more heroes 1.5,2010
-,Anton Kozikowski,"['Anton Kozikowski', 'Cyd Schulte']",A young actress's ambitious plan to be discovered by a Director backfires and turns into a deadly game of survival.,20,Accion,wild horses,2010
7.4,Erick Fefferman,Erick Fefferman,A team of technological pioneers awaken a terrifying force when their science violates the natural order.,15,Accion,typea,2010
-,A.D. Massi,A.D. Massi,"The air ain't all that's cold in the Sierra Nevada, especially just outside of 19th Century Virginia City, Nevada. For this is where the lives of a Native American couple collide with a ruthless gang. They seek revenge upon two brothers who interrupted their train robbery and escaped with the cash. The head outlaw leads his men into the snowy wilderness to finish off ... Leer todo",28,Accion,the sierra,2010
6.2,Jan Carlee,Tad Stones,"Hellboy falls into an ancient underground ruin where he descends into a mysterious doorway, through a subterranean cavern with a lake that is home to a dormant monster.",6,Accion,hellboy animated: the dark below,2010
8.0,Cory Miller,Cory Miller,"A police shooting in outer-borough Queens is examined from three distinct points of view- the deceased's best friend, a waitress in a club who interacted with all parties involved, and the police officer who fires the fatal shots.",17,Accion,allen mack,2010
4.9,Jared Drake,Nathaniel Eyde,A secret service agent yearns to be a dancer.,5,Accion,black ops arabesque,2010
8.2,Brad Mays,"['Holly Anderson', 'De', 'Lane Matthews', 'Brad Mays']","The fate of a group of government operatives - four women, DisKO, SlipKnot, Bug and HollowPoint; and one man, T-Rex - depends on their ability to fit back into regular society, following years of U.S. Military spookery on dangerous foreign soil. Having recently returned to the United States where they struggle to re-enter a new and unfamiliar culture, the group inadve... Leer todo",37,Accion,a way back in,2010
7.6,Anya Meksin,Anya Meksin,An irreverent reenactment of the real-life international media scandal that erupted when a black family found a racial slur on the label of their brand new sofa.,8,Accion,couch,2010
-,Fawn Gao,Fawn Gao,Micro thriller about a lawyer and a suspect meeting in a motel room for a secret transaction.,9,Accion,9 am,2010
7.7,"['Phil Lorin', 'Kiel Murray']","['Kiel Murray', 'Phil Lorin']","Tired of the same tedious duties, Officer Min Lee of the San Francisco Police Department jumps at the opportunity to work undercover and prove herself to her colleagues. But once undercover she and her partner, Juan, lose a kilo of cocaine. Determined to replace the kilo, but running out of time, Min must decide between her career and her morals.",39,Accion,kilo,2010
6.9,Ruben Östlund,Ruben Östlund,"An attempted bank robbery. Follows the thought process of two confused witnesses, the filmographer and the producer.",12,Accion,händelse vid bank,2010
-,Dan Prussmann,Tim Saccardo,"Scotty Kapoor is a secret shopper whose dream is to be a secret agent. In order to prove his worth to the FBI, his father/boss, and his ex-girlfriend, he must solve a case at one of his 'shop' locations before he gets fired for not focusing on his job.",15,Accion,shop secret,2010
8.9,"['Rob Chinery', 'Scott Chinery', 'Tommy Chinery']","['Rob Chinery', 'Scott Chinery', 'Tommy Chinery']","A janitor arrives at an office building for the night shift, only to realize that all of the employees have become flesh-eating zombies.",19,Accion,night shift,2010
6.2,Cesar Raphael,Cesar Raphael,"Greed, power, innocence, tragedy. Following the path of a money bill, since its printing until its final destination, the audience is introduced to the extremes our society is made of. How far would you go for a piece of paper?",18,Accion,pedaço de papel,2010
7.5,"['Eric Mc', 'Coy']","['Eric Mc', 'Coy']",A virgin tries to lose it all on the Eve of the Year 2000.,15,Accion,carpe millennium,2010
-,"['Jim Hansen', 'Frank Helmer']","['Jim Hansen', 'Frank Helmer']","After the popular kids befriend a nice but plain girl just before the fall dance, a mysterious and faceless killer systematically kills them for their prettiest parts to takes as it's own.",11,Accion,pretty parts,2010
-,"['Corey Ellis', 'Michael Landau', 'Francis Mc', 'Donald']","['Corey Ellis', 'Francis Mc', 'Donald']","The setting is a small trench on the front line of a looming battle. Awaiting the culmination, one young soldier experiences, first hand, the distress of the first Great War. Over several days, this soldier suffers loss of hearing, loss of companions, and finally loss of self. Reality becomes infected as the harsh environment takes a toll on the soldiers.",26,Accion,puppets of war,2010
9.9,Andrew Cappelletti,Andrew Cappelletti,An eccentric sculptor mounts up on his custom 1100 Horsepower Super Trike and encounters all the beauty of the Southern California landscape. Hold on to the arm of your chair and get ready for a wild ride.,7,Accion,the rocket ii,2010
-,Angela Heffner,Angela Heffner,"FBI Special Agent Nick Jameson poses as a bartender at a local hangout in hopes of getting to know Randi Ryder. It is suspected that her father, the local County Sheriff, will attempt to cash-in on a 1 million dollar life insurance policy he has on her. It is up to Nick to do whatever it takes to covertly win Randi's trust and save her from her potential fate. However... Leer todo",26,Accion,for different reasons,2010
-,Guy Khandjian,Guy Khandjian,"Lara and Matt, two young people, get in contact with Hakushi's spirit, the guinea-pig of a secret military experiment. In order to escape and to fight against this mysterious military group, Hakushi gives away clues and awakens Lara and Matt's latent powers. He will reveal to them the key of their existence.",11,Accion,hakushi,2010
1.9,Gauthier Lamothe,Gauthier Lamothe,"Carl has a weird fantasy : fighting a man who would have nothing to loose... He thinks this would be a prodigious challenge because the man wouldn't be afraid of dying... One day, he has a possibility to fulfill this fantasy.",12,Accion,rien à perdre,2010
8.2,Miguel Silveira,Miguel Silveira,A group of children steal away from their neighborhood street parade to wage a children's war on a rooftop.,17,Accion,rooftop wars,2010
7.4,Dan Brown,Dan Brown,"When an elderly man discovers he's won $156 million in the lottery while shopping at a convenience store, a young man decides to make his own odds. The store manager and a married couple are also mixed up in the game. Who will make it out of the store alive?",18,Accion,your lucky day,2010
-,Dominique Deleon,Dominique Deleon,1994. A young graffiti girl battles the police and a bitter rival to finish a prized piece.,13,Accion,tags,2010
,,,,,Accion,the betrayal of velvet fox,2010
-,"['Rene Amador', 'Jocelyn Hsu']","['Rene Amador', 'Jocelyn Hsu']","A world of possibility awaited us in outer space. The first Mars Colony, after hundreds of years as a bold haven of exploration, has collapsed under pressure to recede its sovereignty to the Earth Alliance. However, a small resistance remains on Mars, few in number but fanatical in purpose. Emboldened by public indifference, the Alliance Defense Force's war-machine mo... Leer todo",-,Accion,mars: tabris,2010
7.2,David Margolis,David Margolis,"A little boy is faced with a terrible dilemma - whether to kill his parents, or Father Christmas and his elf.",12,Accion,tell him next year,2010
-,Gentry Smith,Gentry Smith,An overprotective father chases down the young man who dallied with his daughter.,7,Accion,the farmer's daughter,2010
6.1,Paul Doucet,Paul Doucet,"After being isolated for a long time in an underground bunker following a nuclear war, a woman named Marie decides to put an end to her life.",10,Accion,bunker,2010
-,Asen Bozhashki,Asen Bozhashki,"Just another, but not the typical one, school day for Yavor Alipiev.",7,Accion,just another school day,2010
-,-,John Rhymes,'Big City' is about two urban detectives that are 1st called to difuse Los Angeles urban problems. They are a high risk special unit that works as a 'special unit division' of LAPD. The J. KNOX is a more rugged but very intelligent character where as 'D. Dub' is a Flashy fresh dresses pretty boy who has a knack of breaking and entry. The Duo will see themselves in ver... Leer todo,7,Accion,blowtorch,2010
-,Wil Magness,"['K. Spencer Jones', 'Toven Stith']",A man hunts down his girlfriend's murderers and wrestles with the morality of revenge killing.,18,Accion,when to kill,2010
7.6,Chris Farrington,Chris Farrington,"Against the backdrop of 19th-century wireless telegraph experimentation, a scientist must survive a confrontation with a distraught local who claims the mysterious technology keeps him from contacting his recently departed wife.",18,Accion,signal,2010
-,Cayde Joy,Cayde Joy,A cop and criminal go head to head in this action packed revenge story.,-,Accion,critical limit,2010
-,Paul Farmer,Pol Hodge,"Skath explores the world of Cornish pilot gig racing, one of the fastest growing water sports in contemporary Britain, through the eyes of Pol Hodge, poet and newcomer to this physically demanding sport. Can he overcome a lifetime of sloth to gain a place in the World Championships in just six months?",42,Accion,skath,2010
-,-,R.E. Rodemann,"Atom Boy is a Super Hero. In Atom Boy's world Super Heroes are common place. Everyday people see and interact with Super Heroes on a daily basis, in all sorts of settings. Although Super Heroes have extraordinary powers, they have every day problems just like anyone else. Atom Boy is having a problem with drinking. This is a brief moment in time showing Atom Boy's str... Leer todo",9,Accion,atom boy versus alcohol,2010
8.4,Alain Xalabarde,Alain Xalabarde,An Italian mobster betrays his family as he struggles to save the life of an innocent Chinese girl.,19,Accion,china doll,2010
-,Daniel Story,Daniel Story,A woodsman must rescue his young daughter from an evil witch.,15,Accion,the witch & the woodsman,2010
6.9,Martin Schreier,Martin Schreier,"The holiest night, the loneliest people. A singer, a killer and Santa Clause. United in their destiny.",38,Accion,the night father christmas died,2010
-,Juan Francisco de la Guardia,Juan Francisco de la Guardia,OCD Oscar and Bipolar Betty walk into a convenience store being robbed by Narcissist Nathan and Paranoid Pete... insanity ensues.,9,Accion,crazy pig,2010
-,Will J. Barker,-,"Two campers become lost in the woods and are attacked by the legendary beast, El Peligro.",10,Accion,el peligro,2010
-,Alfonso Lourido,Alfonso Lourido,Every thing is relative to the point of view and reality is always subjected to the number of layers that comprise it.,12,Accion,la toma,2010
-,Jonathan Browning,Jonathan Browning,"There's a new hero fighting crime, Tipster Man.",2,Accion,the adventures of tipster man,2010
-,Kieran Ricketts,"['Amy Louise Dixon', 'Kieran Ricketts']",A ditzy girlfriend. An annoying mate. An addictive console game - and one hell of a bet.,6,Accion,hardcore mode,2010
-,Nenad Radov,Nenad Radov,"Delivering pizza is usually a straightforward experience but if there's a bound and unconscious girl involved then the steel cutter, the chickens, the cage, and a smarmy boss should be expected, too.",7,Accion,the delivery,2010
-,Jahne Coutts-Smith,Jahne Coutts-Smith,-,7,Accion,lady luck,2010
7.7,Beau Chevassus,"['Parker Matthews', 'Beau Chevassus']",An age-old feud erupts between a clown and a mime only for an unexpected bond to be found at the end.,5,Accion,erzfeind,2010
-,Boris Gazibarich,Boris Gazibarich,"A man awakes in a cuboid rock space to discover the numbers 7, 8, 9 and 0 have disappeared from the world overnight. He searches for his way home and an explanation.",6,Accion,sixophrenia,2010
-,Michael Shu,Michael Shu,"Amidst a violent transition in the Japanese mafia, Ken must finally face the mistakes of his past. He can trust no one as the line between friend and foe are blurred. In the end, one thing is certain: all will face the consequences of their sins.",21,Accion,repercussions,2010
7.2,"['Edgar Jimz', 'Pablo V. Chirinos', 'Aldo Di Avila']",Edgar Jimz,"When our Intelligence Agencies are infiltrated by a terrorist organization, seven disgraced New York City Cops are selected to stop the worst terrorist attack in US history. This time it takes some dirty cops to save the world.",40,Accion,code name: operation black thunder,2010
-,Leo Flander,Leo Flander,An allied soldier rolls the dice in a last ditch effort to win WW2.,3,Accion,snake eyes,2010
-,Nicholas Colla,Nicholas Colla,"One Flu North is a film about five Victorian Soldiers that get stopped at the border, trying to smuggle Swine Flu into NSW. While I was living in Sydney there was a huge uproar when NSW began to quarantine anyone coming into NSW from Victoria. There was a backlash from the Victorian Premier who claimed that NSW was merely jealous of Victoria and thus the age old 'who ... Leer todo",7,Accion,one flu north,2010
-,Lara Del Arte,Lara Del Arte,"Two blokes, one hot car and a whole lot of trouble.",6,Accion,revved up,2010
-,Jasper Bagg,Jasper Bagg,The true story of one biker's efforts to keep his pride intact at an extraordinary party.,7,Accion,naked passions,2010
-,Ben Rosenberg,Ben Rosenberg,Ben faces off with the king of the jungle... the mouse.,8,Accion,mouse,2010
-,Justin de Knock,Justin de Knock,To what lengths would you go to get the respect?,6,Accion,once upon a time in australia,2010
-,Gerry Bruno,David Koon,"The story of Bettie Lawrence, an average, all-American girl who stumbles upon a mysterious jewel with amazing powers.",13,Accion,the bloodstone diaries: sleeper,2010
-,John Ma,John Ma,"It is one thing to die for a cause, but what are you prepared to kill for?",7,Accion,make me,2010
-,Ben Wagner,Ben Wagner,"A female cop must escape a gang of thugs through alleys, houses, in a speeding car - only to return to confront the gang-leader.",6,Accion,6:00,2010
-,Will Herbert,"['Will Herbert', 'Cosmo Wallace']",Detective Klein is under suspicion for a terrible crime. Detective Wilson is coming down hard on offending officers. Is anyone going to come out clean?,9,Accion,crossing the line,2010
-,Santiago Maza,"['Branko Gomez Palacio', 'Santiago Maza']","The legendary 'Faraonica San Juan Boxing Arena' is once again the scenario for an epic encounter, this time between 'Choko' Tabarez and 'Duvalin' Espadas. Everything seems to be ready to enjoy round after round of pugilist talent, when all of a sudden, an unexpected uppercut changes the outcome of the fight and the course of the night for all those present.",11,Accion,recto recto gancho,2010
7.2,Jeff Gatesman,"['Nancy Breaux', 'Jeff Gatesman']",Three people get together for a (not-so) friendly game of Scrabble.,4,Accion,full contact scrabble,2010
-,Arturs Anspoks,-,-,-,Accion,excellent book,2010
7.3,Tim Russ,"['Robert Michael Conrad', 'James Nestor', 'Tim Russ']","Conflict! The clash between right and wrong. Or, at least that's the way we see it. Especially, as we perceive ourselves to be always in the right. Will it ever end? Will we ever learn?",7,Accion,war of heaven,2010
4.5,Ruben Bults,"['Michael Leendertse', 'Matthijs Treurniet', 'Mark Wallaard']","The stubborn and egocentric police agent Peter, has but one week to convert dressage horse Jacques into the mighty stallion he once road into combat.",12,Accion,spaanse draf,2010
-,Matthew Chin-Quee,Matthew Chin-Quee,A desperate woman searches for her winning lottery ticket that was stolen from her by a time traveler.,15,Accion,you never know,2010
-,Justin Bellow,"['Maurice Anthony', 'Justin Bellow']",A police detective struggles to balance his marriage with his job and after fearing his wife may be having an affair with his partner; he is forced to confront one of them.,15,Accion,broken,2010
-,Utpal Choudhury,Utpal Choudhury,In September 2008 Lehman Brothers collapsed in the US. That altered the lives of Munna - a teenage boy in a Mumbai slum - and his sister and old father.,15,Accion,lemon brothers falls,2010
5.0,Lydia Martinelli,"['Lydia Martinelli', 'Shanta Payne']","Hunter Gavin, a bipolar pill-popping drug dealer, discovers that the top buyer of his Bolivian cocaine is an undercover federal agent. Gavin sets out to trap and murder the agent but his plan halts when an unexpected problem occurs.",30,Accion,nose candy,2010
-,Ron Tramontano,Ron Tramontano,-,5,Accion,women and children go missing everyday: watch how,2010
-,Glenn Edwards,"['Glenn Edwards', 'Michael Pintabona']",To create an informative and dramatic short film under 7 minutes with the use of facts (both obvious and vague) and action using computer generated effects to maximize emotion and speculation.,7,Accion,the end,2010
-,Petr Brodacky,Petr Brodacky,"The story serves Sid B., a modern-day grave robber, on one of his nighttime exploits.",19,Accion,bip25325,2010
7.7,"['Matt Bettinelli-Olpin', 'Tyler Gillett']","['Matt Bettinelli-Olpin', 'Rob Polonsky', 'Chad Villella']","While trying to get to their boss's birthday party, three friends battle gangs, demons and an extremist militia on the streets of Los Angeles.",21,Accion,"the birthday party: a chad, matt & rob interactive adventure",2010
-,Kyle Malkin,"['Bret Malkin', 'Cory Malkin']","Ashton Hunt, leader of Expeditionary Force 343, is separated from his squad and finds himself on the run for his life with documents incriminating his superior officer. Fighting his way through the forests of Northern Quebec, Hunt is transformed into a local hero as he helps the locals win their freedom from Jackson's occupying forces.",9,Accion,expeditionary force 343,2010
-,Kene Lewis,Kene Lewis,A live action film that uses juggling to give tribute to Black History Month.,12,Accion,"juggling: a tribute to african-american, asian-american, european-american, jewish-american, latino-american, native-american and women-american history",2010
-,Abbie Bernstein,"['Abbie Bernstein', 'Robert Chapin']",Vampire overlord Vincent Marlowe hopes to organize his fellow bloodsuckers.,20,Accion,"overlords, incorporated",2010
-,"['Reed Kaufman', 'Murad B. Yunus']",Reed Kaufman,An assassin is given an unusual assignment.,3,Accion,sa,2010
-,Ken Volok,-,A surfer encounters unfriendly locals.,1,Accion,locals only,2010
4.8,"['Paul Chun', 'Cheyton Jain']",-,The three players race in a school using magic.,3,Accion,"the chair, the box, and the broom",2010
3.1,Chris Birkmeier,Chris Birkmeier,Blair wants to be free. But freedom comes with a cost.,6,Accion,u.s.a.,2010
7.8,Will Raée,Will Raée,A film that brings to light the realities of life in Northern Uganda and the plight of children caught in war.,19,Accion,faith and dreams,2010
8.5,Andrew Napier,Andrew Napier,Two brothers working in organized crime fight over the same girl while torturing a man in the back of a restaurant.,9,Accion,double gin on the rocks,2010
-,Josh Hansbrough,-,The therapeutic properties of the ocean enable autistic children to become free spirited kids again while breaking down barriers of possibility and truly healing 'disabilities.',7,Accion,riding the wave of autism,2010
-,Michael Babbitt,"['Michael Babbitt', 'Josh Johnson']",Two pod-casting movie reviewers inadvertently witness a high-level assassination. The ramifications of this event could change the future of our country and possibly the world.,13,Accion,elimination,2010
-,Michael D. Nes,"['Michael D. Nes', 'Eric Wiener']","A god-fearing, pacifist preacher must decide between letting his only friend die or killing those responsible.",10,Accion,orson's perish,2010
-,Lance Mora,Lance Mora,An evil witch is out to kill some brooms that have abandoned her.,15,Accion,crime sweepers revenge of broom witch,2010
-,"['Nicolas Cuellar', 'Raphaël Pfertzel', 'Ambra Tonini']",-,"If you attempt to raise above your status by making someone fall, your fall will be planned by someone who wants to raise himself.",20,Accion,the big picture,2010
7.9,Jesse Daniel,"['David Amonsen', 'Jesse Daniel']",-,21,Accion,the crossing,2010
-,"['Sean Lawless', 'Ruben Sargisi']",Sean Lawless,The year is 2148. An operative investigates a government conspiracy that can break an alliance and cause a war with extraterrestrials.,19,Accion,anica 2148: the scale war,2010
-,Christian Muth,"['Corinna Baier', 'Christian Muth']","A genetic anomaly gives Simon a superhuman learning ability. As he finds himself between the parties of a thousand-year-old vendetta, he has to fight to survive.",20,Accion,anomaly: oblivion,2010
-,Matt Orlando,Matt Orlando,"Sgt. Jenkins is almost done with his tour of duty, but fate doesn't discriminate. Jenkins and his squad of U.S. Army soldiers are performing a routine patrol in war-torn Chechnya. They are met with a malevolent group of Chechen insurgents bitter with the U.S. presence and it's implications.",11,Accion,pieces of peace,2010
7.6,Giacomo R. Bartocci,Giacomo R. Bartocci,What's the worst nightmare of any director? To be persecuted by his own characters.,6,Accion,10 + ½ + 1 = making of 11½,2010
5.8,Emmanuel Lee,Emmanuel Lee,"Frustrated and facing her last years, Matilda Sweitz embarks on a barrels-blazing ride with the help of her dark-natured grandson - defying a merciless bank-robbing gang and unknown accomplices.",16,Accion,grand ma takedown,2010
8.1,James Richards,"['Keith Mac', 'Donald', 'James Richards']","An everyday, blue collar man is forced into the brutal world of illegal underground fighting as a means to save his home and family from financial hardship.",12,Accion,the violent,2010
5.0,Sam Lanyon Jones,Sam Lanyon Jones,A micro short film about the dreams of a kitten.,1,Accion,the tail gunner,2010
-,Andrew J. Mosely,"['P. Clarence Howard', 'Andrew J. Mosely']",-,22,Accion,the last favor,2010
-,Amy Quick Parrish,Amy Quick Parrish,"Carlitos finds himself in deep trouble when Oscar, Eddie and Len corner him at a convenience store and initiate him into their gang. Can Janey stop them?",-,Accion,into dust: crossing over,2010
7.0,Sean P. Parsons,"['Aaron Michael Esmonde', 'Sean P. Parsons']","Ellicott City, a condemned paper mill, home of Anushka - a vampire assassin haunted by self-imposed isolation. Her vow to never feed on humans is tried when a chance meeting tests her resolve. Her first bite could be your last.",42,Accion,terminus,2010
8.0,Pawel Regdosz,"['Tom Batt', 'Alan Price', 'Pawel Regdosz']",An exiled cop uncovers a governmental conspiracy to tackle the issue of population control in a radically inhumane way.,15,Accion,pack of pain,2010
-,Jose Montesinos,-,"A sci-fi, action-comedy where several people fight to get their hands on a mysterious laser gun.",5,Accion,laserlust,2010
-,Mark Sewards,"['Thomas Fairfield', 'Mark Sewards']","Two American Soldiers begin a visceral and spiritual journey while hiding from locals, enemy combatants, and American patrols.",32,Accion,whereabouts unknown,2010
