puntuacion_rotten,puntuacion_imdb,direccion,guion,argumento,duracion,genero,titulo,id_pelicula
,-,"['Tylor Bohlman', 'Sky Tallone']","['Tylor Bohlman', 'Jesse Chandler', 'Sky Tallone']",A captive man determined to solve a simple puzzle must figure a way out of a mad man's dungeon.,4,Drama,citizen cube,tt10317960
,-,['Bianca Catbagan'],['Bianca Catbagan'],A grieving husband begins to see apparitions of his wife as he is seduced by a siren underwater.,-,Drama,laya,tt10319092
,-,['Tylor Bohlman'],"['Jake Lyall', 'Sky Tallone']",-,8,Drama,leaving sunnyfield,tt10333830
,-,['Vincenzo Caiazzo'],['Vincenzo Caiazzo'],-,42,Drama,la città della pioggia,tt10415730
,-,['Fabrice Poirier'],['Fabrice Poirier'],"A young girl with an angelic and naive air walks on the side of the road. One after the other, the men she meets disappear. In the background, the omnipresence of a man who will never speak.",7,Drama,déroute,tt10431690
,-,['Heath Allen'],['Heath Allen'],-,-,Drama,pact,tt10471098
,-,['Tero Peltoniemi'],['Tero Peltoniemi'],"Constrained to his wheelchair, a man lives in a hospital with his loved one. Every night, as she sleeps, he writes her a goodbye letter and sneaks out of their room. He rushes through the hallway toward a mysterious door in the other end, as two nurses chase him.",4,Drama,hospital break,tt10493072
26,-,['Larry Ramjutton'],['Larry Ramjutton'],-,-,Drama,remember me,tt10494900
26,-,['Larry Ramjutton'],['Larry Ramjutton'],-,-,Drama,remember me,tt10914038
,-,['Gary Wong'],"['Jessie Nixon', 'Gary Wong']","Remnants is an experimental piece that explores the poetic narrative. After the world has collapsed, Sze picks up his grandfather's diary and goes through the forest accompanied by two guys who don't see eye to eye. They are holding on to their remaining memories of the adult world to try and comprehend the current situation - shot in a studio, the film creates a drea... Leer todo",10,Drama,remnants,tt10560124
,-,['Xi Yu'],"['Xi Yu', 'Yaping Xu']","In Lei Gu Town in Sichuan, Xu who lost his wife during the 2008 earthquake is ready to get married again. His hesitation arises when he sees that his teenage daughter Shan is not yet ready to move on. Shan goes for a walk to landslide dam for a moment of solitude. The dam was formed when landslide debris fell and destroyed a whole village. It is an aftermath of the qu... Leer todo",28,Drama,broken but new,tt10560610
,-,['Ho-Yin Ng'],['Ho-Yin Ng'],"A mistake at the hospital cost a life and a young woman sits on the rooftop and wants to kill herself. Who is to be blamed? The rigid system or indifferent people? For Ng Ho Yin, there is no simple explanation. Adopting a bold approach, he reconstructs the incident in an unconventional order to highlight different individuals personal experience. By doing so, he is al... Leer todo",20,Drama,meeting of the half moons,tt10560492
,-,['Vicky Wong'],"['Chi-Kin Hui', 'Vicky Wong']",A photo journalist's quest for precision can go so far that it is hard to tell whether the human has become a machine or the machine has acquired a desire of its own. Cheung and his beloved Leica managed to captured a moment between life and death; the gaze from the subject haunts Cheung so much that he loses the strength to take another photo. Based on the true story... Leer todo,30,Drama,the decisive moment,tt10560162
,-,['Kin-Pong Leung'],['Kin-Pong Leung'],"Security guard Cheung is a loving father who takes good care of his children. As his kids grow older, they have their own lives and that leaves Chueng feeling lonely. He displaces his fatherly love onto his colleague Sheung's young children instead. This innocent act, however, makes his daughter suspect that Cheung and Sheung are having an affair and a small incident ... Leer todo",29,Drama,the ripple,tt10562546
93,-,['Duanyang Zhang'],"['Sunny Chen', 'Duanyang Zhang']","Due to the one-child policy in China, Xian Xian has a rather lonely childhood. Either she listens to her mother's nagging, or she goes to play with her friend Fang Bo at deserted railways and factories. Those who were born in the 90s and have experienced drastic socio-economic changes over the ears will find this film very relatable. Out of a sense of insecurity, Xian... Leer todo",30,Drama,a tale of two cities,tt10589766
,-,['Dany Campos'],['Dany Campos'],-,14,Drama,clara. el mar,tt10635714
,-,['Kenan Mansur Dogru'],-,-,-,Drama,çember,tt10653732
,-,['Jonathan Wilhelmsson'],['Jonathan Wilhelmsson'],An offbeat documentary about society's unsung heroes: the lampposts.,7,Drama,a light that never fades,tt10679760
-,-,['Dan Allen'],['Dan Allen'],"When a young girl awakes with no memory, and finds herself in a strange cottage in the middle of nowhere.",7,Drama,amnesia,tt10701516
,-,['Alessandro Porzio'],['Alessandro Porzio'],-,-,Drama,vagina,tt10776288
,-,['Alexander N'],-,-,6,Drama,next stop california,tt10835376
,-,['Sinan Göksan'],['Omer Genc'],-,3,Drama,geri dön,tt10840720
,-,['Evan E. Hewitt'],['Evan E. Hewitt'],In the aftermath of the father's death in a tragic surfing accident. Seth and his mother Celia are left emotionally and financially devastated. Celia is overwhelmed just to keep food on the table when she decides to take every cent the have and spend it on a surfboard for Seth.,16,Drama,paddle out,tt10908830
,-,['Kevin Nguyen'],['Somer Hoke'],"Memory is elusive for Kyle, a returning Vet, emotionally wounded, and home from the war. But Jenna struggles to love him again despite Kyle's quirky use of Tom Hanks movie lines to recall his friends and family.",-,Drama,war at home,tt10918346
,4.6,-,-,Reparto principal,-,Drama,jonah hex: behind the scenes ~ b-roll 2,tt10919396
,-,['Daniel Casparis'],"['Daniel Casparis', 'Rahel Grunder']",-,6,Drama,letzte runde,tt10922710
,-,-,-,Reparto principal,6,Drama,jonah hex: behind the scenes ~ b-roll 1,tt10926954
,-,['Dave Reeve'],-,-,12,Drama,the piano tuner,tt10974950
,-,['Stefan Kubicki'],['Max Hoever'],-,12,Drama,lot,tt10976032
,-,['Mirlan Abdykalykov'],"['Ernest Abdyjaparov', 'Gaziz Nasyrov']",-,20,Drama,pencil against ants,tt11011244
21,6.8,['Matthew Mawkes'],['Matthew Mawkes'],"Daniel is at breaking point. He hates his job and the drudgery of his daily life. He comes home only to lock himself away from the world in a vain attempt to relax, and the neighbors are starting to get on his nerves. One lonely night an intruder enters his house - and he must come face to face with everything he fears.",20,Drama,the stranger,tt11049284
21,6.8,['Matthew Mawkes'],['Matthew Mawkes'],"Daniel is at breaking point. He hates his job and the drudgery of his daily life. He comes home only to lock himself away from the world in a vain attempt to relax, and the neighbors are starting to get on his nerves. One lonely night an intruder enters his house - and he must come face to face with everything he fears.",20,Drama,the stranger,tt1500234
,-,['Manu Delpech'],['Manu Delpech'],-,5,Drama,loss,tt11054456
,-,['Arian Sánchez'],-,-,-,Drama,viento desierto,tt11057546
,-,['Vit Fic'],['Vit Fic'],Finding Charlie Chaplin's lost film.,12,Drama,1914,tt11067764
,-,['Sophie Black'],['Sophie Black'],"On the opening night of a new play, Marianne (Lucy Hagan-Walker) is lost in thought. She has to decide whether or not to tell her co-star, Dorian (Edward McBride III) how she feels about him. A short film about first love, set within the world of the theatre. This film was originally made as the graduation piece for director Sophie Black.",5,Drama,the opening night,tt11179794
,8.8,['Mohamed Ben Attia'],['Mohamed Ben Attia'],"Over three periods of her life, a grandmother keeps repeating to her grandson the same apparently trivial story.",12,Drama,mouja,tt11187388
,-,['Jorge Delarosa'],['Jorge Delarosa'],"About a small town and it's ""curious"" inhabitants.",20,Drama,black,tt11188246
,8.0,['Najwa Slama'],['Najwa Slama'],"Skander, a young student has a relationship with his neighbor Lilia, a dynamic, modern girl who loves life. His sister Zeineb is traditional and conservative. Everything opposes the two sisters: for Zeineb, veil and prayer; for Lilia, fashionable clips and party. Until the day a marriage proposal falls. The two sisters then find themselves on the same ground: the defe... Leer todo",18,Drama,hira,tt11192412
,-,['Elena Maggioni'],"['Carla Chiarelli', 'Elena Maggioni', 'Marina Spada']",-,16,Drama,reato di vita,tt11214792
,-,['Vit Fic'],['Vit Fic'],A big decision can make you argue with yourself.,10,Drama,two heads,tt11295460
,-,['Alberto Carpintero'],['Alberto Carpintero'],-,3,Drama,pasión,tt11331772
64,-,['Matthew Winkler'],['Matthew Winkler'],-,-,Drama,a good night to die,tt11428228
,-,['Kanika Dua'],['Kanika Dua'],-,-,Drama,colours in black and white,tt11440094
,8.3,['Mehdi Hmili'],['Mehdi Hmili'],"It is midnight in Tunis, the fragile fate of a couple falling apart. Malek, a poet without inspiration, meets up with his wife, a theater actress who acts out their life as on a stage.",29,Drama,li-la,tt11439882
,9.2,['Sarra Abidi'],-,A forty year old writer lives in an apartment alone with her cat for only company. Solitude and poverty have led her to feel that life has no importance.,26,Drama,le dernier wagon,tt11444942
,9.2,['Walid Tayaa'],['Walid Tayaa'],Hayet (40) is a widow whose 20 year-old son has left for Canada. She works as an telephone operator at a French call center located in Tunis.,18,Drama,el-eicha,tt11460022
,8.5,['Faten Hafnaoui'],['Faten Hafnaoui'],"Sarra, a war reporter and photographer abroad, is pursued by two men who want to recover documents which should not be published. She takes refuge in the house of her childhood where she meets her friend Khantouch, a former journalist.",16,Drama,esket,tt11460540
,8.5,['Bahri Ben Yahmed'],-,Amine (40) lives alone with his old mother who is ill and dying. He takes care of her every day. He lives in the anguish of losing her.,9,Drama,glaçons,tt11460852
,-,['Luiz Petuxo'],['Karinah G Frederico'],-,-,Drama,minha vida,tt11488896
,-,['Iván López'],['Iván López'],-,9,Drama,mientras anochece,tt11501686
,-,['Mohsen Elshwady'],-,-,-,Drama,under the turban,tt11508048
,-,['Miguel Ángel Muñiz'],['Miguel Ángel Muñiz'],-,2,Drama,ola,tt11511830
,-,['Mehdi Fard Ghaderi'],['Mehdi Fard Ghaderi'],-,18,Drama,gramophone,tt11512208
,-,['Stefanos Sitaras'],['Stefanos Sitaras'],A young woman makes a difficult decision about her future.,8,Drama,suction,tt11515926
,-,['Oskar Flach'],"['Alex Lane', 'Oscar Wilde']",-,-,Drama,the sum of our choices,tt1156518
,-,['Marita Lobler'],['Marita Malm'],-,14,Drama,tidens förräderi,tt11594806
,-,['Yazan Al Assadi'],['Firas Kredly'],-,-,Drama,"yes, but",tt11591912
,-,['Yim Linq'],['Yim Linq'],-,5,Drama,better place,tt11622534
80,-,['Phi Van Le'],['Phi Van Le'],-,15,Drama,along the way,tt11674592
,-,"['Da', 'Fol Charlotte Leclerc']","['Da', 'Fol Charlotte Leclerc']",-,14,Drama,n'en parlons plus,tt11695932
,-,['Bonnie Foster'],['Bonnie Foster'],-,6,Drama,this box is my heart,tt11713820
,-,-,-,Ver la información de la producción en IMDbPro,34,Drama,solo,tt11714550
,-,['Ridha Tlili'],['Ridha Tlili'],"A young woman gets rid of her baby leaving it on a ferry boat She spends the day on the dock hoping a passenger will find him. At the same time, a man is looking for her.",17,Drama,bas bord,tt11754100
,-,['Amenallah Gharbi'],['Amenallah Gharbi'],"After completing his military service, Esghayer returns to his native village. But to his surprise, he finds him plunged into chaos following large floods. Esghayer searches for his father amidst the crowds and ruins but cannot find him. However, he learns that his father has taken refuge in a shelter on the top of a nearby mountain. Esghayer then begins an initiatory... Leer todo",18,Drama,la boue,tt11766620
,-,['Homeida Behi'],-,Sarah returns to Tunisia after being away for a few months. Her grandfather is ill and his health has deteriorated since her last visit.,12,Drama,al-onchouda al-akhirah,tt11772630
,-,['Cédric Zaroukian'],['Cédric Zaroukian'],-,15,Drama,waterside,tt11774586
,-,['Mohamed Ikbel Chakchem'],['Mohamed Ikbel Chakchem'],"7-year-old Khaled comes from the city of Tozeur in the Sahara. He is a lively and adventurous boy, very different from his neighborhood friends. He is obsessed with one thing: to find the oasis in his town.",14,Drama,asafer lemdina,tt11792094
,-,['Faten Hafnaoui'],['Faten Hafnaoui'],"Mr. Hamda, the director, is in a hurry to hand over the tape for a very special screening. Amel, the editor, does everything to save this project from the hands of the censors.",12,Drama,m'kass,tt11791912
,-,['Eugenio di Fraia'],['Eugenio di Fraia'],-,-,Drama,yawp!,tt11828558
,-,['Huseyin Bulut'],"['Sezgin Akyol', 'Huseyin Bulut', 'Cem Saral']",It's a story about a group of teenagers who live in Eastern Black Sea where green and blue meets. The teenagers find themselves in the chamber of illegal events because of being unemployed and some social cultural reasons. In the end they finally realize that the best period of their life was when they used to play football all together but it's already too late to re... Leer todo,-,Drama,altipatlar tekkale,tt11851990
,-,-,-,Reparto principal,6,Drama,in deep internet,tt11865094
100,-,"['Les Élèves du Lycée Claude Bernard', 'Gabriel Gonnet']",['Les Élèves du Lycée Claude Bernard'],-,15,Drama,kenny,tt11891054
,-,['Fredrik Mortensen'],-,-,-,Drama,väntrummet,tt11891964
,-,['Gigi Hozimah'],"['Rosana Bosanac', 'Gigi Hozimah']",-,10,Drama,blue sweater,tt11998896
,-,['Gigi Hozimah'],"['Rosana Bosanac', 'Gigi Hozimah']",-,10,Drama,blue sweater,tt11997230
,-,['Ben Leonberg'],"['Jade Lee', 'Ben Leonberg']",-,6,Drama,will you be mine,tt12008422
,-,['Chen-Nien Ko'],['Chen-Nien Ko'],"17-year-old Sheng is fascinated by photography. He not only takes photos but makes his own films. In fact, Sheng has been bullied by his schoolmates.",39,Drama,horse with no name,tt12038132
,-,"['Alonso Machuca', 'Daniel Rebolledo Parra']",['Alonso Machuca'],"After a failed police operation, Abel recovers from his injuries in a hospital. The monotonous rehabilitation is favored by several letters from an unknown character that involves Abel and his environment in a new recovery process based on affection.",29,Drama,recuperación,tt12042990
,-,"['Fleur & Manu', 'Fleur Fortune']",-,-,4,Drama,tricky: murder weapon,tt12072374
,-,['Viviane Ferreira'],['Viviane Ferreira'],-,7,Drama,mumbi7cenas pós burkina,tt12070320
-,-,['Juan Manuel Fernandez'],['Juan Manuel Fernandez'],-,10,Drama,raíz,tt12072728
,-,['Johnny Serret'],-,-,-,Drama,favorite one by far,tt12083482
,-,['Óscar Gómez Gelado'],['Óscar Gómez Gelado'],-,5,Drama,dulce hogar,tt12087882
,-,['David Raynr'],"['Peter Compagno', 'Joseph Forest Riccobono', 'Ty Granderson Jones']","A short, delusional vigilante with a Napoleonic Complex discovers post-Katrina corruption in New Orleans.",30,Drama,napoleonic,tt1210087
,-,['Gregory J.M. Kasunich'],['Gregory J.M. Kasunich'],-,-,Drama,all night diner,tt12105980
,-,"['Laila Moinuddin', 'Oriana Zängerle']","['Laila Moinuddin', 'Oriana Zängerle']",-,14,Drama,amazonica,tt12177426
,-,['Sven Eric Maier'],['Sven Eric Maier'],An aspiring artist races through the city to hand in her portfolio at the art academy. Three episodes show three different outcomes of her journey.,10,Drama,alles wie immer,tt12178494
,-,['Scott Barbella-Landy'],['Scott Barbella-Landy'],-,17,Drama,pals,tt12193464
,-,['Lothar Herzog'],-,-,-,Drama,5 sehr kurze szenen,tt12227576
,-,['Dan Villanueva'],-,"Iris, a woman in her early 30's is a new mother suffering from a mental illness. What will she be compelled to do when her relationship with her partner breaks down just as she is trying to deal with her newborn child?",7,Drama,somewhere new,tt12235006
,-,['Antonio Gil Aparicio'],"['Antonio Gil Aparicio', 'Miguel Murillo']",-,-,Drama,90 días,tt12241094
,-,['Ludovic Coutaud'],['Ludovic Coutaud'],"It's Marie's birthday, also the day when her life will change forever.",12,Drama,bon appétit!,tt12240976
,-,['Jay Akin'],['Grant Fletcher Prewitt'],-,-,Drama,time thief,tt12239302
,-,"['Milan Balog', 'Yaroslav Chevazhevskiy', 'Bernd Pfingstmann']",-,"Directors from different countries in front of the Golden Drum participants created, shot and edited each their own short film on a topic »Adam&Eve « (N. Pohar), ""Bridget Jones& Mark Darcy"" (M. Balog), ""Romeo&Juliet"" (B. Pfingstmann), ""Bonnie&Clyde"" (Y. Chevazhevski). The topic was revealed to each director only 6 hours before the shooting begins. They all have the sa... Leer todo",-,Drama,final chapter (studio drum),tt12240910
,-,['Ludovic Coutaud'],['Ludovic Coutaud'],The unique and unusual encounter of two lonely souls.,27,Drama,le destin tragique de bernadette chérie,tt12251024
,-,['Giovanni Sole'],['Giovanni Sole'],-,9,Drama,la città dei cubi,tt12309222
,-,['Yaniv Linton'],"['Margarita Balaklav', 'Yaniv Linton']",-,24,Drama,tateh,tt12331636
,-,['Nicolas Piere'],['Nicolas Piere'],A young artist overcomes his fear of leaving his room.,4,Drama,sketch,tt12333452
22,-,['Judy Zimbelman'],['Judy Zimbelman'],-,-,Drama,exit strategy,tt12331488
,-,['Céline Pourveur'],['Céline Pourveur'],"Michael, suffering from migraines, receives strange visits from Alice, her ex-girlfriend. Meanwhile, her boyfriend Eric is looking for her.",-,Drama,alice,tt12431730
,-,['Leo Herrera'],-,"Official music video for ""Marilyn"" by Amanda Lepore, featuring Cazwell.",6,Drama,amanda lepore & cazwell: marilyn,tt12471324
,-,['Leo Herrmann'],['Leo Herrmann'],A young executive returns to the place where he grew up to fulfill his late mother's last mission. Love will go beyond dimensions and realities to accompany the young man in his mother's last wish.,-,Drama,la raiz del alma,tt12483212
,8.0,['Ron Krauss'],['Ron Krauss'],"AMEXICA is the story of a young boy from Mexico who is sold by a human trafficking ring to two con artists from Los Angeles with a get rich scheme. They portray him as their son, extorting money from innocent people by risking the boy's life in staged automobile accidents. Trapped, alone with his captors, and unable to speak for himself, the boy decides to take his fa... Leer todo",23,Drama,amexica,tt1249428
,-,['Kyra Uniejewski'],"['Emma Huckstadt', 'Nelson Isava', 'Kyra Uniejewski']","Jamie DePaul begins a nursing internship at Three River Hospital, a mental institution. After forming relationships with patients for six months, she realizes her own battle with anxiety makes her more suited to being committed herself.",16,Drama,behind white walls,tt12497984
40,-,['Steven Leone'],['Steven Leone'],-,44,Drama,misconception,tt12517194
,-,['Martijn Veldhoen'],['Martijn Veldhoen'],-,6,Drama,re-constructions,tt12547378
95,7.5,['Josh Kasselman'],"['Josh Kasselman', 'Stephanie Lucas']",A talented but troubled modern dancer tries to regain her estranged daughter's love over a weekend at an upscale resort.,25,Drama,weekend,tt1254981
,-,['Dan Voltz'],-,-,6,Drama,just not right,tt12591828
,-,['Franck Espartero'],-,-,-,Drama,lágrimas al amanecer,tt12596352
,-,['Tangella Madhavi'],['Tangella Madhavi'],The story is about the losing battle of Penchalamma to retain her plot of land.,25,Drama,penchalamma,tt12603012
,-,['Chris Skotchdopole'],['Chris Skotchdopole'],"A young man plagued by his parents divorce and the strict presence of his mother's new boyfriend, finds comfort observing the life of his pet frog.",10,Drama,just smile,tt12624488
82,-,-,-,Reparto principal,-,Drama,the one i love,tt12671024
,-,['Csongor Dombovari'],['Jean Racine'],-,-,Drama,phedre,tt12691752
,-,['Bernard Leprovost'],['Youcef Sissaoui'],-,-,Drama,c'est comme ça,tt12691738
,-,['Brice Duan'],"['Emmanuel Budillon', 'Brice Duan']","Martine lives with her younger brother Thomas, who suffers from a mental illness. One evening, Thomas commits the irreparable. Martine is torn between love and guilt and must answer questions from an investigator.",6,Drama,issue,tt12722168
,-,['Alexander Felix Rauscher'],['Alexander Felix Rauscher'],-,3,Drama,katarakt,tt12874666
,-,['Lucas Gutierrez'],['Lucas Gutierrez'],"A little girl comes to a field on the outskirts of the city, the girl is lost and says that she will leave when she finds the Nemoroso",-,Drama,el nemoroso,tt12906388
80,-,['Laurence Vaissiere'],-,-,15,Drama,mephisto,tt12917830
,-,['Adama Salle'],['Adama Salle'],"Formerly, forced, we crossed the Atlantic to the Americas where we sang and danced in the cotton fields to soothe lashes or to amuse the white master - Today, willingly, we abandon our cotton fields and cross the Sahara to the land guilty to slavery: singing and dancing as the chained peasants of African White Gold.",20,Drama,l'or blanc,tt12987700
,-,['John David Thornton'],['John David Thornton'],An attraction is born when strangers Wendy and Mike meet on a park bench; but is there more to this encounter than meets the eye.,5,Drama,friendly face,tt12998940
,-,['Mynor H. Sosa'],['Mynor H. Sosa'],-,-,Drama,daddy's little princess,tt13021718
,-,['Mynor H. Sosa'],['Mynor H. Sosa'],-,-,Drama,clown shoes,tt13021726
,-,['Adrián Barrera Serván'],['Adrián Barrera Serván'],-,-,Drama,radiación,tt13024634
,-,['Charles Purdy'],['Charles Purdy'],A probate lawyer handles the will and testament of his recently deceased elderly clients and uncovers a shocking secret about their middle-aged son's unusual roots.,4,Drama,roots,tt13028174
,-,['Vijay Thota'],-,"Three specially challenged friends compete for the best musician, best singer and best painter contest.",7,Drama,the three special students,tt13057032
,-,['Mariusz Wirski'],"['Wanda Dittrich', 'Mariusz Wirski']",-,22,Drama,mdlosci,tt13111492
,-,"['Bernardo Mangaravite', 'Daniel Russell Ribas']",['Daniel Russell Ribas'],-,10,Drama,o cigarro,tt13154244
,-,['Antoine Lareyre'],-,-,-,Drama,untitled short film,tt13162344
,-,['Miguel Bardem'],['Miguel Bardem'],-,-,Drama,¿qué os parece si me pongo el pijama?,tt13175780
,-,['Ciro Ayala'],['Ciro Ayala'],-,4,Drama,sunlounger - breaking waves,tt13186346
93,6.8,['Gary Perez'],['Gary Perez'],"A father and son, both down on their luck, attempt to present themselves as prosperous to one another.",-,Drama,apples,tt1323042
,-,['Remton Siega Zuasola'],-,"A Chef is held responsible for the food poisoning of several foreign dignitaries. That night, after putting his daughter to bed, he caresses the favorite curtain of his recently deceased wife.",-,Drama,kurtina nga pula,tt13236638
,-,['Landon Kazakoff'],['Landon Kazakoff'],-,3,Drama,war torn,tt13281410
,-,['Bertrand Remaut'],['Bertrand Remaut'],-,-,Drama,joue le je,tt13286760
,-,['Sian Astor-Lewis'],['Sian Astor-Lewis'],"A psychoanalytic session descends into madness as a young man and his therapist discuss guilt, obsession and neurosis.",14,Drama,deflate,tt13367210
,-,['James Haruo Forbes'],['James Haruo Forbes'],-,38,Drama,eye for a tooth,tt1339083
,-,['Gurnir Singh'],['Gurnir Singh'],-,5,Drama,free kick,tt13410560
,-,['Javier Ideami'],['Javier Ideami'],"A man hides in a building from an army that is searching for him (The army represents his Fear). He reaches a window and prepares to commit suicide as he feels there is no escape from his situation; In those last moments the man doubts if he is to jump or not, and inside his mind he tries to imagine what his future would be in a final attempt to seek out any hope beyo... Leer todo",15,Drama,la última cena,tt1342966
22,-,['Dana Jordan Rothschild'],['Dana Jordan Rothschild'],A cinematic retelling of Edgar Allen Poe's 'The Raven'.,10,Drama,the raven,tt13577286
76,7.8,['Andrew Oh'],['Myron Kim'],A successful attorney comes face to face with a figure from his dark past. Their meeting leads to a fateful decision where the lines of right and wrong no longer exist.,22,Drama,the debt,tt1358944
,7.8,['Saman Yaghmai-Aledavoud'],['Saman Yaghmai-Aledavoud'],"""The Old Car"" is about how a seemingly simple, mundane object can make us travel back in time, reliving our memories as if we had stepped out of a time machine. It is a drama-comedy about Charles, a lonely middle age man, who sees his first owned car parked in the street and eager to relive his memories tries to persuade Alyssa, the twenty-something year-old current o... Leer todo",10,Drama,the old car,tt1358611
,-,['Dana Jordan Rothschild'],['Dana Jordan Rothschild'],A French Count searches for his missing wife in this homage to the films of Jean-Luc Godard.,6,Drama,somewhere in france,tt13589202
,-,['Sean Hunt'],['Sean Hunt'],"A young woman (Lauren Meyer) finds herself leaping between two worlds - one is real, one is not.",8,Drama,love real,tt13622986
,5.4,['David Martín Porras'],['David Martín Porras'],"The customs of an American airport places a mother and her son in a revealing situation when his luggage is inspected. Forced to deal with their past, they come to a point where lying to each other is no longer an option.",11,Drama,ida y vuelta,tt1362233
,-,"['Mathias Montavon', 'Marianne Thivillier']",-,-,25,Drama,"demain, les chiens",tt13636590
,-,"['Lucas Barbi', 'Juruna Mallon']","['Lucas Barbi', 'Cristina Fernández', 'Juruna Mallon']",-,8,Drama,c'est beau un elephant,tt13642416
40,-,['Mark William Chambers'],['Mark William Chambers'],-,6,Drama,josephine,tt13651770
56,-,['Shaneel Reddy'],['Shaneel Reddy'],"Chester finds himself alone, and his split mind persuades him to shoot up.",3,Drama,the fix,tt1366387
