,0,1,2,3,4,5,6
37,-,-,-,"Lock and Load is giving an inside look on the making of the hostage rescue scene, featuring real Marines and military aircrafts.",-,lock and load: making '24: season 4',2005
38,-,Lucas Longacre,"['Nick Berg', 'Steve Cirbus', 'Lucas Longacre']","After losing his wife and his hearing in a horrific accident, Terry is trapped in a living purgatory. Isolating himself in a condemned building, he struggles with his rage and loss, only venturing out of his self-imposed prison to participate in brutal, unsanctioned, bare-knuckle fights in order to make a couple bucks to survive on. The film begins with Terry in his a... Leer todo",-,beat,2005
39,7.8,-,-,A train crash opens the action on the fourth season of 24. This documentary covers the filming of that season and demonstrates the high production values in place for 24.,-,blood on the tracks: making '24: season 4',2005
40,-,Maxim Jago,Maxim Jago,-,-,kiss chase,2005
41,8.4,Alison Mason,Alison Mason,"A middle class businessman orders a Kazakh bride who is living a double life. While he's at work, she is an elite assassin. When her worlds collide, which one will she choose?",-,the housewife,2005
42,-,['Erik A Candiani'],['Erik A Candiani'],-,-,days end,2005
43,8.6,Raffi Bagdasarian,Raffi Bagdasarian,-,-,consumed,2005
44,5.3,"['Jerod Brennen', 'Justin Lewis']",Jerod Brennen,"When Confronted by Darkness what do you do? You can run. You can hide. You can try to escape. Sometimes, though, you accept that confrontation is... Inevitable",-,inevitable,2005
45,8.3,Gabe Uhr,Gabe Uhr,"Scripted, shot, and edited in just 51 hours for the 2005 DC 48 Hour Film Project (yeah, it was late), The Paperboy is the action-packed origin of a mildly-empowered superhero who uncovers a white-collar crime. Winner of one of the 48 Hour Film Project's prestigious Audience Awards.",-,the paperboy,2005
46,6.1,Brian Haase,"['Mennette Col', 'Brian Haase']",A police psychic chasing a serial killer is having a problem with blackouts. Can her psychiatrist help her piece together what is happening through her visions?,-,visions,2005
47,-,"['Justin Seyb', 'Barry Strickland']","['Lynn Michaels', 'Justin Seyb', 'Barry Strickland']",Two local yuppies make the mistake of a lifetime when they antagonize a stranger who enters their bar.,-,401-k.o.,2005
48,3.6,Marty Martin,Marty Martin,"A man who works for the world's leading bio-technologies company, turns against it when he learns the dark secrets hidden inside. He vows to steal the only piece of evidence than can take the enterprise down, which leads him on an intense chase.",-,got milk? the movie,2005
49,5.5,Corey Sosner,"['M Sean', 'Mc Manus']","The Punisher kills his way up the ladder of organized crime in NYC. He is relentless in his hunt for the Kingpin but before he can complete his revenge, one man stands in the Punisher's way, Wolverine. Straight from the comics. It's the ultimate Battle royal. Skull vs. Claws! Only one will walk away !",-,punisher: first round,2005
50,6.4,Alex Justinger,Alex Justinger,"""The best"" man in the in the business has been assigned a hit...now if he can only find the right house.",-,gratuitous,2005
51,7.5,Justin Lutsky,Brett Simmons,"When an evening of fine dining unexpectedly turns into a hostage scenario, the waiters must save the day.",-,bon appetit,2005
52,7.0,['Jack Paccione Jr'],Jerry White,An action/comedy/horror film centered around the ancient sport of table tennis.,-,duel at red table,2005
53,-,Pierre Vatanapradit,-,"A trip to the mailbox leads to more than just bills and junk mail for Herman Furman. An intruder gets intruded upon, and the confusion sets in.",-,intrusion confusion,2005
54,8.2,Owen Smith,Jeff Rose,A tribute to family members who fought bravely to protect America in WWII.,-,battaglia,2005
55,-,Olumide Odebunmi,Olumide Odebunmi,"Some have referred to Africa as the land of a thousand lost stories. Well this is one of those stories. A tale concerning a young High Priest who is overcome by the lust of his heart, and ultimately seals his fate.",-,fate,2005
56,3.0,Reinert Kiil,"['Kenneth Dybvik', 'Reinert Kiil']","Fear, friendship, drama and action are the ingredients as we follow boxing champ ""the Killer"" towards the fight of his life. Victory in the supreme viking championship will ensure his fame for eternity, but is ultimate victory worth paying the ultimate price?",-,boom boom in paradise city,2005
57,7.9,"['John F', 'Mc Carthy']","['Greg Andersson', 'John F', 'Mc Carthy']",-,-,hard boiled haggerty,2005
58,6.3,"['Ole Ragnvald', 'Bogstad Takanashi Gran']","['Ole Ragnvald', 'Bogstad Takanashi Gran']",-,-,action anton,2005
59,8.5,Michael Anton,Michael Anton,-,-,kill johnny,2005
60,7.6,Matthew Swanson,Matthew Swanson,"After a chance encounter with a young girl, a shy Japanese insect collector finds himself thrust into a wild chase to recover a stolen beetle.",-,hiro,2005
61,6.3,Nacho Vigalondo,Nacho Vigalondo,-,-,choque,2005
62,7.2,-,-,Rusty Amazonian swords are no match for our rapid-fire stick work at the 2005 Xena 10th Anniversary Convention.,-,chicks with sticks: kicking xena's ass,2005
63,-,Rabah Brahimi,Rabah Brahimi,-,-,mirage,2005
64,-,Cole Walliser,-,"Clouded with tainted memories of a new acquaintance Amy, Aden finds himself struggling with last night's events and with the trouble he's now in.",-,night & daze,2005
65,-,Eric Smith,Eric Smith,"A soldier is faced with a choice of saving himself or saving another. Remembering the stories his father told him about his grandfather, a hero in World War II, he realizes that his life is not his own.",-,hallowed be thy name,2005
66,7.5,Christian Genzel,Christian Genzel,A strike team is tasked with stealing and destroying a mysterious project called Mystery Project which is located on the premises of one of the largest companies in the world.,-,mystery project,2005
67,6.8,['P J Germain'],"['P J', 'Germain Casey', 'Kaczorowski Derek Spear']","Ethan (Ben Nisman) is left emotionally scarred when the last of his kin, his sister Kat, is brutally murdered and left in an alley near their apartment. With no family, no job, and nothing left to live for, he searches for the men responsible for Kats death, only to discover that the story goes deeper than he imagined.",-,purpose,2005
68,8.4,"['Brian De', 'Vore Jeffrey', 'De Vore']","['Brian De', 'Vore Jeffrey', 'De Vore']","Alex, a well-off and laid back young man, accidentally becomes victim of an unknown virus. Being number fourteen on the death list of an organization run by the French speaking Francois, he sees no other choice than to escape.",-,no. 0014,2005
69,-,Joshua Barash,"['Joshua Barash', 'Saul Barash']","A man has no peace while trying to write his script at a nighttime café. Constantly bothered by those around him, including the flower salesman, an annoying woman on her cell phone and an annoying cigarette bummer, enough becomes enough, and in an self induced hypnotic state, uses his unique powers of thought to disposes of those he finds annoying.",-,café annoyé,2005
70,8.0,"['Christian Haslecker', 'Christian Genzel']",Christian Haslecker,-,-,faustrecht,2005
71,7.3,"['Ezra Ferguson', 'Terran Gregory']","['Ezra Ferguson', 'Terran Gregory']","""Return"" is the tale of Voldigar of Stromgarde, a grizzled warrior finally returning to his beloved home and bride only to find his past in ruins.",-,return: a warcraft motion picture,2005
72,-,Charlie Cartaya,"['Charlie Cartaya', 'Eduardo Fierro']",-,-,trivial things that people say in normal letters,2005
73,-,Gabriel Sabloff,"['Lil Jon', 'John Troxtel']",-,-,lil jon: crunkwar part 1,2005
74,6.5,Jonathan Barli,Jonathan Barli,"Double-cross, triple cross, the age old problem of the abuse of power. In Film Noir style, dirty detective Nails interrogates Lips, while femme-fatal Rita gets her man, Hank.",-,should heaven fall,2005
75,7.0,['Marco Alejandro Santiago'],['Marco Alejandro Santiago'],"Rival gangs of human traffickers engage in a rolling gun battle along a dirt road in the high Arizona desert. Unbeknownst to the traffickers, one of the border crossers, Maria Gonzalez, reverses the situation and saves herself and her son.",-,once upon a time in the desert,2005
76,7.1,Aaron Schoenke,"['Bill Finger', 'David Hammond', 'Bob Kane']","Deep in the basement of Arkham Asylum, a desperate Psychologist has secretly set up an interview with the mass-murdering Joker. As the Clown Prince of Crime reflects on the key moments of his memories, the interview drifts into a game of manipulation that flirts with life and death.",-,patient j (joker),2005
77,7.3,Umut Aral,Umut Aral,"Three men. From different corners of the crime world: A hired gun, Musta; a con man, Cem; and a thief, Ali. By a twist of fate their paths crosses at Central Station and start to work as a team. But their past won't let them go too faraway...",-,çarpisma,2005
78,6.9,Igor Pejic,"['Fr Hebuterne', 'Igor Pejic']","A man stands alone in a lovely pastoral landscape of grass, sea, and sky. He is a soldier imagining this peaceful place while his reality is a fierce firefight at a weapons depot. The soldier is skilled. He kills using various weapons; the corpses of his mates gives him pause. We move back and forth between the battle and the scape. What's in store for the soldier?",-,un monde meilleur,2005
79,7.6,Jalmari Helander,"['Jalmari Helander', 'Juuso Helander']",In this sequel to 'Rare Exports Inc' we are shown the horrendous results of abusing Father Christmas.,-,the official rare exports inc. safety instructions 2005,2005
80,5.6,Ryan Travis,"['Ryan Travis', 'Ari Weiner']","Beneath the flashing lights of a smoke-filled nightclub, a rebellious punk rocker named Tyler unleashes years of pent-up frustration through the hard-hitting notes of his electric guitar. While in his rock-and-roll element, he is completely empowered, strong and sexy. In the raging crowd just a few feet in front of him stands Nicole, a head-turning vixen with a tortur... Leer todo",-,the darkside of happiness,2005
81,5.5,Nathan Price,Darren Montgomery,Adam is driving home when he's mistakenly identified for a serial killer at large. Other accidents follow and Adam Waldorf must figure out why these events are happening and whether he can accept the life that fate has dealt him.,-,ordinary day,2005
82,7.4,"['David Purchase', 'Ian Purchase']",David Purchase,-,-,the 5th rangers,2005
83,-,Thierry Lorenzi,Thierry Lorenzi,"Come from the French continent for Corsica, the secret agent John Caffé must make equipe with Isabella Rossa, Chef of the insular military base, in order to save Corsica of an atomic threat.",-,mission insulaire,2005
84,8.0,Ivica Pusticki,"['Ivica Pusticki', 'Aleksandar Zemunik']","A profesional hitman wants to retire. The ""Boss"" does not allow that and instead of the payoff he orders his kill. But the kill fails and the hitman is out to get revenge.",-,dragonrage,2005
85,5.2,Eriq Wities,"['Lauren Selman', 'Eriq Wities', 'Mart Yernazian']",-,-,the next day,2005
86,7.0,Andrew Greener,Andrew Greener,"Endgame is a dark thriller set in contemporary Belfast. Martin, Played by Shaun Paul McGrath is a kindly school teacher who becomes unwittingly involved in a paramilitary street gun battle. A bold and terrifying escape ends in failure, and Martin is captured and interrogated. As time runs out, his survival hinges on a matter of identity.",-,endgame,2005
87,8.1,Aaron Robson,"['Heather Petrone', 'Aaron Robson']","When Amanda picks up a hitch hiker, Will, a happy-go-lucky ex-convict, she gets more than she bargains for.",-,due west,2005
88,7.1,['Fernando Lobo Amaral'],['Fernando Lobo Amaral'],"A crime story about choices and priorities, where guilt ends up taking the leading role.",-,apneia,2005
89,7.3,Slade Blackburn,Slade Blackburn,"After being hired to kill his best friend, the Triggerman hunts down his prey with the most advanced state-of-the-art ""handguns"" ever.",-,triggerfinger,2005
90,-,Chi Yu,Chi Yu,-,-,victim 2 supervixen,2005
91,-,['Matt Hilliard Forde'],['Matt Hilliard Forde'],-,-,running towards tomorrow,2005
92,7.8,Torrence Davis,Torrence Davis,-,-,the young master,2005
93,6.8,Shawn Costa,Shawn Costa,A story of mistaken identity and mistaken intentions.,-,the run,2005
94,-,Dan Sanguineti,Dan Sanguineti,"After suffering the humiliation of mistake after mistake on the indoor soccer field, Charlie's nightmares affect his confidence and his ability to perform for his team. The grand final is here and Charlie must now overcome his fear and paranoia and rise to the challenge of facing the Demons one last time.",-,screwball!,2005
95,7.2,Angelo Lopes,Angelo Lopes,Crime boss goes in over his head when he hires a bagman to heist an underboss belonging to the eminent crime syndicate.,-,syndicate: zeed,2005
96,7.1,"['Trever James', 'Luke Rold']","['Trever James', 'Luke Rold']",Mark McKent must return his video to Blockbuster Video before he gets a late fee. To do this takes him on adventure through time and reality.,-,blockbusters,2005
97,7.6,Alexandre Franchi,Alexandre Franchi,"Art is dying, painters are beaten up and ballerinas are set on fire. But Frida doesn't care. She just wants to play her music. Troll Concerto is an apocalyptic fable about the power of music in finding one's destiny.",-,troll concerto,2005
98,-,Michael Love,"['Ron Blecker', 'Michael Love']","Four soldiers are taught the reality of combat by a veteran Sergeant. All lessons come at a price, this one will cost them dearly.",-,shower of bullets,2005
99,6.0,Not Applicable,-,-,-,netherworld,2005
100,8.7,Teppei Nakamura,Teppei Nakamura,"A sword master, named Ryunosuke, has lost someone who he loved dearly. Having trouble dealing with the past, he is attached to the bottle as he visits his dead lover's grave. One day, Ryunosuke runs into a young girl, Otsuru, who is being chased by a group of bandits. He soon meets two more warriors, Todoh and Matahachi who claim to be looking for Otsuru in order to p... Leer todo",-,drunken sword,2005
101,3.5,Jeff Lunzaga,-,Explores new sides of the Crow myth and introduces brand new characters.,-,the crow purgatory,2005
102,5.4,Christopher Folkens,Christopher Folkens,-,-,toxin,2005
103,-,['James P Weatherall'],Rob Fairhurst,"Specialist military unit Bravo 45 having retrieved A.1.1.4.H; a biological weapon that could infect the world with a plague of Biblical proportions, are on the run to their rendezvous point. They are perused and intercepted by the viruses creator and a terrorist force intent on using it to deadly effect.",-,a.1.1.4.h,2005
104,8.6,Ryan Knight,Ryan Knight,Three soldiers on a simple reconnaissance mission encounter fierce enemy resistance and are pinned down in the snowy Ardennes forest during the Battle of the Bulge.,-,away from the line,2005
105,-,Demetrea Triantafillides,"['Ken Arnold', 'Dan Franko', 'Kevin Jiggetts']",The continuing adventures of Naked Man.,-,the golden tiki of djbuti buti,2005
106,-,['Phil De Courcel'],['Christopher Howell Watson'],An unstoppable thief known only as the Black Fox is stealing pieces of an ancient sword to reassemble and exact vengeance on the world. A lone priest charged with guarding the final piece addresses an FBI conference as a last resort.,-,the broken sword,2005
107,-,Colin Orr,"['Chris Ayala', 'Jessica Maissonet', 'Colin Orr']","A little boy pictures himself as an action hero. He rides out to the park, only to get cornered in a dead end by a gang of bullies. He must then stand his ground, armed only with a squirt gun, a plastic sword, and his imagination.",-,imagine,2005
108,6.9,Luka Hrgovic,"['Marin Busic', 'Luka Hrgovic']",-,-,epopeja o bureku,2005
109,-,Oliver Drawson,"['Oliver Drawson', 'Clayton Ovans', 'Pat Seymour']",-,-,hell in a head casket,2005
110,-,James Theesfeld,James Theesfeld,Three criminals break into an apartment for a high stakes heist only to find that someone is still home and he's not going down easy.,-,botched,2005
111,8.0,Chris Vargas,Chris Vargas,'Bike Boy' rumbles with the Motorcycle Toughies to save his kidnapped love in a Kenneth Anger-style revenge flick.,-,road rash,2005
112,-,['Sokhan Kevin Sar'],"['Tyler Bizzell', 'Sokhan Kevin Sar']","A Photographer takes an assignment to photograph a local mob in hopes of taking him down for good. But, something goes terribly wrong and the race for survival begins.",-,one roll of film,2005
113,-,['Robert M Clark'],['Robert M Clark'],-,-,guns for christmas 2,2005
114,7.2,Frodo Kuipers,Frodo Kuipers,"A castaway's efforts to make contact with would-be rescuers finally leads to his discovery, but his savior has plans of his own.",-,shipwrecked,2005
115,-,Matt Taabu,Matt Taabu,"A black police officer finds himself pursuing a mysterious target through a derelict school, leading to a confrontation that will uncover his real fear.",-,black/blue,2005
116,-,Steven Karamitros,"['Steven Karamitros', 'Yujiro Seki']",-,-,the incident at telegraph hill,2005
117,-,Serhat Koca,-,-,-,düsmemek,2005
118,4.5,Stephanie Faust,Stephanie Faust,"Three flappers plan to steal their boss's cash, but teamwork is a deadly game.",-,26,2005
119,-,Rubén Arnaiz,"['Rub Arnaiz', 'Eduardo Castej']",-,-,el último asalto,2005
120,-,Rich Drezen,Rich Drezen,"Leading a double life is no easy task. The usual street gangs aren't that difficult to handle, but when you add in killer robots and a madman with a giant laser cannon, one wonders, ""what else could go wrong?""",-,all in a day's work,2005
121,6.6,Yasuhiro Takemoto,Shôji Gatô,"Sousuke, Kurz, and Melissa are deployed to the Republic of Manistan in Central Asia to eradicate a growing civil war between rebels and the Manistani military.",-,full metal panic! the second raid - 000,2005
122,-,"['Jared Evans', 'Quinton Hoover']","['Jared Evans', 'Quinton Hoover']",-,-,lizardmen & dragons part i,2005
123,-,Hector Linares,Hector Linares,-,-,kidnapped,2005
124,-,Neil Jesuele,Neil Jesuele,-,-,rad racers,2005
125,-,Raul Rivera,Raul Rivera,-,-,tag,2005
126,-,"['Christopher Bolton', 'Peter Edgar']","['Christopher Bolton', 'Peter Edgar', 'M A Williams']","Kyle Varn is suffering from amnesia, caused by his violent arrest. Government Agent Juliette Hamilton shocks him with evidence that he is a ruthless freelance assassin who she suspects has planted a chemical bomb somewhere in the city. Believing Varn - his psychotic personality erased - is her only hope of locating the bomb, Juliette breaks Varn out of prison. As they... Leer todo",-,countdown,2005
127,-,Chapin Hemmingway,Chapin Hemmingway,A hunting trip takes a horrific turn when two friends find that they themselves are being hunted.,-,camouflage,2005
128,-,Sean Parker,"['Sean Parker', 'Austin Hillebrecht']","Nick helps Matt move in to a new neighborhood, but things quickly go wrong when a gang of on-the-run thugs use Matt's open house as an opportunity to lay low.",-,angrier neighbors: open house,2005
129,-,"['Austin Hillebrecht', 'Sean Parker']","['Austin Hillebrecht', 'Sean Parker']","When the tension between incompatible neighbors Matt and Nick is stretched a bit too far, a very unneighborly brawl ensues!",-,angry neighbors,2005
130,-,Matthew Vanderzee,Matthew Vanderzee,-,-,the master plan,2005
131,-,Nathan Stone,Nathan Stone,-,-,late,2005
132,-,['Benjamin Scott Panock'],"['Brian Kruse', 'Benjamin Scott', 'Panock Jeff Rosenfeld']",-,-,the adventures of ass bandit,2005
133,-,Alan Chu,-,-,-,asian girl + x = assassin,2005
134,-,Jyrki Rantasuo,Pete Spurrier,"Ex-cop Tony Rodriguez must cheat, deceive and fight his way out of an oppressive police state of the future.",-,exit/strategy,2005
135,-,Antoine Wagner,-,-,-,bloody hell,2005
136,-,['Robert S Amidon'],-,The Mastermind tricks the Cartel.,-,manosidad,2005
137,-,Johnny Dingleberry,"['Johnny Dingleberry', 'Jose Verga']","A Casual border crossing to the land of opportunity takes an unusual turn when the migrating vehicle gets struck by lightning, turning our friends into the most extraordinary super-heroes humanity has ever seen. Homeland security, F.B.I., and drunk border vigilantes, take a break. The Justice Illegals of America are here.",-,the justice illegals of america,2005
138,6.5,Dave Cain,"['Dave Cain', 'Greg Kindra', 'David Shibley']","Kill Dill is the story of one man on his own 'roaring rampage of revenge', seeking out the pickle and gang of vegetable assassins that tried to do him in. Follow our hero on his epic journey as he narrowly escapes death time and time again, each battle bringing him closer to the ultimate confrontation.",-,kill dill,2005
139,-,Harun Altunbas,"['Harun Altunbas', 'Hakan Haslaman']",-,-,tercih,2005
140,-,Nicholas Zebrun,"['David Sowden', 'Nicholas Zebrun']","When a man's girlfriend is captured by a mysterious stranger who demands $50,000, the man must become a hero and rescue her before time runs out.",-,midnight ransom,2005
141,-,"['Antti Laakso', 'Olli Laamanen', 'Anne Savitie']","['Antti Laakso', 'Olli Laamanen', 'Anne Savitie']",Two bears wake up from hibernation. But is it summer yet? And where is Sandman?,-,unta tupaan,2005
142,-,['Christopher D Green'],['Christopher D Green'],"In the near future, a man comes home, and watches the censored news on TV, then decides to watch a movie. But films with action or terrorists are highly censored, and trying to watch one illegally, gets him into a whole world of trouble.",-,censored,2005
143,-,['Jack C Mancino'],['Jack C Mancino'],-,-,the boxer - the journey of felix gruber,2005
144,-,Eliza Fernbach,Eliza Fernbach,A meditation on the question 'Are you Rushing to your Death?'. Stillness is progress seen from above. A maze is not a labyrinth.,-,amaze labyrinth,2005
145,-,Jeff Dell,Jeff Dell,It's no wonder that we feel 'guilty that we aren't doing more to improve our world. If we all pitched in to solve the problems of the world. It would be alot easier to live in it.,-,small circle of friends,2005
146,-,Stuart Weinstock,Stuart Weinstock,-,-,likely hero,2005
147,-,"['Fran Cailleau', 'Audrey Fobis']",Audrey Fobis,"Objects of a kitchen take life when there is nobody. Their principal occupation is a match of darts opposing the corkscrew to the vase. One day, new arrives.",-,coucou clock,2005
148,-,Florian Frerichs,Florian Frerichs,-,-,zombiedämmerung,2005
149,-,"['Nir Nahum', 'Nimrod Shragay']","['Nir Nahum', 'Nimrod Shragay']","Effi, a young money carrier, finds himself in a bloody shoot out. Wounded and positive his boss set him up to take his own bullet, he sets out to take his revenge.",-,et effi dofkim rak pa'am ahat,2005
150,-,Chris Kenneally,Chris Kenneally,On a hot day in Hell's Kitchen a group of men gather to play a game of basketball. The winners are to be rewarded with a beautiful woman controlled by Hampton Fancher. The penalty for violating the arbitrary rules of the game is death.,-,men's league,2005
151,-,Melody Grant,Melody Grant,"When best friends, Liz and Starr's luck run out, their desperation forces them to rob a bingo hall.",-,okemah's creek,2005
152,4.8,Steven Aldridge,Steven Aldridge,-,-,finn mac cool,2005
153,-,Bennie Woodell,Bennie Woodell,-,-,sweet sorrow,2005
154,4.3,"['Christian Abel', 'Alexander Schulz']",-,-,-,"the good, the bad and the dead",2005
155,-,Lou Yablonsky,Lou Yablonsky,"Two gangsters, a hippie, and a femme fatale all compete to steal The Man's suitcase full of mysterious goods.",-,the man's wife,2005
156,-,John Schimke,Daniel Rangel,-,-,the final lesson,2005
157,-,"['Jules Medina', 'Yoonkyong Kwon']",Jules Medina,Sip the elixir of a satirical collision between French New Wave cinema and a rebellious youth.,-,cognac 1967,2005
158,-,Moonsik Chung,"['Moonsik Chung', 'Young Sook Kim']","A story of a young man who has a dream to become a pilot. One day, he meets a mysterious woman who waits for something in the seashore.",-,sound of the wind,2005
159,-,Ezra Lunel,"['Dave Brewis', 'Ezra Lunel']","A desperate husband will go to any lengths to have a child with his barren wife Caroline - or so he says. When he recruits Sophie, a young street performer, to sell them her ovarian eggs, all he needs is for her blood type to match his wife's rare type of O-negative for the transplant to be a success. But when Sophie's criminal boyfriend Leo gets arrested in a kidnapp... Leer todo",-,o-negative,2005
